재무제표종류,종목코드,회사명,시장구분,업종,업종명,통화,항목명,당기,전기,전전기
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,         자산총계,"71,446,542,105,345","67,463,604,837,764","64,515,490,039,726"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,         이연법인세자산,"2,619,144,236","38,360,240,975","35,196,161,409"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,         파생상품자산,"75,745,523,724","211,245,266,091","52,787,330,631"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,         기타포괄손익-공정가치측정금융자산,"3,503,931,270,093","3,206,231,989,352","3,437,285,238,648"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,         당기손익-공정가치측정금융자산,"1,550,561,868,542","1,449,811,072,614","1,225,793,559,603"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,         무형자산,"165,900,398,341","170,737,100,745","170,613,452,817"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,         투자부동산,"108,628,589,807","110,818,670,632","99,308,446,880"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,         관계기업투자,"32,367,974,402","32,646,802,219","33,355,608,945"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,         기타자산,"1,084,561,243,236","892,757,622,748","1,203,742,604,599"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,         유형자산,"560,894,388,293","570,670,782,559","603,882,364,565"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,         순확정급여자산,"100,336,336,803","79,838,962,080","13,053,323,983"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,            자본총계,"4,756,087,136,914","4,829,582,532,487","4,689,512,044,600"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,            지배주주지분,"4,756,087,136,914","4,829,582,532,487","4,689,512,044,600"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,               자본잉여금,"372,132,715,201","192,230,919,201","192,230,919,201"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권,"199,434,960,000","688,284,620,000","688,284,620,000"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,               기타포괄손익누계액,"-64,250,303,720","-122,835,106,613","-95,566,217,699"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,               자본금,"700,625,000,000","680,625,000,000","680,625,000,000"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,               이익잉여금,"3,549,577,625,433","3,391,277,099,899","3,223,937,723,098"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,                  대손준비금 전입(환입) 필요액,"14,446,000,000","142,000,000","57,753,000,000"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,                  대손준비금 적립액,"336,656,000,000","336,514,000,000","278,761,000,000"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,                  대손준비금 전입(환입) 예정액,"14,446,000,000","142,000,000","57,753,000,000"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,         자본과부채총계,"71,446,542,105,345","67,463,604,837,764","64,515,490,039,726"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,            사채,"2,509,522,510,876","2,638,245,493,070","2,891,309,083,512"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,            차입부채,"5,003,721,758,266","4,660,841,765,292","4,249,887,901,945"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,            예수부채,"57,261,697,240,018","53,654,370,243,027","50,383,735,722,802"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,            파생상품부채,"79,984,872,512","223,998,440,330","46,224,421,639"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,            부채총계,"66,690,454,968,431","62,634,022,305,277","59,825,977,995,126"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,            기타부채,"1,740,731,877,033","1,416,796,894,093","2,217,759,651,776"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,            충당부채,"94,141,956,016","39,769,469,465","37,061,213,452"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,         현금및예치금,"3,041,992,784,929","3,444,900,095,760","2,934,897,033,664"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,         투자금융자산,"10,616,662,763,253","9,689,001,295,236","9,492,864,880,153"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,            상각후원가측정금융자산,"5,428,989,367,356","5,576,516,606,660","5,040,344,710,144"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,            기타포괄손익-공정가치측정금융자산,"3,789,461,168,795","2,792,077,419,874","3,035,309,281,978"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,            당기손익-공정가치측정금융자산,"1,398,212,227,102","1,320,407,268,702","1,417,210,888,031"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,         대출채권및수취채권,"61,381,507,889,259","58,307,205,392,326","53,013,613,025,681"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,            상각후원가측정대출채권,"60,419,324,536,678","57,310,555,823,509","52,254,491,471,027"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,            당기손익-공정가치측정대출채권,0,"2,134,284,364","2,117,815,493"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,            수취채권,"962,183,352,581","994,515,284,453","757,003,739,161"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,         자산총계,"77,271,485,939,683","73,236,529,609,041","67,077,755,051,826"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,         당기법인세자산,0,"2,702,623,993",0
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,         파생상품자산,"38,294,410,622","54,787,127,638","16,766,138,476"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,         무형자산,"123,488,120,095","128,916,096,742","126,961,089,224"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,         투자부동산,"153,795,320,102","165,533,262,019","155,432,871,807"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,"         종속기업, 공동기업과 관계기업에 대한 투자자산","1,089,887,162,035","641,593,199,613","630,874,694,847"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,         기타자산,"27,041,775,344","39,603,411,542","40,323,843,488"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,         유형자산,"698,531,543,726","646,951,380,931","647,843,292,536"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,         순확정급여자산,"100,284,170,318","115,335,723,241","18,178,181,950"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,            자본총계,"5,648,599,465,499","5,670,269,929,368","5,487,191,178,733"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,            지배기업의 소유주에게 귀속되는 지분,"5,648,599,465,499","5,670,269,929,368","5,487,191,178,733"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,               자본잉여금,"395,299,098,000","395,208,098,000","395,780,618,000"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,               기타자본구성요소,"-35,214,302,172","-99,367,239,527","-77,108,846,738"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권,"249,252,460,000","448,770,940,000","448,613,440,000"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,               자본금,"977,418,250,000","977,418,250,000","977,418,250,000"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,               이익잉여금,"4,061,843,959,671","3,948,239,880,895","3,742,487,717,471"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,                  대손준비금 전입(환입) 필요액,"-40,898,000,000","-46,996,000,000","58,601,000,000"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,                  대손준비금 기적립액,"250,541,000,000","297,537,000,000","238,936,000,000"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,                  대손준비금 적립(환입)예정액,"-40,898,000,000","-46,996,000,000","58,601,000,000"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,                  대손준비금 미적립액,0,0,0
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,            비지배지분,0,0,0
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,         자본과부채총계,"77,271,485,939,683","73,236,529,609,041","67,077,755,051,826"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,            사채,"3,384,179,179,703","2,706,245,698,273","3,403,891,249,849"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,            차입부채,"2,690,443,628,159","2,946,156,477,739","2,650,638,996,414"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,            당기법인세부채,"30,802,741,849","80,294,807,951","60,797,368,999"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,            이연법인세부채,"32,591,995,875","5,993,351,068","5,913,013,446"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,            예수부채,"62,625,144,292,105","59,938,768,683,037","53,814,204,569,068"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,            파생상품부채,"65,743,138,214","114,787,141,989","19,013,381,749"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,            부채총계,"71,622,886,474,184","67,566,259,679,673","61,590,563,873,093"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,            기타부채,"2,691,006,309,976","1,717,176,083,340","1,580,701,118,259"
재무상태표,005280,부산은행,기타법인,641,은행 및 저축기관,KRW,            충당부채,"102,975,188,303","56,837,436,276","55,404,175,309"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,         현금및예치금,"28,056,776,000,000","22,569,882,000,000","22,780,127,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,         상각후원가측정대출채권,"348,642,129,000,000","344,298,939,000,000","325,933,496,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,         당기손익-공정가치측정대출채권,"536,824,000,000","972,553,000,000","894,160,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,         상각후원가측정유가증권,"30,719,163,000,000","28,379,986,000,000","21,325,243,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,         기타포괄손익-공정가치측정유가증권,"50,609,366,000,000","48,770,784,000,000","48,300,820,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,         당기손익-공정가치측정유가증권,"23,663,110,000,000","21,201,704,000,000","24,173,996,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,         기타자산,"17,955,031,000,000","15,808,585,000,000","16,757,931,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,         자산총계,"508,497,276,000,000","491,981,392,000,000","467,435,213,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,         당기법인세자산,"38,814,000,000","31,780,000,000","27,018,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,         이연법인세자산,"135,371,000,000","437,896,000,000","252,983,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,         파생상품자산,"3,263,290,000,000","4,904,096,000,000","3,001,440,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,         무형자산,"1,087,206,000,000","636,487,000,000","543,126,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,         투자부동산,"625,125,000,000","604,940,000,000","606,277,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,         관계기업에대한투자자산,"332,250,000,000","266,893,000,000","211,914,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,         매각예정비유동자산,"36,444,000,000","29,211,000,000","30,706,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,         유형자산,"2,518,593,000,000","2,537,482,000,000","2,487,385,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,         순확정급여자산,"277,784,000,000","530,174,000,000","108,591,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,            자본총계,"33,531,213,000,000","31,167,260,000,000","29,235,638,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,            지배기업소유지분,"33,519,118,000,000","31,158,909,000,000","29,228,166,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,               자본조정,"1,946,000,000","2,515,000,000","2,742,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,               자본잉여금,"403,164,000,000","403,164,000,000","403,164,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권,"1,988,535,000,000","2,088,542,000,000","1,586,662,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,               기타포괄손익누계액,"-618,125,000,000","-1,260,828,000,000","-607,040,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,               자본금,"7,928,078,000,000","7,928,078,000,000","7,928,078,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,               이익잉여금,"23,815,520,000,000","21,997,438,000,000","19,914,560,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,                  대손준비금 전입(환입) 필요액,"-151,687,000,000","-131,349,000,000","289,920,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,                  대손준비금 적립액,"2,500,641,000,000","2,631,990,000,000","2,342,070,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,                  대손준비금 전입(환입) 예정액,"-151,687,000,000","-131,349,000,000","289,920,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,            비지배지분,"12,095,000,000","8,351,000,000","7,472,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,         부채와 자본,"508,497,276,000,000","491,981,392,000,000","467,435,213,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,            기타부채,"34,504,106,000,000","23,189,862,000,000","20,502,996,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,            사채,"37,750,685,000,000","33,186,180,000,000","37,625,739,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,            차입부채,"26,701,198,000,000","24,212,792,000,000","20,962,239,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,            당기법인세부채,"164,681,000,000","478,724,000,000","311,544,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,            이연법인세부채,"14,378,000,000","14,247,000,000","18,217,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,            예수부채,"370,959,649,000,000","373,104,189,000,000","354,937,624,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,            파생상품부채,"3,512,594,000,000","5,779,626,000,000","2,852,513,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,            당기손익-공정가치측정금융부채,"419,342,000,000","424,964,000,000","583,662,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,            당기손익-공정가치측정지정금융부채,"254,832,000,000","47,327,000,000",0
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,            부채총계,"474,966,063,000,000","460,814,132,000,000","438,199,575,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,            충당부채,"677,621,000,000","369,201,000,000","405,041,000,000"
재무상태표,000010,신한은행,기타법인,641,은행 및 저축기관,KRW,            순확정급여부채,"6,977,000,000","7,020,000,000",0
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,         상각후원가측정유가증권,"23,996,172,000,000","28,268,516,000,000","17,086,274,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,         자산총계,"458,017,066,000,000","443,340,979,000,000","415,976,627,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,         현금및현금성자산,"29,286,730,000,000","32,418,295,000,000","19,912,544,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,         당기법인세자산,"152,898,000,000","38,913,000,000","22,491,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,         이연법인세자산,"44,312,000,000","55,732,000,000",0
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,         파생상품자산(위험회피목적),"698,000,000",0,"95,103,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,         상각후원가측정대출채권및기타금융자산,"340,740,764,000,000","325,919,599,000,000","323,017,411,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,         기타포괄손익-공정가치측정금융자산,"37,811,173,000,000","33,000,262,000,000","39,042,051,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,         당기손익-공정가치측정금융자산,"20,561,927,000,000","18,489,573,000,000","11,933,349,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,         무형자산,"519,781,000,000","438,484,000,000","464,887,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,         관계기업투자자산,"1,029,697,000,000","917,581,000,000","858,706,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,         투자부동산,"592,528,000,000","603,211,000,000","588,997,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,         매각예정자산,"11,573,000,000","9,589,000,000","20,372,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,         기타자산,"318,307,000,000","192,734,000,000","160,048,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,         유형자산,"2,728,961,000,000","2,700,817,000,000","2,761,710,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,         순확정급여자산,"221,545,000,000","287,673,000,000","12,684,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,            자본총계,"26,703,452,000,000","25,757,186,000,000","24,661,519,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,            지배기업 소유주지분,"26,581,075,000,000","25,646,249,000,000","24,554,884,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,               자본잉여금,"1,096,194,000,000","1,096,194,000,000","1,096,194,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,               기타자본,"-1,568,050,000,000","-2,324,321,000,000","-2,061,097,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권,"1,546,447,000,000","2,344,816,000,000","2,555,166,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,               자본금,"3,581,392,000,000","3,581,392,000,000","3,581,392,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,               이익잉여금,"21,925,092,000,000","20,948,168,000,000","19,383,229,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,                  대손준비금 환입(전입)필요액,"402,620,000,000","135,602,000,000","-317,559,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,                  대손준비금 적립액,"-2,307,974,000,000","-2,443,576,000,000","-2,126,017,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,                  대손준비금 환입(전입)예정액,"402,620,000,000","135,602,000,000","-317,559,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,            비지배지분,"122,377,000,000","110,937,000,000","106,635,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,         자본과부채총계,"458,017,066,000,000","443,340,979,000,000","415,976,627,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,            발행사채,"21,277,033,000,000","24,639,433,000,000","26,478,289,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,            차입부채,"25,254,732,000,000","23,028,206,000,000","21,376,880,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,            당기법인세부채,"58,085,000,000","716,936,000,000","484,984,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,            이연법인세부채,"479,614,000,000","29,356,000,000","214,436,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,            예수부채,"353,851,379,000,000","338,923,832,000,000","314,778,574,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,            파생상품부채(위험회피목적),"135,263,000,000","193,831,000,000","20,287,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,            당기손익-공정가치측정금융부채,"6,023,306,000,000","8,988,077,000,000","4,681,447,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,            부채총계,"431,313,614,000,000","417,583,793,000,000","391,315,108,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,            기타금융부채,"23,230,152,000,000","20,359,019,000,000","22,616,804,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,            기타부채,"295,660,000,000","236,258,000,000","166,250,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,            충당부채,"705,964,000,000","466,524,000,000","494,820,000,000"
재무상태표,000030,우리은행,기타법인,641,은행 및 저축기관,KRW,            순확정급여부채,"2,426,000,000","2,321,000,000","2,337,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,         현금및예치금,"916,944,000,000","703,326,000,000","1,284,252,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,         상각후원가측정대출채권,"19,052,053,000,000","18,886,715,000,000","16,438,031,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,         상각후원가측정유가증권,"1,113,937,000,000","1,183,911,000,000","771,815,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,         자산총계,"24,144,648,000,000","23,110,353,000,000","20,688,179,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,         이연법인세자산,"32,118,000,000","37,496,000,000","30,004,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,         기타포괄손익-공정가치측정금융자산,"1,713,135,000,000","1,347,268,000,000","1,513,969,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,         당기손익-공정가치측정금융자산,"414,952,000,000","81,042,000,000","76,541,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,         무형자산,"111,236,000,000","96,793,000,000","84,196,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,         지분법적용 투자지분,"56,097,000,000","28,173,000,000","31,136,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,         투자부동산,"14,046,000,000","14,012,000,000","14,618,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,         기타자산,"370,168,000,000","482,134,000,000","227,124,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,         유형자산,"300,199,000,000","193,459,000,000","182,882,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,         순확정급여자산,"29,364,000,000","35,125,000,000","12,901,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,         사용권자산,"20,399,000,000","20,899,000,000","20,710,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,            자본총계,"2,003,888,000,000","1,826,136,000,000","1,732,175,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,            지배주주지분,"1,860,613,000,000","1,700,832,000,000","1,627,740,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,               자본잉여금,"214,141,000,000","214,141,000,000","214,141,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,               기타포괄손익누계액,"-2,891,000,000","-34,645,000,000","-22,463,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,               자본금,"461,622,000,000","461,622,000,000","461,622,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,               이익잉여금,"1,187,741,000,000","1,059,714,000,000","974,440,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,                  대손준비금 전입(환입) 필요액,"12,393,000,000","31,175,000,000","-3,955,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,                  대손준비금 적립액,"141,026,000,000","109,851,000,000","113,806,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,                  대손준비금 전입(환입) 예정액,"12,393,000,000","31,175,000,000","-3,955,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,            비지배지분,"143,275,000,000","125,304,000,000","104,435,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,         자본과부채총계,"24,144,648,000,000","23,110,353,000,000","20,688,179,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,            사채,"1,750,315,000,000","1,424,690,000,000","1,182,397,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,            차입부채,"578,740,000,000","527,760,000,000","509,583,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,            당기법인세부채,"31,854,000,000","28,955,000,000","36,970,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,            이연법인세부채,0,"1,184,000,000","1,130,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,            예수부채,"19,214,471,000,000","18,869,881,000,000","16,791,849,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,            당기손익-공정가치측정금융부채,"9,045,000,000","3,785,000,000","247,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,            부채총계,"22,140,760,000,000","21,284,217,000,000","18,956,004,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,            기타부채,"523,625,000,000","415,298,000,000","422,182,000,000"
재무상태표,006350,전북은행,기타법인,641,은행 및 저축기관,KRW,            충당부채,"32,710,000,000","12,664,000,000","11,646,000,000"
재무상태표,006220,제주은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         현금및상각후원가측정예치금,"235,890,000,000","235,217,000,000","292,798,000,000"
재무상태표,006220,제주은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         상각후원가측정대출채권,"5,576,304,000,000","5,672,522,000,000","5,578,929,000,000"
재무상태표,006220,제주은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         상각후원가측정유가증권,"298,703,000,000","302,110,000,000","184,889,000,000"
재무상태표,006220,제주은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         자산총계,"7,162,714,000,000","7,320,304,000,000","6,944,214,000,000"
재무상태표,006220,제주은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         당기법인세자산,"2,297,000,000",0,0
