재무제표종류,종목코드,회사명,시장구분,업종,업종명,통화,항목명,당기,전기,전전기
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,         이연법인세자산,0,"26,061,762,638","15,373,276,111"
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,         파생상품자산,"19,369,531,169","26,210,053,382","16,831,144,881"
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,         상각후원가금융자산,"3,767,591,962,571","3,643,927,930,599","3,680,561,790,694"
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,         기타포괄손익-공정가치금융자산,"2,997,435,932,803","2,279,072,048,242","2,091,405,891,543"
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,         당기손익-공정가치금융자산,"852,895,233,370","799,962,989,873","767,793,738,361"
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,         무형자산,"66,627,080,007","57,108,963,743","51,062,477,602"
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,         투자부동산,"29,939,012,623","28,637,457,501","30,959,694,541"
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,         관계기업투자,"577,911,419,756","462,517,837,160","501,071,780,618"
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,         기타자산,"19,179,033,771","28,496,745,032","27,119,579,905"
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,         유형자산,"286,157,213,098","285,131,595,435","277,475,890,450"
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,         순확정급여자산,"61,666,627,939","77,305,849,711","5,114,280,808"
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,            자본총계,"3,462,130,949,764","3,625,034,988,590","3,500,891,854,270"
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,            지배주주지분,"3,462,130,949,764","3,625,034,988,590","3,500,891,854,270"
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               기타자본구성요소,"-19,543,206,588","-66,763,353,283","-47,704,980,906"
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권,"199,449,480,000","498,815,940,000","448,843,940,000"
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               기타불입자본,"666,948,419,098","667,059,439,098","667,581,959,098"
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               자본금,"432,104,560,000","432,104,560,000","432,104,560,000"
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               이익잉여금,"2,183,171,697,254","2,093,818,402,775","2,000,066,376,078"
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  대손준비금 적립액,"178,509,000,000","259,572,000,000","217,720,000,000"
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  대손준비금 전입(환입) 예정액,"-57,829,000,000","-81,063,000,000","41,852,000,000"
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,            비지배지분,0,0,0
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,         자본과부채총계,"50,933,013,978,699","48,857,968,473,375","46,619,898,662,273"
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,            발행사채,"1,511,447,875,627","1,699,734,639,616","1,903,259,830,296"
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,            차입부채,"2,442,448,681,191","2,259,211,453,276","2,103,163,505,634"
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,            당기법인세부채,"6,750,869,873","50,817,310,662","26,114,891,532"
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,            이연법인세부채,"18,577,367,846",0,0
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,            예수부채,"42,236,818,750,257","40,219,542,545,960","38,379,064,358,589"
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,            파생상품부채,"16,951,072,124","26,373,663,461","15,131,983,258"
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,            부채총계,"47,470,883,028,935","45,232,933,484,785","43,119,006,808,003"
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,            기타금융부채,"1,115,911,626,876","878,441,629,511","612,522,984,425"
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,            기타부채,"35,557,108,161","35,455,910,180","31,916,077,029"
재무상태표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,            충당부채,"86,419,676,980","63,356,332,119","47,833,177,240"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,         상각후원가측정유가증권,"2,411,176,336,680","2,310,745,910,117","2,011,951,060,229"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,         자산총계,"29,792,908,387,867","28,582,139,059,318","28,180,102,436,073"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,         현금및현금성자산,"711,416,806,192","1,142,341,288,409","1,283,469,759,796"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,         당기법인세자산,"118,614,720","109,853,530","99,271,820"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,         이연법인세자산,"27,707,245,903","42,665,075,152","33,225,457,441"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,         상각후원가측정대출채권 및 기타금융자산,"23,555,829,436,637","22,544,203,779,681","22,415,101,113,174"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,         기타포괄손익-공정가치측정금융자산,"1,958,147,787,764","1,495,389,786,867","1,482,277,567,886"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,         당기손익-공정가치측정금융자산,"661,955,717,153","686,026,402,244","631,967,121,187"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,         무형자산,"35,369,273,913","21,472,593,841","20,538,172,237"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,         투자부동산,"8,163,571,673","8,303,430,695","9,304,314,878"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,         관계기업 투자자산,"52,034,558,972","52,377,028,005","52,797,933,152"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,         기타자산,"26,591,209,880","25,635,268,109","26,588,560,780"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,         유형자산,"281,848,327,292","179,368,125,186","171,580,907,695"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,         순확정급여자산,"48,954,670,993","60,242,417,757","25,352,869,632"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,         사용권자산,"13,594,830,095","13,258,099,725","15,848,326,166"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,            자본총계,"2,150,601,749,060","2,113,215,866,535","2,055,190,721,020"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,            지배주주지분,"2,150,601,749,060","2,113,215,866,535","2,055,190,721,020"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권,0,"86,864,930,000","86,864,930,000"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               기타포괄손익누계액,"-30,596,421,460","-58,656,777,066","-38,903,498,886"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               기타불입자본,"658,652,465,909","658,787,535,909","658,787,535,909"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               자본금,"256,580,285,000","256,580,285,000","256,580,285,000"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               이익잉여금,"1,265,965,419,611","1,169,639,892,692","1,091,861,468,997"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,                  대손준비금 전입(환입)필요액,"-37,415,183,625","-31,719,326,585","9,778,630,671"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,                  대손준비금 기적립액,"143,224,942,343","174,944,268,928","165,165,638,257"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,                  대손준비금 전입(환입)예정액,"-37,415,183,625","-31,719,326,585","9,778,630,671"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,            비지배지분,0,0,0
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,         자본과부채총계,"29,792,908,387,867","28,582,139,059,318","28,180,102,436,073"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,            발행사채,"1,519,953,385,432","1,389,892,357,453","939,821,133,979"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,            차입부채,"973,414,731,587","1,035,115,861,576","1,152,184,893,777"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,            당기법인세부채,"30,382,652,854","54,771,546,826","36,913,174,352"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,            예수부채,"24,154,536,973,334","23,299,539,237,371","23,307,860,598,913"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,            당기손익-공정가치측정금융부채,"8,951,152,811","6,097,047,534","46,853,411"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,            부채총계,"27,642,306,638,807","26,468,923,192,783","26,124,911,715,053"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,            기타금융부채,"894,061,981,395","657,153,988,707","663,901,730,350"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,            기타부채,"17,149,452,416","14,773,802,025","14,017,899,446"
재무상태표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,            충당부채,"43,856,308,978","11,579,351,291","10,165,430,825"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,         현금및예치금,"23,637,007,000,000","25,127,794,000,000","25,164,991,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,         상각후원가측정대출채권,"385,404,070,000,000","374,671,976,000,000","361,144,701,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,         투자금융자산,"78,350,848,000,000","75,250,169,000,000","63,744,909,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,         자산총계,"530,012,853,000,000","517,769,512,000,000","483,564,898,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,         당기법인세자산,"228,880,000,000","192,041,000,000","61,314,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,         이연법인세자산,"249,512,000,000","181,257,000,000","149,869,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,         파생금융자산,"5,038,961,000,000","7,767,592,000,000","2,965,626,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,         당기손익-공정가치측정금융자산,"19,700,714,000,000","21,213,408,000,000","18,834,364,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,         무형자산,"1,019,673,000,000","1,054,696,000,000","1,028,494,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,         관계기업투자,"589,311,000,000","529,981,000,000","390,957,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,         투자부동산,"347,480,000,000","345,156,000,000","325,065,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,         매각예정자산,"208,229,000,000","211,757,000,000","237,318,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,         기타자산,"11,241,005,000,000","7,078,425,000,000","5,583,347,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,         유형자산,"3,768,598,000,000","3,837,511,000,000","3,933,943,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,         순확정급여자산,"228,565,000,000","307,749,000,000",0
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,            자본총계,"36,548,727,000,000","33,723,259,000,000","32,888,913,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,            지배기업주주지분,"36,373,042,000,000","33,768,024,000,000","32,677,631,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,               자본잉여금,"4,735,404,000,000","5,025,335,000,000","5,025,335,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권,"1,282,935,000,000","873,850,000,000","574,523,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,               기타포괄손익누계액,"614,395,000,000","12,751,000,000","1,395,156,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,               자본금,"2,021,896,000,000","2,021,896,000,000","2,021,896,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,               이익잉여금,"27,718,412,000,000","25,834,192,000,000","23,660,721,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                  대손준비금 적립금액,"-3,018,015,000,000","-2,915,162,000,000","-2,534,401,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                  대손준비금 전입(환입) 예정금액,"221,216,000,000","-102,853,000,000","-380,761,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,            비지배지분,"175,685,000,000","-44,765,000,000","211,282,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,         부채와자본총계,"530,012,853,000,000","517,769,512,000,000","483,564,898,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,            사채,"31,811,407,000,000","29,787,722,000,000","29,718,734,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,            당기법인세부채,"38,545,000,000","63,029,000,000","57,281,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,            이연법인세부채,"502,992,000,000","153,844,000,000","701,561,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,            예수부채,"393,246,702,000,000","381,746,749,000,000","363,141,416,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,            파생금융부채,"4,445,352,000,000","7,271,434,000,000","2,749,412,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,            당기손익-공정가치측정금융부채,"93,438,000,000","108,862,000,000","112,698,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,            부채총계,"493,464,126,000,000","484,046,253,000,000","450,675,985,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,            차입부채,"34,990,075,000,000","45,073,117,000,000","32,523,161,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,            기타부채,"27,398,180,000,000","19,291,883,000,000","21,089,571,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,            충당부채,"929,594,000,000","533,370,000,000","426,867,000,000"
재무상태표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,            순확정급여부채,"7,841,000,000","16,243,000,000","155,284,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         현금및예치금,"28,038,761,000,000","26,070,593,000,000","19,652,416,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         상각후원가대출채권,"315,882,890,000,000","307,831,762,000,000","286,938,154,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         상각후원가유가증권,"36,226,185,000,000","40,317,143,000,000","37,887,237,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         자산총계,"448,427,279,000,000","431,186,338,000,000","397,727,767,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         이연법인세자산,"112,215,000,000","101,238,000,000","7,248,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         위험회피회계파생상품자산,"82,236,000,000","51,799,000,000","43,292,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         기타포괄손익금융자산,"29,401,005,000,000","25,584,877,000,000","22,784,632,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         당기손익금융자산,"20,347,272,000,000","19,831,666,000,000","19,136,576,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         무형자산,"296,184,000,000","264,197,000,000","268,842,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         관계기업투자,"1,748,764,000,000","1,518,957,000,000","1,352,215,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         투자부동산,"82,999,000,000","88,512,000,000","57,718,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         기타자산,"13,782,317,000,000","7,020,704,000,000","7,334,758,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         유형자산,"2,248,154,000,000","2,156,909,000,000","2,170,206,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         순확정급여자산,"178,297,000,000","347,981,000,000","94,473,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,            자본총계,"31,816,761,000,000","29,255,929,000,000","27,711,535,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,            지배주주지분,"31,656,585,000,000","29,093,825,000,000","27,565,063,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               자본조정,"-309,000,000","-40,627,000,000","-92,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               자본잉여금,"1,178,177,000,000","1,174,836,000,000","1,171,905,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               신종자본증권,"4,133,457,000,000","3,614,677,000,000","3,499,180,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               기타포괄손익누계액,"243,950,000,000","-46,648,000,000","428,399,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               자본금,"4,211,365,000,000","4,211,365,000,000","4,211,365,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               이익잉여금,"21,889,945,000,000","20,180,222,000,000","18,254,306,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  대손준비금 기 적립액,"3,269,778,000,000","2,952,630,000,000","2,756,940,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  대손준비금 전입예정금액,"74,032,000,000","317,148,000,000","195,690,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,            비지배지분,"160,176,000,000","162,104,000,000","146,472,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         부채와자본총계,"448,427,279,000,000","431,186,338,000,000","397,727,767,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,            사채,"181,991,789,000,000","166,476,705,000,000","143,614,755,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,            이연법인세부채,"288,792,000,000","258,846,000,000","525,131,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,            예수부채,"154,044,994,000,000","155,049,836,000,000","158,246,290,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,            위험회피회계파생상품부채,"230,242,000,000","337,773,000,000","110,202,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,            당기손익금융부채,"2,876,396,000,000","4,860,906,000,000","2,583,174,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,            당기손익인식지정금융부채,"1,246,091,000,000","780,615,000,000","657,755,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,            보험계약부채,"7,336,963,000,000","7,006,478,000,000","5,907,077,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,            부채총계,"416,610,518,000,000","401,930,409,000,000","370,016,232,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,            차입부채,"41,239,201,000,000","49,423,444,000,000","43,191,533,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,            기타부채,"26,334,822,000,000","17,019,008,000,000","14,538,115,000,000"
재무상태표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,            충당부채,"1,021,228,000,000","716,798,000,000","642,200,000,000"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,               자본조정,"-1,432,860,000",0,0
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,            이연법인세부채,"654,753,710",0,0
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,         현금및예치금,"3,026,779,592,639","2,653,164,041,524","3,151,441,603,146"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,         상각후원가측정대출채권,"56,879,353,549,583","53,844,798,152,617","50,140,031,550,492"
재무상태표,005270,대구은행,기타법인,641,은행 및 저축기관,KRW,         상각후원가측정유가증권,"4,354,862,225,646","4,202,524,133,608","4,348,998,794,008"
