재무제표종류,종목코드,회사명,시장구분,업종,업종명,통화,항목명,당기,전기,전전기,Unnamed: 15
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권 배당,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권 발행,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                     기타포괄손익-공정가치측정 채무상품 관련손익,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                     기타포괄손익-공정가치 측정 지분상품 관련손익,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                  현금흐름위험회피수단의 손익,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                  외환차이,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                  순확정급여부채 재측정요소,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,               당기순이익,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,         자본총계,"2,021,896,000,000","2,021,896,000,000","2,021,896,000,000",
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,         기초자본,"873,850,000,000","574,523,000,000","574,523,000,000",
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,               연차배당,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권 배당,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권 발행,"409,085,000,000","299,327,000,000",0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                     기타포괄손익-공정가치측정 채무상품 관련손익,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                     기타포괄손익-공정가치 측정 지분상품 관련손익,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                  현금흐름위험회피수단의 손익,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                  외환차이,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                  순확정급여부채 재측정요소,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,               당기순이익,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,         자본총계,"1,282,935,000,000","873,850,000,000","574,523,000,000",
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,         기초자본,"5,220,031,000,000","5,220,031,000,000","5,220,031,000,000",
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,               연차배당,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권 배당,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권 발행,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                     기타포괄손익-공정가치측정 채무상품 관련손익,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                     기타포괄손익-공정가치 측정 지분상품 관련손익,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                  현금흐름위험회피수단의 손익,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                  외환차이,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                  순확정급여부채 재측정요소,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,               당기순이익,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,         자본총계,"5,220,031,000,000","5,220,031,000,000","5,220,031,000,000",
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,         기초자본,"-86,385,000,000","1,362,438,000,000","594,413,000,000",
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,               연차배당,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권 배당,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권 발행,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                     기타포괄손익-공정가치측정 채무상품 관련손익,"695,111,000,000","-461,689,000,000","-278,186,000,000",
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                     기타포괄손익-공정가치 측정 지분상품 관련손익,"-357,000,000","-1,197,012,000,000","1,105,216,000,000",
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                  현금흐름위험회피수단의 손익,"-12,904,000,000","34,010,000,000","9,984,000,000",
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                  외환차이,"-2,877,000,000","-2,022,000,000","3,957,000,000",
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                  순확정급여부채 재측정요소,"-50,481,000,000","177,890,000,000","-72,946,000,000",
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,               당기순이익,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,         자본총계,"542,107,000,000","-86,385,000,000","1,362,438,000,000",
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,         기초자본,"25,524,389,000,000","23,438,713,000,000","22,048,949,000,000",
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,               연차배당,"1,346,582,000,000","1,031,167,000,000","917,941,000,000",
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권 배당,"57,179,000,000","34,399,000,000","24,144,000,000",
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권 발행,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                     기타포괄손익-공정가치측정 채무상품 관련손익,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                     기타포괄손익-공정가치 측정 지분상품 관련손익,"26,482,000,000","243,022,000,000","-231,509,000,000",
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                  현금흐름위험회피수단의 손익,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                  외환차이,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                  순확정급여부채 재측정요소,0,0,0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,               당기순이익,"3,001,157,000,000","2,908,220,000,000","2,563,358,000,000",
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,         자본총계,"27,148,267,000,000","25,524,389,000,000","23,438,713,000,000",
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,         기초자본,"33,553,781,000,000","32,617,601,000,000","30,459,812,000,000",
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,               연차배당,"1,346,582,000,000","1,031,167,000,000","917,941,000,000",
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권 배당,"57,179,000,000","34,399,000,000","24,144,000,000",
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권 발행,"409,085,000,000","299,327,000,000",0,
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                     기타포괄손익-공정가치측정 채무상품 관련손익,"695,111,000,000","-461,689,000,000","-278,186,000,000",
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                     기타포괄손익-공정가치 측정 지분상품 관련손익,"26,125,000,000","-953,990,000,000","873,707,000,000",
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                  현금흐름위험회피수단의 손익,"-12,904,000,000","34,010,000,000","9,984,000,000",
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                  외환차이,"-2,877,000,000","-2,022,000,000","3,957,000,000",
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,                  순확정급여부채 재측정요소,"-50,481,000,000","177,890,000,000","-72,946,000,000",
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,               당기순이익,"3,001,157,000,000","2,908,220,000,000","2,563,358,000,000",
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,         자본총계,"36,215,236,000,000","33,553,781,000,000","32,617,601,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         기초자본,"4,211,365,000,000","4,211,365,000,000","4,183,183,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               현금배당,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               신종자본증권분배금,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               신종자본증권발행,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               신종자본증권상환,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               전환우선주의 보통주 전환,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               소유주와의 거래 등,0,0,"28,182,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,"               기타변동에 따른 증가(감소), 자본",0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               유상증자,0,0,"28,182,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,            자본 증가(감소) 합계,0,0,"28,182,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               연결총포괄이익,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  기타포괄손익지분증권 실현손익의 대체,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  법인세비용차감후 연결기타포괄손익,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  외환차이,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  기타포괄손익채무증권 평가손익변동,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  기타포괄손익지분상품평가손익변동,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  순확정급여부채(자산)의재측정요소,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  해외사업장순투자위험회피 평가손익변동,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               연결당기순이익,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         자본총계,"4,211,365,000,000","4,211,365,000,000","4,211,365,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         기초자본,"3,614,677,000,000","3,499,180,000,000","3,059,888,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               현금배당,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               신종자본증권분배금,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               신종자본증권발행,"998,360,000,000","599,040,000,000","499,200,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               신종자본증권상환,"479,580,000,000","483,543,000,000","59,908,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               전환우선주의 보통주 전환,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               소유주와의 거래 등,"518,780,000,000","115,497,000,000","439,292,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,"               기타변동에 따른 증가(감소), 자본",0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               유상증자,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,            자본 증가(감소) 합계,"518,780,000,000","115,497,000,000","439,292,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               연결총포괄이익,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  기타포괄손익지분증권 실현손익의 대체,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  법인세비용차감후 연결기타포괄손익,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  외환차이,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  기타포괄손익채무증권 평가손익변동,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  기타포괄손익지분상품평가손익변동,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  순확정급여부채(자산)의재측정요소,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  해외사업장순투자위험회피 평가손익변동,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               연결당기순이익,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         자본총계,"4,133,457,000,000","3,614,677,000,000","3,499,180,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         기초자본,"1,161,597,000,000","1,161,654,000,000","1,140,916,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               현금배당,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               신종자본증권분배금,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               신종자본증권발행,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               신종자본증권상환,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               전환우선주의 보통주 전환,0,"-57,000,000",0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               소유주와의 거래 등,0,"-57,000,000","20,738,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,"               기타변동에 따른 증가(감소), 자본",0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               유상증자,0,0,"20,738,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,            자본 증가(감소) 합계,0,"-57,000,000","20,738,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               연결총포괄이익,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  기타포괄손익지분증권 실현손익의 대체,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  법인세비용차감후 연결기타포괄손익,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  외환차이,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  기타포괄손익채무증권 평가손익변동,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  기타포괄손익지분상품평가손익변동,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  순확정급여부채(자산)의재측정요소,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  해외사업장순투자위험회피 평가손익변동,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               연결당기순이익,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         자본총계,"1,161,597,000,000","1,161,597,000,000","1,161,654,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         기초자본,"-40,627,000,000","-92,000,000","-105,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               현금배당,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               신종자본증권분배금,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               신종자본증권발행,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               신종자본증권상환,"309,000,000","40,627,000,000","92,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               전환우선주의 보통주 전환,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               소유주와의 거래 등,"40,318,000,000","-40,535,000,000","13,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,"               기타변동에 따른 증가(감소), 자본","40,627,000,000","92,000,000","105,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               유상증자,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,            자본 증가(감소) 합계,"40,318,000,000","-40,535,000,000","13,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               연결총포괄이익,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  기타포괄손익지분증권 실현손익의 대체,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  법인세비용차감후 연결기타포괄손익,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  외환차이,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  기타포괄손익채무증권 평가손익변동,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  기타포괄손익지분상품평가손익변동,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  순확정급여부채(자산)의재측정요소,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  해외사업장순투자위험회피 평가손익변동,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               연결당기순이익,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         자본총계,"-309,000,000","-40,627,000,000","-92,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         기초자본,"316,617,000,000","466,945,000,000","484,611,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               현금배당,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               신종자본증권분배금,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               신종자본증권발행,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               신종자본증권상환,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               전환우선주의 보통주 전환,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               소유주와의 거래 등,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,"               기타변동에 따른 증가(감소), 자본",0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               유상증자,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,            자본 증가(감소) 합계,"244,484,000,000","-150,328,000,000","-17,666,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               연결총포괄이익,"244,484,000,000","-150,328,000,000","-17,666,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  기타포괄손익지분증권 실현손익의 대체,"-37,000,000","61,000,000","1,440,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  법인세비용차감후 연결기타포괄손익,"244,484,000,000","-150,328,000,000","-17,666,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  외환차이,"10,690,000,000","17,667,000,000","45,523,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  기타포괄손익채무증권 평가손익변동,"361,761,000,000","-339,292,000,000","-100,615,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  기타포괄손익지분상품평가손익변동,"-26,872,000,000","72,555,000,000","-14,044,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  순확정급여부채(자산)의재측정요소,"-95,990,000,000","117,990,000,000","72,971,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  해외사업장순투자위험회피 평가손익변동,"-5,068,000,000","-19,309,000,000","-22,941,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               연결당기순이익,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         자본총계,"561,101,000,000","316,617,000,000","466,945,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         기초자본,"17,960,000,000,000","16,253,840,000,000","14,727,649,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               현금배당,"765,529,000,000","621,992,000,000","372,933,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               신종자본증권분배금,"148,115,000,000","126,484,000,000","123,426,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               신종자본증권발행,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               신종자본증권상환,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               전환우선주의 보통주 전환,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               소유주와의 거래 등,"-954,271,000,000","-748,568,000,000","-496,464,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,"               기타변동에 따른 증가(감소), 자본","-40,627,000,000","-92,000,000","-105,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               유상증자,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,            자본 증가(감소) 합계,"1,457,241,000,000","1,706,160,000,000","1,526,191,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               연결총포괄이익,"2,411,512,000,000","2,454,728,000,000","2,022,655,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  기타포괄손익지분증권 실현손익의 대체,"37,000,000","-61,000,000","-1,440,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  법인세비용차감후 연결기타포괄손익,"37,000,000","-61,000,000","-1,440,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  외환차이,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  기타포괄손익채무증권 평가손익변동,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  기타포괄손익지분상품평가손익변동,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  순확정급여부채(자산)의재측정요소,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  해외사업장순투자위험회피 평가손익변동,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               연결당기순이익,"2,411,475,000,000","2,454,789,000,000","2,024,095,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         자본총계,"19,417,241,000,000","17,960,000,000,000","16,253,840,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,         기초자본,"27,223,629,000,000","25,592,892,000,000","23,596,142,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               현금배당,"765,529,000,000","621,992,000,000","372,933,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               신종자본증권분배금,"148,115,000,000","126,484,000,000","123,426,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               신종자본증권발행,"998,360,000,000","599,040,000,000","499,200,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               신종자본증권상환,"479,889,000,000","524,170,000,000","60,000,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               전환우선주의 보통주 전환,0,"-57,000,000",0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               소유주와의 거래 등,"-395,173,000,000","-673,663,000,000","-8,239,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,"               기타변동에 따른 증가(감소), 자본",0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               유상증자,0,0,"48,920,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,            자본 증가(감소) 합계,"2,260,823,000,000","1,630,737,000,000","1,996,750,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               연결총포괄이익,"2,655,996,000,000","2,304,400,000,000","2,004,989,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  기타포괄손익지분증권 실현손익의 대체,0,0,0,
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  법인세비용차감후 연결기타포괄손익,"244,521,000,000","-150,389,000,000","-19,106,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  외환차이,"10,690,000,000","17,667,000,000","45,523,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  기타포괄손익채무증권 평가손익변동,"361,761,000,000","-339,292,000,000","-100,615,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  기타포괄손익지분상품평가손익변동,"-26,872,000,000","72,555,000,000","-14,044,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  순확정급여부채(자산)의재측정요소,"-95,990,000,000","117,990,000,000","72,971,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,                  해외사업장순투자위험회피 평가손익변동,"-5,068,000,000","-19,309,000,000","-22,941,000,000",
자본변동표,024110,기업은행,유가증권시장상장법인,641,은행 및 저축기관,KRW,               연결당기순이익,"2,411,475,000,000","2,454,789,000,000","2,024,095,000,000",
