재무제표종류,종목코드,회사명,시장구분,업종,업종명,통화,항목명,당기,전기,전전기,Unnamed: 15
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                  자기주식 소각,"22,997,375,405",0,0,
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                  자기주식의 취득,"-15,999,878,770",0,0,
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               중간배당,0,0,0,
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               신종자본증권발행,0,0,0,
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               신종자본증권상환,"-755,640,000",0,0,
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               자본조정의 변동,0,0,"737,042,137",
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                  확정급여제도의재측정요소,0,0,0,
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               당기순이익(손실),0,0,0,
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         자본총계,"2,276,280,170,430","2,270,038,313,795","2,270,038,313,795",
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         기초자본,"-3,933,474,597","-6,376,677,071","-4,991,539,533",
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               연차배당,0,0,0,
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               신종자본증권배당,0,0,0,
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                  자기주식 소각,0,0,0,
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                  자기주식의 취득,0,0,0,
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               중간배당,0,0,0,
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               신종자본증권발행,0,0,0,
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               신종자본증권상환,0,0,0,
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               자본조정의 변동,0,0,0,
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                  확정급여제도의재측정요소,"-551,592,807","2,443,202,474","-1,385,137,538",
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               당기순이익(손실),0,0,0,
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         자본총계,"-4,485,067,404","-3,933,474,597","-6,376,677,071",
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         기초자본,"5,347,543,937,675","5,251,713,667,367","5,182,008,525,905",
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               연차배당,"-202,769,793,125","-181,681,734,640","-103,818,134,080",
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               신종자본증권배당,"-25,677,863,013","-30,187,500,000","-31,395,000,000",
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                  자기주식 소각,"-730,240",0,0,
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                  자기주식의 취득,"-15,999,878,770",0,0,
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               중간배당,"-32,208,843,800",0,0,
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               신종자본증권발행,"149,487,602,000",0,0,
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               신종자본증권상환,"-250,000,000,000",0,0,
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               자본조정의 변동,0,0,0,
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,                  확정급여제도의재측정요소,"-551,592,807","2,443,202,474","-1,385,137,538",
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               당기순이익(손실),"314,114,255,763","305,256,302,474","206,303,413,080",
자본변동표,138930,BNK금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         자본총계,"5,283,937,093,683","5,347,543,937,675","5,251,713,667,367",
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,         기초자본,"2,069,600,765,480","1,972,058,804,221","1,879,677,508,568",
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               연차배당,"81,000,000,000","80,000,000,000","65,939,155,856",
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권배당,"21,238,648,629","26,105,800,000","22,702,050,000",
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               중간배당,"65,000,000,000","54,000,000,000","36,000,000,000",
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권발행,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권상환,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권상환손실,"-522,520,000",0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  기타포괄손익-공정가치 측정 지분상품 처분손익 대체,"-9,165,905","3,489,420",0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  기타포괄손익-공정가치측정 채무상품 평가손익,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  기타포괄손익인식채무증권대손상각비환입,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  기타포괄손익-공정가치측정 지분상품 평가손익,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  확정급여제도의재측정요소,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               당기순이익(손실),"255,511,450,336","257,644,271,839","217,022,501,509",
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,         자본총계,"2,157,341,881,282","2,069,600,765,480","1,972,058,804,221",
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,         기초자본,"432,104,560,000","432,104,560,000","432,104,560,000",
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               연차배당,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권배당,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               중간배당,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권발행,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권상환,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권상환손실,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  기타포괄손익-공정가치 측정 지분상품 처분손익 대체,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  기타포괄손익-공정가치측정 채무상품 평가손익,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  기타포괄손익인식채무증권대손상각비환입,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  기타포괄손익-공정가치측정 지분상품 평가손익,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  확정급여제도의재측정요소,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               당기순이익(손실),0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,         자본총계,"432,104,560,000","432,104,560,000","432,104,560,000",
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,         기초자본,"498,815,940,000","448,843,940,000","448,843,940,000",
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               연차배당,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권배당,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               중간배당,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권발행,0,"199,449,480,000",0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권상환,"299,366,460,000","149,477,480,000",0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권상환손실,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  기타포괄손익-공정가치 측정 지분상품 처분손익 대체,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  기타포괄손익-공정가치측정 채무상품 평가손익,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  기타포괄손익인식채무증권대손상각비환입,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  기타포괄손익-공정가치측정 지분상품 평가손익,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  확정급여제도의재측정요소,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               당기순이익(손실),0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,         자본총계,"199,449,480,000","498,815,940,000","448,843,940,000",
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,         기초자본,"695,946,597,702","696,469,117,702","696,469,117,702",
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               연차배당,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권배당,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               중간배당,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권발행,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권상환,"633,540,000","522,520,000",0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권상환손실,"522,520,000",0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  기타포괄손익-공정가치 측정 지분상품 처분손익 대체,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  기타포괄손익-공정가치측정 채무상품 평가손익,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  기타포괄손익인식채무증권대손상각비환입,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  기타포괄손익-공정가치측정 지분상품 평가손익,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  확정급여제도의재측정요소,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               당기순이익(손실),0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,         자본총계,"695,835,577,702","695,946,597,702","696,469,117,702",
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,         기초자본,"-67,709,993,158","-47,808,072,457","-28,025,952,884",
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               연차배당,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권배당,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               중간배당,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권발행,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권상환,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권상환손실,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  기타포괄손익-공정가치 측정 지분상품 처분손익 대체,"9,165,905","-3,489,420","-84,711,900",
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  기타포괄손익-공정가치측정 채무상품 평가손익,"60,566,598,995","-52,747,365,424","-24,071,705,924",
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  기타포괄손익인식채무증권대손상각비환입,"403,874,780","26,374,804","-182,420,235",
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  기타포괄손익-공정가치측정 지분상품 평가손익,"-860,348,822","-815,081,508",0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  확정급여제도의재측정요소,"-12,950,352,432","33,637,640,847","4,556,718,486",
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               당기순이익(손실),0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,         자본총계,"-20,541,054,732","-67,709,993,158","-47,808,072,457",
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,         기초자본,"3,628,757,870,024","3,501,668,349,466","3,429,069,173,386",
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               연차배당,"81,000,000,000","80,000,000,000","65,939,155,856",
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권배당,"21,238,648,629","26,105,800,000","22,702,050,000",
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               중간배당,"65,000,000,000","54,000,000,000","36,000,000,000",
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권발행,0,"199,449,480,000",0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권상환,"300,000,000,000","150,000,000,000",0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권상환손실,0,0,0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  기타포괄손익-공정가치 측정 지분상품 처분손익 대체,0,0,"-84,711,900",
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  기타포괄손익-공정가치측정 채무상품 평가손익,"60,566,598,995","-52,747,365,424","-24,071,705,924",
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  기타포괄손익인식채무증권대손상각비환입,"403,874,780","26,374,804","-182,420,235",
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  기타포괄손익-공정가치측정 지분상품 평가손익,"-860,348,822","-815,081,508",0,
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,                  확정급여제도의재측정요소,"-12,950,352,432","33,637,640,847","4,556,718,486",
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,               당기순이익(손실),"255,511,450,336","257,644,271,839","217,022,501,509",
자본변동표,192520,경남은행,기타법인,641,은행 및 저축기관,KRW,         자본총계,"3,464,190,444,252","3,628,757,870,024","3,501,668,349,466",
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,         기초자본,"1,139,306,968,182","1,064,992,096,624","925,090,008,799",
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               연차배당,"80,053,048,920","77,692,510,298","47,980,513,295",
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권배당,"4,296,868,376","5,220,000,000","5,220,000,000",
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               중간배당,"60,039,786,690","97,500,508,300",0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권상환,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,                     기타포괄손익-공정가치측정금융자산평가손익,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,                     기타포괄손익-공정가치측정금융자산처분손익,"-126,580","14,939,801","-3,415,653,924",
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,                  확정급여제도의재측정요소,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               당기순이익,"239,727,452,371","254,712,950,355","196,518,255,044",
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,         자본총계,"1,234,644,589,987","1,139,306,968,182","1,064,992,096,624",
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,         기초자본,"256,580,285,000","256,580,285,000","256,580,285,000",
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               연차배당,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권배당,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               중간배당,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권상환,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,                     기타포괄손익-공정가치측정금융자산평가손익,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,                     기타포괄손익-공정가치측정금융자산처분손익,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,                  확정급여제도의재측정요소,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               당기순이익,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,         자본총계,"256,580,285,000","256,580,285,000","256,580,285,000",
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,         기초자본,"86,864,930,000","86,864,930,000","86,864,930,000",
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               연차배당,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권배당,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               중간배당,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권상환,"86,864,930,000",0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,                     기타포괄손익-공정가치측정금융자산평가손익,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,                     기타포괄손익-공정가치측정금융자산처분손익,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,                  확정급여제도의재측정요소,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               당기순이익,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,         자본총계,0,"86,864,930,000","86,864,930,000",
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,         기초자본,"689,414,543,589","689,414,543,589","689,414,543,589",
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               연차배당,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권배당,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               중간배당,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권상환,"135,070,000",0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,                     기타포괄손익-공정가치측정금융자산평가손익,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,                     기타포괄손익-공정가치측정금융자산처분손익,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,                  확정급여제도의재측정요소,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               당기순이익,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,         자본총계,"689,279,473,589","689,414,543,589","689,414,543,589",
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,         기초자본,"-61,161,245,135","-40,255,757,280","-30,543,927,921",
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               연차배당,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권배당,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               중간배당,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권상환,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,                     기타포괄손익-공정가치측정금융자산평가손익,"49,557,102,188","-40,838,972,365","-15,183,385,003",
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,                     기타포괄손익-공정가치측정금융자산처분손익,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,                  확정급여제도의재측정요소,"-17,961,686,899","19,933,484,510","5,471,555,644",
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               당기순이익,0,0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,         자본총계,"-29,565,829,846","-61,161,245,135","-40,255,757,280",
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,         기초자본,"2,111,005,481,636","2,057,596,097,933","1,927,405,839,467",
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               연차배당,"80,053,048,920","77,692,510,298","47,980,513,295",
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권배당,"4,296,868,376","5,220,000,000","5,220,000,000",
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               중간배당,"60,039,786,690","97,500,508,300",0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               신종자본증권상환,"87,000,000,000",0,0,
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,                     기타포괄손익-공정가치측정금융자산평가손익,"49,557,102,188","-40,838,972,365","-15,183,385,003",
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,                     기타포괄손익-공정가치측정금융자산처분손익,"-126,580","14,939,801","-3,415,653,924",
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,                  확정급여제도의재측정요소,"-17,961,686,899","19,933,484,510","5,471,555,644",
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,               당기순이익,"239,727,452,371","254,712,950,355","196,518,255,044",
자본변동표,192530,광주은행,기타법인,641,은행 및 저축기관,KRW,         자본총계,"2,150,938,518,730","2,111,005,481,636","2,057,596,097,933",
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,         기초자본,"2,021,896,000,000","2,021,896,000,000","2,021,896,000,000",
자본변동표,060000,국민은행,기타법인,641,은행 및 저축기관,KRW,               연차배당,0,0,0,
