재무제표종류,종목코드,회사명,시장구분,업종,업종명,통화,항목명,당기,전기,전전기
재무상태표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            기타부채,"2,615,992,391,680","2,333,252,672,356","3,728,013,917,936"
재무상태표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            충당부채,"114,692,479,215","59,015,061,200","57,704,101,033"
재무상태표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            확정급여부채,"3,020,532,423","109,653,830",0
재무상태표,139130,DGB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            재보험계약부채,"10,879,185,544","6,379,579,780",0
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         현금및예치금,"1,902,775,000,000","2,080,002,000,000","2,916,337,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         리스자산,"948,428,000,000","1,296,735,000,000","1,546,594,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         상각후원가측정대출채권,"49,266,405,000,000","47,145,143,000,000","43,848,234,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         상각후원가측정유가증권,"3,525,113,000,000","3,494,657,000,000","2,783,766,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         자산총계,"63,403,970,000,000","59,828,165,000,000","56,395,637,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         이연법인세자산,"55,184,000,000","87,889,000,000","66,725,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         위험회피목적파생상품자산,"1,410,000,000","3,813,000,000",0
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         기타포괄손익-공정가치측정금융자산,"3,670,873,000,000","2,846,548,000,000","2,999,393,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         당기손익-공정가치측정금융자산,"1,864,678,000,000","1,159,985,000,000","966,379,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         무형자산,"196,822,000,000","167,583,000,000","145,170,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         투자부동산,"47,974,000,000","48,065,000,000","37,562,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,"         종속기업, 공동기업과 관계기업에 대한 투자자산","160,793,000,000","55,191,000,000","31,379,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         기타자산,"890,130,000,000","888,409,000,000","588,081,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         유형자산,"744,845,000,000","406,399,000,000","383,408,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         순확정급여자산,"86,184,000,000","104,704,000,000","38,179,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         사용권자산,"42,356,000,000","43,042,000,000","44,430,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            자본총계,"5,115,950,000,000","4,763,013,000,000","4,326,687,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            지배주주지분,"5,002,763,000,000","4,577,066,000,000","4,157,415,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               자본조정,"-46,098,000,000","-16,334,000,000","-16,334,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               자본잉여금,"704,368,000,000","704,916,000,000","704,916,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               신종자본증권,"405,000,000,000","403,000,000,000","403,000,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               기타포괄손익누계액,"-28,654,000,000","-82,768,000,000","-59,840,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               자본금,"984,914,000,000","984,914,000,000","984,914,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,               이익잉여금,"2,983,233,000,000","2,583,338,000,000","2,140,759,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            비지배지분,"113,187,000,000","185,947,000,000","169,272,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,         자본과부채총계,"63,403,970,000,000","59,828,165,000,000","56,395,637,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            사채,"10,616,595,000,000","9,231,289,000,000","8,216,889,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            차입부채,"2,747,637,000,000","2,338,286,000,000","2,144,630,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            당기법인세부채,"88,370,000,000","125,015,000,000","116,076,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            예수부채,"42,958,124,000,000","41,857,838,000,000","40,049,921,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            위험회피목적파생상품부채,"2,161,000,000","1,655,000,000","449,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            당기손익-공정가치측정금융부채,"18,569,000,000","10,117,000,000","294,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            부채총계,"58,288,020,000,000","55,065,152,000,000","52,068,950,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            기타부채,"1,760,348,000,000","1,457,559,000,000","1,508,292,000,000"
재무상태표,175330,JB금융지주,유가증권시장상장법인,649,기타 금융업,KRW,            충당부채,"96,216,000,000","43,393,000,000","32,399,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,         현금및예치금,"29,836,311,000,000","32,474,750,000,000","31,009,374,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,         상각후원가측정대출채권,"444,805,287,000,000","433,038,931,000,000","417,900,273,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,         투자금융자산,"122,199,529,000,000","115,452,659,000,000","104,847,871,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,         자산총계,"715,738,152,000,000","688,664,826,000,000","663,895,834,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,         당기법인세자산,"244,317,000,000","204,690,000,000","98,798,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,         이연법인세자산,"274,225,000,000","188,372,000,000","159,093,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,         파생상품자산,"6,157,628,000,000","9,446,580,000,000","3,721,370,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,         당기손익-공정가치측정 금융자산,"77,038,267,000,000","70,092,497,000,000","66,005,815,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,         보험계약자산,"229,640,000,000","83,304,000,000",0
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,         무형자산,"1,950,858,000,000","1,858,470,000,000","3,266,357,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,         관계기업 및 공동기업투자,"722,222,000,000","682,669,000,000","448,718,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,         투자부동산,"4,109,784,000,000","3,148,340,000,000","2,514,944,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,         매각예정자산,"208,230,000,000","211,758,000,000","237,318,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,         매각예정처분자산집단,0,0,"171,749,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,         기타자산,"20,986,897,000,000","14,815,439,000,000","28,174,173,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,         유형자산,"4,945,699,000,000","4,991,467,000,000","5,239,898,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,         순확정급여자산,"374,090,000,000","478,934,000,000","100,083,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,         재보험계약자산,"1,655,168,000,000","1,495,966,000,000",0
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,            자본총계,"58,873,310,000,000","54,107,801,000,000","48,293,920,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,            지배기업주주지분,"56,929,804,000,000","52,827,699,000,000","47,460,582,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,               자본잉여금,"16,647,916,000,000","16,940,731,000,000","16,940,231,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,               신종자본증권,"5,032,803,000,000","4,434,251,000,000","2,838,221,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,               기타포괄손익누계액,"2,295,165,000,000","1,249,922,000,000","1,047,274,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,               매각예정처분자산집단 관련 기타포괄손익누계액,0,0,"7,671,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,               자본금,"2,090,558,000,000","2,090,558,000,000","2,090,558,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,               이익잉여금,"32,029,199,000,000","28,948,425,000,000","25,672,815,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,               자기주식,"-1,165,837,000,000","-836,188,000,000","-1,136,188,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,            비지배지분,"1,943,506,000,000","1,280,102,000,000","833,338,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,         부채와자본총계,"715,738,152,000,000","688,664,826,000,000","663,895,834,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,            사채,"69,176,668,000,000","68,698,203,000,000","67,430,188,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,            당기법인세부채,"145,335,000,000","998,681,000,000","662,672,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,            이연법인세부채,"2,179,966,000,000","1,561,857,000,000","1,470,981,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,            예수부채,"406,512,434,000,000","393,928,904,000,000","372,023,918,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,            파생상품부채,"6,210,639,000,000","9,509,769,000,000","3,682,258,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,            당기손익-공정가치측정 금융부채,"10,920,435,000,000","12,271,604,000,000","12,088,980,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,            보험계약부채,"50,308,552,000,000","45,969,434,000,000","57,165,936,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,            부채총계,"656,864,842,000,000","634,557,025,000,000","615,601,914,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,            차입부채,"69,583,561,000,000","71,717,366,000,000","56,912,374,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,            기타부채,"40,264,935,000,000","28,850,033,000,000","43,130,482,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,            충당부채,"1,444,418,000,000","933,701,000,000","808,604,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,            순확정급여부채,"81,869,000,000","85,745,000,000","225,521,000,000"
재무상태표,105560,KB금융,유가증권시장상장법인,649,기타 금융업,KRW,            재보험계약부채,"36,030,000,000","31,728,000,000",0
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,            당기손익-공정가치측정금융자산,"5,006,497,854","680,131,250",0
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,               전환상환우선주부채,0,"1,649,079,032",0
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,         자산총계,"108,835,027,414","98,726,856,574","98,014,658,901"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,         유동자산,"50,655,485,285","39,227,027,878","41,004,675,002"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,            파생상품자산,"1,307,984,000","133,736,400","2,283,800,000"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,            현금및현금성자산,"8,198,470,145","4,198,094,927","15,664,845,803"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,            당기법인세자산,0,"6,632,070","4,442,530"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,            기타유동자산,"6,235,888","1,109","103,450"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,            기타유동금융자산,"36,136,297,398","34,208,432,122","23,051,483,219"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,         비유동자산,"58,179,542,129","59,499,828,696","57,009,983,899"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,            당기손익-공정가치측정금융자산,"7,497,305,354","13,571,472,835","12,395,645,282"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,            무형자산,0,"12,604,167","1,251,814,870"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,            관계기업투자,"46,458,448,705","41,796,733,415","36,817,871,065"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,            기타비유동금융자산,"3,382,109,719","3,091,071,606","5,448,862,242"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,            유형자산,"841,678,351","1,027,946,673","1,095,790,440"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,            자본총계,"89,845,180,457","73,570,765,808","64,396,905,769"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,            지배기업소유주지분,"82,768,458,974","69,658,276,095","62,323,009,668"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,               자본잉여금,"13,160,346,873","11,136,329,000","11,276,178,961"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,               기타자본,"-589,181,492","-130,318,447","250,682,958"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,               자본금,"20,738,931,000","19,622,939,500","19,562,939,500"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,               이익잉여금,"49,458,362,593","39,029,326,042","31,233,208,249"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,            비지배지분,"7,076,721,483","3,912,489,713","2,073,896,101"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,         자본과부채총계,"108,835,027,414","98,726,856,574","98,014,658,901"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,            유동부채,"10,520,652,373","8,366,281,031","14,416,880,793"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,               파생상품부채,"1,369,784,000","955,278,000","2,218,728,000"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,               전환사채,"6,835,721,493","2,887,815,359","9,036,925,776"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,               당기법인세부채,"810,102,203","2,228,412,381","665,943,212"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,               기타유동금융부채,"1,256,013,590","466,506,509","361,329,260"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,               기타유동부채,"249,031,087","179,189,750","133,954,545"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,               단기차입금,0,0,"2,000,000,000"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,            부채총계,"18,989,846,957","25,156,090,766","33,617,753,132"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,            비유동부채,"8,469,194,584","16,789,809,735","19,200,872,339"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,               전환사채,0,"6,417,075,719","6,024,617,184"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,               전환상환우선주부채,0,0,"1,517,163,884"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,               파생상품부채,0,"2,122,840,000","1,479,152,000"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,               비지배지분부채,"4,225,075,141","3,957,988,830","4,478,122,123"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,               이연법인세부채,"3,893,522,108","3,639,860,812","4,995,139,425"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,               기타비유동금융부채,"276,483,734","580,659,118","680,635,617"
재무상태표,246690,TS인베스트먼트,코스닥시장상장법인,642,신탁업 및 집합투자업,KRW,               충당부채,"74,113,601","71,385,256","26,042,106"
재무상태표,293580,나우IB,코스닥시장상장법인,649,기타 금융업,KRW,         유형자산,"536,500,000",0,0
재무상태표,293580,나우IB,코스닥시장상장법인,649,기타 금융업,KRW,         기타채권,"7,569,896,607","5,173,682,487","2,187,317,060"
재무상태표,293580,나우IB,코스닥시장상장법인,649,기타 금융업,KRW,         자산총계,"148,896,523,599","143,015,081,485","124,079,563,210"
재무상태표,293580,나우IB,코스닥시장상장법인,649,기타 금융업,KRW,         현금및현금성자산,"14,492,077,255","1,806,732,065","48,055,434"
재무상태표,293580,나우IB,코스닥시장상장법인,649,기타 금융업,KRW,         대출채권,0,0,"3,980,000,000"
재무상태표,293580,나우IB,코스닥시장상장법인,649,기타 금융업,KRW,         당기손익-공정가치측정금융자산,"50,535,806,249","60,616,026,829","40,763,375,417"
재무상태표,293580,나우IB,코스닥시장상장법인,649,기타 금융업,KRW,         무형자산,"334,182,800","50,836,600","50,836,600"
재무상태표,293580,나우IB,코스닥시장상장법인,649,기타 금융업,KRW,"         종속,관계기업투자","71,606,800,151","74,973,385,120","72,755,581,407"
재무상태표,293580,나우IB,코스닥시장상장법인,649,기타 금융업,KRW,         기타자산,"1,750,820","1,745,687","1,950,890"
재무상태표,293580,나우IB,코스닥시장상장법인,649,기타 금융업,KRW,         사용권자산,"3,819,509,717","392,672,697","664,975,263"
재무상태표,293580,나우IB,코스닥시장상장법인,649,기타 금융업,KRW,         금융기관예치금,0,0,"3,627,471,139"
재무상태표,293580,나우IB,코스닥시장상장법인,649,기타 금융업,KRW,            자본총계,"93,981,271,253","93,735,745,176","87,468,185,462"
재무상태표,293580,나우IB,코스닥시장상장법인,649,기타 금융업,KRW,            지배주주지분,"93,981,271,253","93,735,745,176","87,468,185,462"
재무상태표,293580,나우IB,코스닥시장상장법인,649,기타 금융업,KRW,               자본잉여금,"6,672,562,208","6,672,562,208","6,672,562,208"
재무상태표,293580,나우IB,코스닥시장상장법인,649,기타 금융업,KRW,               기타자본,"-1,483,182,690","-1,483,182,690","-870,312,840"
재무상태표,293580,나우IB,코스닥시장상장법인,649,기타 금융업,KRW,               자본금,"47,885,000,000","47,885,000,000","47,885,000,000"
재무상태표,293580,나우IB,코스닥시장상장법인,649,기타 금융업,KRW,               이익잉여금,"40,906,891,735","40,661,365,658","33,780,936,094"
재무상태표,293580,나우IB,코스닥시장상장법인,649,기타 금융업,KRW,         자본과부채총계,"148,896,523,599","143,015,081,485","124,079,563,210"
재무상태표,293580,나우IB,코스닥시장상장법인,649,기타 금융업,KRW,            비지배지분부채,"16,284,705,668","20,443,477,254","17,582,831,535"
재무상태표,293580,나우IB,코스닥시장상장법인,649,기타 금융업,KRW,            당기법인세부채,"581,271,654","1,461,703,054","4,331,856,409"
재무상태표,293580,나우IB,코스닥시장상장법인,649,기타 금융업,KRW,            이연법인세부채,"863,956,239","1,403,166,879","164,921,620"
재무상태표,293580,나우IB,코스닥시장상장법인,649,기타 금융업,KRW,            부채총계,"54,915,252,346","49,279,336,309","36,611,377,748"
재무상태표,293580,나우IB,코스닥시장상장법인,649,기타 금융업,KRW,            차입부채,"29,150,000,000","19,950,000,000","7,724,912,407"
재무상태표,293580,나우IB,코스닥시장상장법인,649,기타 금융업,KRW,            기타금융부채,"7,832,866,335","5,919,067,282","6,653,618,357"
재무상태표,293580,나우IB,코스닥시장상장법인,649,기타 금융업,KRW,            기타부채,"202,452,450","101,921,840","153,237,420"
