,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
29,010130,KR7010130003,고려아연,KOSPI,,752000,2,-7000,-0.92,775000,775000,750000,14810,11269320000,15568868816000,20703283,STK
30,034020,KR7034020008,두산에너빌리티,KOSPI,,23550,2,-400,-1.67,24050,24100,23450,4689473,111618541400,15085214988300,640561146,STK
31,267260,KR7267260008,HD현대일렉트릭,KOSPI,,398000,2,-3500,-0.87,405000,409000,397000,82008,33065112500,14346759730000,36047135,STK
32,066570,KR7066570003,LG전자,KOSPI,,85200,2,-1200,-1.39,86700,86800,84900,141531,12110632400,13942793752800,163647814,STK
33,015760,KR7015760002,한국전력,KOSPI,,20700,2,-300,-1.43,21000,21050,20600,323594,6719786100,13288656393900,641964077,STK
34,402340,KR7402340004,SK스퀘어,KOSPI,,98800,2,-1900,-1.89,101000,101100,98100,79073,7856565300,13194547932800,133548056,STK
35,033780,KR7033780008,KT&G,KOSPI,,104900,2,-300,-0.29,106100,106100,104200,16654,1748805600,13150525935300,125362497,STK
36,247540,KR7247540008,에코프로비엠,KOSDAQ GLOBAL,우량기업부,127100,2,-3500,-2.68,129300,129500,125800,226053,28753677800,12430550822400,97801344,KSQ
37,024110,KR7024110009,기업은행,KOSPI,,15190,1,210,1.4,15030,15210,15020,338901,5135978870,12112898950110,797425869,STK
38,042700,KR7042700005,한미반도체,KOSPI,,122400,2,-3700,-2.93,124800,126300,121700,744363,92206320400,11825585301600,96614259,STK
39,316140,KR7316140003,우리금융지주,KOSPI,,15870,1,70,0.44,15850,15950,15830,412465,6546921940,11784927120870,742591501,STK
40,017670,KR7017670001,SK텔레콤,KOSPI,,54800,1,300,0.55,54600,55000,54500,144119,7889331600,11770494904400,214790053,STK
41,030200,KR7030200000,KT,KOSPI,,45900,1,350,0.77,45900,46200,45650,61962,2847742550,11567795341500,252021685,STK
42,003550,KR7003550001,LG,KOSPI,,73300,2,-700,-0.95,74600,74600,73100,15237,1120950800,11530162786900,157300993,STK
43,010140,KR7010140002,삼성중공업,KOSPI,,13020,2,-280,-2.11,13300,13340,12940,4604578,60424743700,11457600000000,880000000,STK
44,003670,KR7003670007,포스코퓨처엠,KOSPI,,141500,2,-3900,-2.68,145400,145400,140800,94323,13437708100,10961045630000,77463220,STK
45,034730,KR7034730002,SK,KOSPI,,145200,2,-600,-0.41,146400,146700,144300,12708,1845086100,10527392475600,72502703,STK
46,028300,KR7028300002,HLB,KOSDAQ,중견기업부,79900,1,300,0.38,79300,80300,78700,140237,11174381500,10497855896700,131387433,KSQ
47,000100,KR7000100008,유한양행,KOSPI,,127400,2,-2000,-1.55,129400,130500,127300,329936,42454570200,10218634753600,80209064,STK
48,323410,KR7323410001,카카오뱅크,KOSPI,,21050,1,100,0.48,21100,21150,20900,83642,1756680100,10040347683850,476976137,STK
49,086280,KR7086280005,현대글로비스,KOSPI,,132700,2,-400,-0.3,133400,134600,132400,45368,6057531100,9952500000000,75000000,STK
50,018260,KR7018260000,삼성에스디에스,KOSPI,,126800,1,700,0.56,126100,126900,124600,32180,4049154000,9811505040000,77377800,STK
51,009150,KR7009150004,삼성전기,KOSPI,,128700,2,-1800,-1.38,130800,131600,128600,138704,18071325500,9613078675200,74693696,STK
52,352820,KR7352820005,하이브,KOSPI,,221000,1,1000,0.45,220500,224000,220000,34040,7550080500,9205113437000,41652097,STK
53,003490,KR7003490000,대한항공,KOSPI,,24100,1,50,0.21,24100,24650,24050,434108,10574003200,8874117930100,368220661,STK
54,326030,KR7326030004,SK바이오팜,KOSPI,,108300,2,-500,-0.46,109600,112600,107900,59793,6580725800,8481324975000,78313250,STK
55,086520,KR7086520004,에코프로,KOSDAQ,우량기업부,61400,2,-1500,-2.38,62300,62400,60900,180034,11062307900,8174694076000,133138340,KSQ
56,443060,KR7443060009,HD현대마린솔루션,KOSPI,,179600,2,-17400,-8.83,194300,194300,178100,118795,21733323100,8051326116000,44829210,STK
57,047050,KR7047050000,포스코인터내셔널,KOSPI,,42100,2,-1200,-2.77,43600,43600,41900,143257,6073153150,7406349374800,175922788,STK
58,090430,KR7090430000,아모레퍼시픽,KOSPI,,124400,2,-1100,-0.88,126400,126900,123800,48576,6082004600,7276499219600,58492759,STK
59,010950,KR7010950004,S-Oil,KOSPI,,62200,1,900,1.47,61300,62300,61000,27516,1703700000,7002649662400,112582792,STK
60,010120,KR7010120004,LS ELECTRIC,KOSPI,,226500,1,12000,5.59,218500,237500,217000,899574,205708768000,6795000000000,30000000,STK
61,267250,KR7267250009,HD현대,KOSPI,,83900,2,-500,-0.59,85100,85600,83700,28802,2439321200,6627519831500,78993085,STK
62,005830,KR7005830005,DB손해보험,KOSPI,,91500,2,-100,-0.11,91800,92400,90700,30094,2755550800,6478200000000,70800000,STK
63,011790,KR7011790003,SKC,KOSPI,,166700,2,-4700,-2.74,170200,171900,165500,258260,43417846300,6312645276600,37868298,STK
64,064350,KR7064350002,현대로템,KOSPI,,57700,3,0,0.0,57600,58600,57600,301576,17487810400,6297510306100,109142293,STK
65,021240,KR7021240007,코웨이,KOSPI,,80000,1,100,0.13,80000,80700,79400,21257,1700401200,5903969520000,73799619,STK
66,005387,KR7005382007,현대차2우B,KOSPI,,160600,1,700,0.44,160500,161000,159100,11165,1791327200,5742958194600,35759391,STK
67,003230,KR7003230000,삼양식품,KOSPI,,712000,2,-7000,-0.97,723000,728000,711000,13187,9488109000,5363506680000,7533015,STK
68,180640,KR7180640005,한진칼,KOSPI,,80000,2,-1700,-2.08,83800,83800,80000,4831,391034300,5340982320000,66762279,STK
69,000150,KR7000150003,두산,KOSPI,,320000,2,-5500,-1.69,325500,327500,317500,26969,8684478500,5287627200000,16523835,STK
70,047810,KR7047810007,한국항공우주,KOSPI,,52900,2,-700,-1.31,53600,53900,52700,174576,9269898800,5156433160300,97475107,STK
71,010620,KR7010620003,HD현대미포,KOSPI,,126500,2,-8500,-6.3,133700,134000,125500,507036,65524625900,5052681848500,39942149,STK
72,088980,KR7088980008,맥쿼리인프라,KOSPI,,10490,2,-10,-0.1,10500,10520,10480,122577,1286564000,5023891706570,478921993,STK
73,450080,KR7450080007,에코프로머티,KOSPI,,72000,2,-1900,-2.57,73400,73600,70700,129850,9324421900,5021176896000,69738568,STK
74,161390,KR7161390000,한국타이어앤테크놀로지,KOSPI,,40000,1,100,0.25,40150,40450,39850,49247,1977786200,4955002760000,123875069,STK
75,241560,KR7241560002,두산밥캣,KOSPI,,49400,2,-100,-0.2,49150,49550,48500,140300,6888075200,4952308800400,100249166,STK
76,277810,KR7277810008,레인보우로보틱스,KOSDAQ,기술성장기업부,253500,1,500,0.2,253000,258000,251500,117371,29906022500,4917864003000,19399858,KSQ
77,079550,KR7079550000,LIG넥스원,KOSPI,,220500,1,1000,0.46,222000,226000,218000,72874,16185467000,4851000000000,22000000,STK
78,006800,KR7006800007,미래에셋증권,KOSPI,,8260,1,40,0.49,8250,8310,8210,157754,1302676540,4834713530080,585316408,STK
79,272210,KR7272210006,한화시스템,KOSPI,,25550,2,-150,-0.58,26100,26500,25300,1044261,27048723300,4826890388950,188919389,STK
80,005940,KR7005940002,NH투자증권,KOSPI,,14400,1,150,1.05,14290,14470,14240,146323,2107115170,4715889105600,327492299,STK
81,051900,KR7051900009,LG생활건강,KOSPI,,300000,2,-1000,-0.33,301500,301500,298000,8225,2461165000,4685459100000,15618197,STK
82,029780,KR7029780004,삼성카드,KOSPI,,40350,1,200,0.5,40500,40600,40300,8762,354377600,4674906251850,115858891,STK
83,298040,KR7298040007,효성중공업,KOSPI,,498500,2,-7500,-1.48,500000,510000,496500,25454,12755360000,4648287178000,9324548,STK
84,034220,KR7034220004,LG디스플레이,KOSPI,,9000,2,-160,-1.75,9200,9210,8980,465874,4213531180,4500000000000,500000000,STK
85,032640,KR7032640005,LG유플러스,KOSPI,,9930,1,20,0.2,9950,9980,9900,114980,1143596550,4335550814730,436611361,STK
86,141080,KR7141080002,리가켐바이오,KOSDAQ GLOBAL,기술성장기업부,118300,2,-100,-0.08,118000,121100,117600,157489,18802667500,4331002985400,36610338,KSQ
87,071050,KR7071050009,한국금융지주,KOSPI,,77700,1,900,1.17,77400,78400,77100,33022,2575445500,4329909578400,55725992,STK
88,454910,KR7454910001,두산로보틱스,KOSPI,,64600,2,-1500,-2.27,66200,66600,64500,136859,8945965100,4187370708000,64819980,STK
89,016360,KR7016360000,삼성증권,KOSPI,,44950,1,250,0.56,44750,45450,44750,91704,4139557500,4014035000000,89300000,STK
90,000250,KR7000250001,삼천당제약,KOSDAQ,중견기업부,169200,2,-1500,-0.88,169700,174400,167700,153031,26190721000,3969004262400,23457472,KSQ
91,006260,KR7006260004,LS,KOSPI,,121800,1,1500,1.25,121400,125900,120600,182640,22417490100,3921960000000,32200000,STK
92,138930,KR7138930003,BNK금융지주,KOSPI,,12160,1,200,1.67,12050,12290,11980,384690,4673753010,3896510600320,320436727,STK
93,271560,KR7271560005,오리온,KOSPI,,98400,3,0,0.0,99200,99300,98400,11149,1102325600,3890355388800,39536132,STK
94,302440,KR7302440003,SK바이오사이언스,KOSPI,,49450,2,-1050,-2.08,50300,50300,49400,48481,2412361550,3874273638850,78347293,STK
95,175330,KR7175330000,JB금융지주,KOSPI,,19740,1,280,1.44,19490,19860,19360,93184,1833737490,3850942328520,195083198,STK
96,036570,KR7036570000,엔씨소프트,KOSPI,,175400,2,-1900,-1.07,178000,178700,174800,18211,3208254100,3850735458800,21954022,STK
97,251270,KR7251270005,넷마블,KOSPI,,44250,2,-1600,-3.49,46000,46050,44050,66660,2973173650,3803442463500,85953502,STK
98,307950,KR7307950006,현대오토에버,KOSPI,,138300,2,-1400,-1.0,139700,139800,138000,8340,1156620900,3792736710600,27423982,STK
99,005385,KR7005381009,현대차우,KOSPI,,155900,1,100,0.06,156100,156300,155100,6887,1073271500,3721642929200,23871988,STK
100,097950,KR7097950000,CJ제일제당,KOSPI,,239000,2,-2500,-1.04,241500,242000,238000,21235,5082651500,3597950454000,15054186,STK
101,011070,KR7011070000,LG이노텍,KOSPI,,151600,2,-9600,-5.96,160600,160800,151100,285396,43595512400,3587933421200,23667107,STK
102,028050,KR7028050003,삼성E&A,KOSPI,,18300,2,-220,-1.19,18500,18580,18230,235528,4323292450,3586800000000,196000000,STK
103,035250,KR7035250000,강원랜드,KOSPI,,16670,2,-90,-0.54,16930,16940,16630,108543,1812472980,3566388135000,213940500,STK
104,078930,KR7078930005,GS,KOSPI,,38100,2,-450,-1.17,38500,38500,38000,36163,1379149550,3540075901800,92915378,STK
105,462870,KR7462870007,시프트업,KOSPI,,59600,2,-900,-1.49,60800,61000,59600,33607,2016841200,3476749312000,58334720,STK
106,214150,KR7214150005,클래시스,KOSDAQ GLOBAL,우량기업부,52900,3,0,0.0,52900,53300,52700,11195,593033000,3465249361100,65505659,KSQ
107,377300,KR7377300009,카카오페이,KOSPI,,25550,3,0,0.0,25650,25650,25200,40316,1025532950,3439917632550,134634741,STK
108,009830,KR7009830001,한화솔루션,KOSPI,,19550,2,-240,-1.21,19760,19860,19220,578158,11263845560,3360499078800,171892536,STK
109,000720,KR7000720003,현대건설,KOSPI,,29950,1,1500,5.27,29000,30600,28950,2132421,63823314550,3335105161750,111355765,STK
110,058470,KR7058470006,리노공업,KOSDAQ GLOBAL,우량기업부,214500,2,-5000,-2.28,222000,223000,214500,32292,7059633500,3269488365000,15242370,KSQ
111,036460,KR7036460004,한국가스공사,KOSPI,,35400,2,-1300,-3.54,36700,36750,35200,243873,8710303200,3267880200000,92313000,STK
112,128940,KR7128940004,한미약품,KOSPI,,248000,2,-5000,-1.98,254000,254000,248000,18135,4533086000,3177125768000,12810991,STK
113,039490,KR7039490008,키움증권,KOSPI,,123800,2,-200,-0.16,124400,125000,123300,8725,1083775300,3160206202800,25526706,STK
114,066970,KR7066970005,엘앤에프,KOSPI,,86900,2,-3900,-4.3,89100,90000,86600,119854,10525073700,3154224420600,36297174,STK
115,145020,KR7145020004,휴젤,KOSDAQ GLOBAL,우량기업부,243000,2,-5000,-2.02,248000,250000,241500,16160,3950698000,3062780019000,12604033,KSQ
116,004020,KR7004020004,현대제철,KOSPI,,22600,2,-250,-1.09,22800,22900,22450,102594,2319043550,3015874741000,133445785,STK
117,018880,KR7018880005,한온시스템,KOSPI,,4270,1,5,0.12,4280,4310,4235,155660,665393655,2898316097040,678762552,STK
118,011780,KR7011780004,금호석유,KOSPI,,105900,2,-400,-0.38,106300,107000,105400,21848,2319423400,2894732763300,27334587,STK
119,022100,KR7022100002,포스코DX,KOSPI,,18980,2,-430,-2.22,19440,19520,18910,246351,4687783160,2885619156420,152034729,STK
120,348370,KR7348370008,엔켐,KOSDAQ,벤처기업부,135300,2,-4600,-3.29,139900,139900,134200,72545,9824852000,2858559815100,21127567,KSQ
121,001040,KR7001040005,CJ,KOSPI,,95100,2,-1100,-1.14,96800,96800,94700,13114,1250217100,2774732509800,29176998,STK
122,403870,KR7403870009,HPSP,KOSDAQ GLOBAL,중견기업부,31850,2,-950,-2.9,33050,33100,31650,289450,9345807700,2659429390800,83498568,KSQ
123,035900,KR7035900000,JYP Ent.,KOSDAQ GLOBAL,우량기업부,74700,1,400,0.54,74700,75900,74400,207277,15561425800,2654277152400,35532492,KSQ
124,052690,KR7052690005,한전기술,KOSPI,,67500,2,-400,-0.59,68200,69100,67200,57184,3889936700,2579850000000,38220000,STK
125,001440,KR7001440007,대한전선,KOSPI,,13710,2,-260,-1.86,14080,14100,13650,1086498,15099541790,2556192483000,186447300,STK
126,214450,KR7214450009,파마리서치,KOSDAQ GLOBAL,우량기업부,240500,2,-5500,-2.24,246000,246500,240500,33938,8235100500,2527558800000,10509600,KSQ
127,065350,KR7065350001,신성델타테크,KOSDAQ,우량기업부,90000,1,700,0.78,91000,91700,88900,153448,13855675800,2473555320000,27483948,KSQ
128,081660,KR7081660003,휠라홀딩스,KOSPI,,41100,2,-150,-0.36,41300,41600,41050,7462,307743050,2469938982900,60095839,STK
129,011170,KR7011170008,롯데케미칼,KOSPI,,57600,2,-1500,-2.54,59500,59500,57400,43066,2494397000,2463864134400,42775419,STK
130,383220,KR7383220001,F&F,KOSPI,,62800,1,700,1.13,63000,63600,61800,12270,772426400,2405684310000,38307075,STK
131,026960,KR7026960005,동서,KOSPI,,23700,1,100,0.42,23800,23800,23500,12162,287423500,2362890000000,99700000,STK
132,000880,KR7000880005,한화,KOSPI,,30850,2,-300,-0.96,31000,31100,30600,42524,1311187800,2312476974750,74958735,STK
133,950160,KR8840120008,코오롱티슈진,KOSDAQ,외국기업(소속부없음),28900,1,400,1.4,28550,29150,28450,51648,1484904750,2299328650500,79561545,KSQ
134,012750,KR7012750006,에스원,KOSPI,,60300,1,200,0.33,61000,61000,60200,2354,142587300,2291350433400,37999178,STK
135,087010,KR7087010005,펩트론,KOSDAQ,기술성장기업부,97800,1,7000,7.71,91500,99000,91300,522849,50322336800,2278480830000,23297350,KSQ
136,068760,KR7068760008,셀트리온제약,KOSDAQ,우량기업부,54000,2,-700,-1.28,54700,54700,53900,33844,1835733700,2246593698000,41603587,KSQ
137,062040,KR7062040001,산일전기,KOSPI,,72900,1,400,0.55,73300,75800,71600,634390,46956278100,2219455080000,30445200,STK
138,002380,KR7002380004,KCC,KOSPI,,246500,2,-4000,-1.6,253000,253000,244500,5973,1476698500,2190515101500,8886471,STK
139,001450,KR7001450006,현대해상,KOSPI,,24500,2,-250,-1.01,24750,24850,24500,50120,1236443600,2190300000000,89400000,STK
140,004990,KR7004990008,롯데지주,KOSPI,,20700,2,-250,-1.19,21050,21050,20650,15503,322115550,2171621205900,104909237,STK
141,088350,KR7088350004,한화생명,KOSPI,,2495,1,5,0.2,2500,2505,2485,139194,347181390,2166982350000,868530000,STK
142,020560,KR7020560009,아시아나항공,KOSPI,,10510,2,-50,-0.47,10560,10600,10420,31856,334446920,2164962372610,205990711,STK
143,051600,KR7051600005,한전KPS,KOSPI,,46900,1,350,0.75,46600,47000,46200,42791,1998535800,2110500000000,45000000,STK
144,009420,KR7009420001,한올바이오파마,KOSPI,,39950,2,-250,-0.62,40200,41200,39800,151287,6106095700,2087013488100,52240638,STK
145,017800,KR7017800004,현대엘리베이,KOSPI,,53100,1,400,0.76,53100,53700,52200,53630,2840442700,2075805643500,39092385,STK
146,328130,KR7328130000,루닛,KOSDAQ,기술성장기업부,70500,1,4400,6.66,67000,71000,66200,1006051,69215837400,2040474450000,28942900,KSQ
147,007660,KR7007660004,이수페타시스,KOSPI,,32250,1,800,2.54,31850,32400,31300,1537320,48925083700,2039697012750,63246419,STK
148,004370,KR7004370003,농심,KOSPI,,333500,2,-2500,-0.74,336500,336500,332500,4087,1366568000,2028561107000,6082642,STK
149,018670,KR7018670000,SK가스,KOSPI,,219000,1,500,0.23,219000,220000,214500,1714,371534500,2021423436000,9230244,STK
150,204320,KR7204320006,HL만도,KOSPI,,42950,2,-1050,-2.39,43950,44000,42550,45831,1979745700,2016808304000,46957120,STK
151,002790,KR7002790004,아모레G,KOSPI,,23800,2,-400,-1.65,24400,24400,23650,22909,546977300,1962504684000,82458180,STK
152,041510,KR7041510009,에스엠,KOSDAQ,우량기업부,84000,1,4100,5.13,79900,84500,79500,154978,12855801000,1961704668000,23353627,KSQ
153,012510,KR7012510004,더존비즈온,KOSPI,,64500,1,900,1.42,63900,65900,63700,114666,7419751100,1959689568000,30382784,STK
154,030000,KR7030000004,제일기획,KOSPI,,17000,1,10,0.06,17030,17050,16980,13084,222541290,1955700825000,115041225,STK
155,039030,KR7039030002,이오테크닉스,KOSDAQ GLOBAL,우량기업부,158500,2,-5400,-3.29,164000,164000,157700,50491,8081432600,1952648675000,12319550,KSQ
156,257720,KR7257720003,실리콘투,KOSDAQ,벤처기업부,31900,2,-800,-2.45,32750,32800,31800,223556,7187312550,1941856164600,60873234,KSQ
157,008930,KR7008930000,한미사이언스,KOSPI,,28150,2,-600,-2.09,29000,29000,28100,50908,1448116800,1925222132500,68391550,STK
158,089030,KR7089030001,테크윙,KOSDAQ,우량기업부,51500,2,-500,-0.96,51900,52200,50600,287441,14810463600,1923712717500,37353645,KSQ
159,082740,KR7082740002,한화엔진,KOSPI,,22500,2,-800,-3.43,23400,23600,22450,1097751,25189324850,1877560695000,83447142,STK
160,192820,KR7192820009,코스맥스,KOSPI,,165200,2,-1700,-1.02,167000,170300,164900,17320,2905650700,1874938886800,11349509,STK
161,000120,KR7000120006,CJ대한통운,KOSPI,,80600,2,-600,-0.74,81500,81500,80300,10641,857248600,1838674926400,22812344,STK
162,278470,KR7278470000,에이피알,KOSPI,,48050,2,-1650,-3.32,49600,49650,47950,192789,9327276150,1831949014500,38125890,STK
163,263750,KR7263750002,펄어비스,KOSDAQ GLOBAL,우량기업부,28200,2,-150,-0.53,28500,28500,28000,34367,968337150,1811789511000,64247855,KSQ
164,111770,KR7111770004,영원무역,KOSPI,,40850,3,0,0.0,41200,41200,40400,4888,198916300,1810123467800,44311468,STK
165,282330,KR7282330000,BGF리테일,KOSPI,,103700,1,1100,1.07,103600,103900,102200,5725,590637600,1792341052200,17283906,STK
166,028670,KR7028670008,팬오션,KOSPI,,3350,2,-50,-1.47,3400,3405,3335,368619,1236878815,1790807865200,534569512,STK
167,139480,KR7139480008,이마트,KOSPI,,63600,2,-1400,-2.15,65000,65100,63300,59240,3775626500,1772902088400,27875819,STK
168,237690,KR7237690003,에스티팜,KOSDAQ GLOBAL,우량기업부,87600,2,-1000,-1.13,87600,90200,87500,33095,2931208000,1765392988800,20152888,KSQ
169,005070,KR7005070008,코스모신소재,KOSPI,,53300,2,-2200,-3.96,55300,55300,53000,111885,6003328200,1732823294800,32510756,STK
170,112610,KR7112610001,씨에스윈드,KOSPI,,40900,2,-800,-1.92,41850,41850,40450,84840,3462280200,1724810382700,42171403,STK
171,140860,KR7140860008,파크시스템스,KOSDAQ,우량기업부,241000,2,-4500,-1.83,245000,245000,240000,2683,649083500,1684006057000,6987577,KSQ
172,489790,KR7489790006,한화비전,KOSPI,,33100,2,-1450,-4.2,34550,34550,32800,477094,15955654350,1671165709000,50488390,STK
173,006280,KR7006280002,녹십자,KOSPI,,142900,2,-1600,-1.11,144100,145700,142800,7610,1094906400,1670006280200,11686538,STK
174,361610,KR7361610009,SK아이이테크놀로지,KOSPI,,23400,2,-750,-3.11,24000,24100,23250,39655,929355800,1668363652800,71297592,STK
175,069620,KR7069620003,대웅제약,KOSPI,,138700,2,-2200,-1.56,139200,140500,137800,5620,782482500,1607057952500,11586575,STK
176,000240,KR7000240002,한국앤컴퍼니,KOSPI,,16630,2,-120,-0.72,16770,16800,16630,7530,125625220,1578773041200,94935240,STK
177,103590,KR7103590006,일진전기,KOSPI,,33100,1,100,0.3,33000,33850,32750,643542,21410632100,1578386409000,47685390,STK
178,003690,KR7003690005,코리안리,KOSPI,,8020,1,20,0.25,8060,8090,8020,18853,151629210,1562464668620,194821031,STK
179,139130,KR7139130009,DGB금융지주,KOSPI,,9230,1,80,0.87,9190,9270,9150,169277,1560524490,1561216038590,169145833,STK
180,298380,KR7298380007,에이비엘바이오,KOSDAQ,기술성장기업부,32200,3,0,0.0,32200,33400,32000,372269,12188586900,1554678532400,48281942,KSQ
181,078600,KR7078600004,대주전자재료,KOSDAQ,우량기업부,100400,2,-2200,-2.14,101600,101600,99700,74464,7482744400,1554251537200,15480593,KSQ
182,095340,KR7095340006,ISC,KOSDAQ,우량기업부,72800,2,-3700,-4.84,76200,76200,72800,102288,7580941600,1543145822400,21197058,KSQ
183,214370,KR7214370009,케어젠,KOSDAQ,벤처기업부,28650,2,-500,-1.72,29500,29600,28500,18155,526970150,1538934750000,53715000,KSQ
184,008770,KR7008770000,호텔신라,KOSPI,,39050,2,-50,-0.13,39450,39500,38900,19553,764551950,1532639125050,39248121,STK
185,007310,KR7007310006,오뚜기,KOSPI,,382000,2,-2500,-0.65,386000,386500,382000,344,131837500,1530991060000,4007830,STK
186,036930,KR7036930006,주성엔지니어링,KOSDAQ GLOBAL,우량기업부,32350,2,-1150,-3.43,33700,33750,32350,211010,6912712050,1529130184350,47268321,KSQ
187,023530,KR7023530009,롯데쇼핑,KOSPI,,53700,2,-700,-1.29,54400,54400,53600,8969,483651200,1519106143500,28288755,STK
188,103140,KR7103140000,풍산,KOSPI,,53900,2,-1700,-3.06,55800,56200,53900,62377,3423414600,1510508584200,28024278,STK
189,009450,KR7009450008,경동나비엔,KOSPI,,103300,1,1800,1.77,101000,103400,100500,21755,2228027600,1504935553600,14568592,STK
190,042670,KR7042670000,HD현대인프라코어,KOSPI,,7780,2,-180,-2.26,7850,7930,7750,841921,6605225210,1498862645260,192655867,STK
191,010060,KR7010060002,OCI홀딩스,KOSPI,,78000,2,-900,-1.14,78500,78900,77100,12290,958224800,1491933534000,19127353,STK
192,006360,KR7006360002,GS건설,KOSPI,,17420,2,-50,-0.29,17590,17840,17400,134198,2356454060,1490829555800,85581490,STK
193,000990,KR7000990002,DB하이텍,KOSPI,,33500,2,-950,-2.76,34550,34550,33500,59137,1997641650,1487352698000,44398588,STK
194,005850,KR7005850003,에스엘,KOSPI,,31050,2,-550,-1.74,31750,31750,31050,7346,229542350,1442226546000,46448520,STK
195,161890,KR7161890009,한국콜마,KOSPI,,60700,2,-1300,-2.1,62500,62500,60200,63915,3895125100,1432828173900,23605077,STK
196,229640,KR7229640008,LS에코에너지,KOSPI,,46300,2,-200,-0.43,46400,47600,46000,548961,25715657450,1417931897700,30624879,STK
