,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
643,148150,KR7148150006,세경하이테크,KOSDAQ,우량기업부,7860,2,-110,-1.38,8000,8000,7820,82350,648523920,281862971940,35860429,KSQ
644,230240,KR7230240004,에치에프알,KOSDAQ,우량기업부,21150,1,500,2.42,20650,21300,20350,46418,968462600,281485350000,13309000,KSQ
645,071280,KR7071280002,로체시스템즈,KOSDAQ,우량기업부,18300,2,-160,-0.87,18630,18630,18100,11197,205514180,279927834900,15296603,KSQ
646,089980,KR7089980007,상아프론테크,KOSDAQ,우량기업부,17450,2,-440,-2.46,17990,17990,17380,38003,666138720,279008695650,15989037,KSQ
647,003800,KR7003800000,에이스침대,KOSDAQ,우량기업부,25100,1,200,0.8,25150,25150,25050,36,902250,278359000000,11090000,KSQ
648,466100,KR7466100005,클로봇,KOSDAQ,기술성장기업부,11330,3,0,0.0,11380,11590,11000,753474,8550802630,278209826840,24555148,KSQ
649,102940,KR7102940004,코오롱생명과학,KOSDAQ,중견기업부,22350,1,200,0.9,23000,23000,22150,2884,64387050,277662699450,12423387,KSQ
650,009680,KR7009680000,모토닉,KOSPI,,8410,2,-10,-0.12,8430,8430,8410,1011,8506510,277530000000,33000000,STK
651,298690,KR7298690009,에어부산,KOSPI,,2375,3,0,0.0,2375,2410,2345,114031,270943815,277020000000,116640000,STK
652,900290,HK0000307485,GRT,KOSDAQ,외국기업(소속부없음),3420,1,95,2.86,3320,3450,3320,17945,61183450,276507000000,80850000,KSQ
653,043150,KR7043150002,바텍,KOSDAQ,우량기업부,18590,2,-90,-0.48,18770,18770,18520,6189,115096390,276140619040,14854256,KSQ
654,107640,KR7107640005,한중엔시에스,KOSDAQ,기술성장기업부,30500,1,50,0.16,30700,31300,30400,18727,577493800,275992853000,9048946,KSQ
655,067390,KR7067390005,아스트,KOSDAQ,투자주의환기종목(소속부없음),764,1,53,7.45,725,789,725,1555532,1190004689,275160390356,360157579,KSQ
656,009470,KR7009470006,삼화전기,KOSPI,,41550,2,-550,-1.31,42800,43250,41450,106491,4510545150,274804221000,6613820,STK
657,007690,KR7007690001,국도화학,KOSPI,,30300,2,-450,-1.46,30550,30550,30100,1618,49003350,273021664800,9010616,STK
658,416180,KR7416180008,신성에스티,KOSDAQ,중견기업부,29800,2,-50,-0.17,30500,30500,29650,12631,377544100,269385384400,9039778,KSQ
659,041960,KR7041960006,코미팜,KOSDAQ,벤처기업부,3810,3,0,0.0,3810,3825,3785,7838,29769425,269070707730,70622233,KSQ
660,006390,KR7006390009,한일현대시멘트,KOSPI,,13890,1,10,0.07,13830,14010,13830,2907,40547200,268461364080,19327672,STK
661,475960,KR7475960001,토모큐브,KOSDAQ,기술성장기업부,20550,1,150,0.74,20400,20700,19960,76752,1555639750,268128056700,13047594,KSQ
662,217270,KR7217270008,넵튠,KOSDAQ,중견기업부,5720,1,10,0.18,5710,5750,5640,16764,95165460,266987578000,46676150,KSQ
663,265520,KR7265520007,AP시스템,KOSDAQ,우량기업부,17460,2,-320,-1.8,17800,17810,17410,28888,507598940,266813610660,15281421,KSQ
664,267980,KR7267980001,매일유업,KOSDAQ,우량기업부,33950,2,-50,-0.15,33950,34150,33800,2641,89685650,266291510100,7843638,KSQ
665,377190,KR7377190004,디앤디플랫폼리츠,KOSPI,,3010,2,-10,-0.33,3020,3020,2985,14552,43533835,266084000000,88400000,STK
666,200710,KR7200710002,에이디테크놀로지,KOSDAQ,중견기업부,19790,2,-90,-0.45,20250,20550,19530,122551,2452611690,265993867380,13440822,KSQ
667,047560,KR7047560008,이스트소프트,KOSDAQ,벤처기업부,22900,1,100,0.44,23300,23500,22500,246804,5704612950,265819581800,11607842,KSQ
668,051905,KR7051901007,LG생활건강우,KOSPI,,126400,2,-1100,-0.86,127500,127500,126400,825,104776800,265401700800,2099697,STK
669,014940,KR7014940001,오리엔탈정공,KOSDAQ,우량기업부,5820,2,-140,-2.35,5900,6030,5760,461210,2703631490,265238707020,45573661,KSQ
670,006060,KR7006060008,화승인더,KOSPI,,4785,2,-45,-0.93,4830,4830,4765,17136,81959015,264706200000,55320000,STK
671,126700,KR7126700004,하이비젼시스템,KOSDAQ,우량기업부,17690,2,-250,-1.39,17980,17980,17500,51807,914885510,264325961280,14942112,KSQ
672,001390,KR7001390004,KG케미칼,KOSPI,,3850,2,-65,-1.66,3940,3945,3830,34835,134480445,263605804000,68469040,STK
673,000480,KR7000480004,CR홀딩스,KOSPI,,5620,1,20,0.36,5600,5620,5560,1265,7053190,263524553800,46890490,STK
674,031330,KR7031330004,에스에이엠티,KOSDAQ,우량기업부,2635,2,-25,-0.94,2650,2655,2625,41286,108792005,263487001545,99995067,KSQ
675,226320,KR7226320000,잇츠한불,KOSPI,,12000,2,-80,-0.66,12220,12220,11980,5637,67714920,263151780000,21929315,STK
676,122900,KR7122900004,아이마켓코리아,KOSPI,,7850,2,-10,-0.13,7860,7880,7840,3688,28969760,262416394000,33428840,STK
677,001940,KR7001940006,KISCO홀딩스,KOSPI,,18490,2,-20,-0.11,18600,18690,18410,2114,39026950,262121266200,14176380,STK
678,204620,KR7204620009,글로벌텍스프리,KOSDAQ,중견기업부,3715,1,85,2.34,3635,3770,3630,256443,953420675,261102570950,70283330,KSQ
679,088260,KR7088260005,이리츠코크렙,KOSPI,,4120,2,-10,-0.24,4130,4130,4100,1736,7141020,260967350800,63341590,STK
680,060150,KR7060150000,인선이엔티,KOSDAQ,우량기업부,5570,2,-30,-0.54,5610,5620,5530,6986,38893350,259359318840,46563612,KSQ
681,011760,KR7011760006,현대코퍼레이션,KOSPI,,19600,2,-400,-2.0,19990,19990,19570,12518,247360260,259287733600,13228966,STK
682,226950,KR7226950004,올릭스,KOSDAQ,기술성장기업부,14040,1,40,0.29,14110,14450,13910,68007,963415670,259172404920,18459573,KSQ
683,009160,KR7009160003,SIMPAC,KOSPI,,3950,2,-10,-0.25,3930,3980,3930,11570,45659840,258446588200,65429516,STK
684,006220,KR7006220008,제주은행,KOSPI,,8000,2,-10,-0.12,7980,8050,7980,16437,131741450,257030192000,32128774,STK
685,023410,KR7023410004,유진기업,KOSDAQ,우량기업부,3320,2,-15,-0.45,3330,3360,3310,21007,69712920,256672065160,77310863,KSQ
686,118990,KR7118990001,모트렉스,KOSDAQ,우량기업부,10320,2,-430,-4.0,10630,10750,10310,67296,702820170,256575736800,24861990,KSQ
687,121800,KR7121800007,비덴트,KOSDAQ,관리종목(소속부없음),3320,0,0,0.0,0,0,0,0,0,256309348520,77201611,KSQ
688,304360,KR7304360001,에스바이오메딕스,KOSDAQ,투자주의환기종목(소속부없음),21700,2,-350,-1.59,22250,22550,21100,24811,543350000,254883773200,11745796,KSQ
689,950170,KR8392080006,JTC,KOSDAQ,외국기업(소속부없음),4915,2,-95,-1.9,5060,5060,4835,31480,153449800,254333300420,51746348,KSQ
690,037270,KR7037270006,YG PLUS,KOSPI,,4005,1,30,0.75,3985,4040,3965,127753,511684580,254034787050,63429410,STK
691,100790,KR7100790005,미래에셋벤처투자,KOSDAQ,우량기업부,4770,2,-20,-0.42,4800,4830,4735,95038,452654570,253404504180,53124634,KSQ
692,179290,KR7179290002,엠아이텍,KOSDAQ,우량기업부,7810,2,-40,-0.51,7860,7880,7660,21576,166666790,252775945180,32365678,KSQ
693,011930,KR7011930005,신성이엔지,KOSPI,,1227,2,-29,-2.31,1256,1258,1222,248924,306912784,252575681277,205848151,STK
694,458650,KR7458650009,성우,KOSDAQ,벤처기업부,16770,2,-690,-3.95,17520,17530,16720,42471,725184950,252315885900,15045670,KSQ
695,054950,KR7054950001,제이브이엠,KOSDAQ,우량기업부,20850,2,-400,-1.88,21650,21650,20800,18425,388146200,252074248200,12089892,KSQ
696,123860,KR7123860009,아나패스,KOSDAQ,벤처기업부,20750,2,-150,-0.72,21000,21000,20550,5048,104321600,251560861250,12123415,KSQ
697,150840,KR7150840007,인트로메딕,KOSDAQ,관리종목(소속부없음),5850,0,0,0.0,0,0,0,0,0,251537720850,42997901,KSQ
698,034830,KR7034830000,한국토지신탁,KOSPI,,994,2,-5,-0.5,999,1000,993,38177,37978682,250974294620,252489230,STK
699,005010,KR7005010004,휴스틸,KOSPI,,4465,2,-175,-3.77,4590,4620,4450,320120,1446147535,250879754875,56188075,STK
700,010690,KR7010690006,화신,KOSPI,,7140,2,-170,-2.33,7310,7350,7100,43201,309574700,249331727400,34920410,STK
701,054450,KR7054450002,텔레칩스,KOSDAQ,우량기업부,16440,2,-200,-1.2,16740,16740,16340,60441,995741100,248971190520,15144233,KSQ
702,012030,KR7012030003,DB,KOSPI,,1237,2,-13,-1.04,1249,1256,1235,65477,81302170,248852155121,201173933,STK
703,039840,KR7039840004,디오,KOSDAQ,우량기업부,16590,2,-200,-1.19,16790,16790,16410,3102,51437520,248547315450,14981755,KSQ
704,268600,KR7268600004,셀리버리,KOSDAQ,관리종목(소속부없음),6680,0,0,0.0,0,0,0,0,0,248384003120,37183234,KSQ
705,402030,KR7402030001,코난테크놀로지,KOSDAQ,기술성장기업부,21650,1,250,1.17,22250,22900,21100,130478,2885010850,248266785200,11467288,KSQ
706,339770,KR7339770000,교촌에프앤비,KOSPI,,4965,2,-95,-1.88,4955,5050,4925,20945,103766605,248076622200,49965080,STK
707,044490,KR7044490001,태웅,KOSDAQ,우량기업부,12390,2,-530,-4.1,12940,12990,12050,45613,576644400,247891450590,20007381,KSQ
708,058820,KR7058820002,CMG제약,KOSDAQ,우량기업부,1783,2,-30,-1.65,1813,1822,1775,83978,150639798,247644871052,138892244,KSQ
709,095500,KR7095500005,미래나노텍,KOSDAQ,우량기업부,7980,2,-200,-2.44,8190,8200,7910,102291,820304720,247459792020,31009999,KSQ
710,096040,KR7096040001,이트론,KOSDAQ,투자주의환기종목(소속부없음),271,0,0,0.0,0,0,0,0,0,245561580945,906131295,KSQ
711,151860,KR7151860004,KG에코솔루션,KOSDAQ,우량기업부,5000,2,-100,-1.96,5090,5150,4995,24354,122556780,245515010000,49103002,KSQ
712,017390,KR7017390006,서울가스,KOSPI,,49100,2,-50,-0.1,49350,49450,49000,1768,86790950,245500000000,5000000,STK
713,464080,KR7464080001,에스오에스랩,KOSDAQ,기술성장기업부,13880,2,-280,-1.98,14160,14170,13800,558817,7792072850,245423800400,17681830,KSQ
714,216080,KR7216080002,제테마,KOSDAQ,기술성장기업부,6790,2,-310,-4.37,7000,7050,6700,99492,678910370,242976877220,35784518,KSQ
715,443670,KR7443670005,에스피소프트,KOSDAQ,벤처기업부,10000,1,20,0.2,10190,10400,9860,552854,5591810130,242013920000,24201392,KSQ
716,365330,KR7365330000,에스와이스틸텍,KOSDAQ,중견기업부,7890,2,-440,-5.28,8350,8430,7870,1048412,8447025380,241512900000,30610000,KSQ
717,102460,KR7102460003,이연제약,KOSPI,,12980,2,-180,-1.37,13160,13270,12970,6140,79967030,241256806780,18586811,STK
718,001790,KR7001790005,대한제당,KOSPI,,2685,2,-15,-0.56,2710,2710,2670,17622,47241225,240835317300,89696580,STK
719,005945,KR7005941000,NH투자증권우,KOSPI,,12750,1,150,1.19,12610,12770,12600,26652,338888520,240604842000,18870968,STK
720,035600,KR7035600006,KG이니시스,KOSDAQ,우량기업부,8590,2,-150,-1.72,8740,8750,8580,29069,250715900,239699088060,27904434,KSQ
721,005160,KR7005160007,동국산업,KOSDAQ,우량기업부,4410,2,-90,-2.0,4530,4530,4405,60182,267310675,239218165620,54244482,KSQ
722,272550,KR7272550005,삼양패키징,KOSPI,,15150,2,-150,-0.98,15200,15300,15140,3560,54119420,239198365650,15788671,STK
723,323990,KR7323990002,박셀바이오,KOSDAQ,기술성장기업부,10400,2,-200,-1.89,10750,10750,10370,38959,408734220,239129280000,22993200,KSQ
724,051500,KR7051500007,CJ프레시웨이,KOSDAQ,우량기업부,20100,1,280,1.41,20000,20350,19880,14309,287424490,238618878600,11871586,KSQ
725,000430,KR7000430009,대원강업,KOSPI,,3845,2,-45,-1.16,3885,3890,3835,8866,34151255,238390000000,62000000,STK
726,024720,KR7024720005,콜마홀딩스,KOSPI,,6940,2,-20,-0.29,6970,6980,6890,10098,69850530,238016037460,34296259,STK
727,005500,KR7005500004,삼진제약,KOSPI,,17090,2,-90,-0.52,17200,17270,17080,7655,130940990,237551000000,13900000,STK
728,007460,KR7007460009,에이프로젠,KOSPI,,781,2,-23,-2.86,798,804,779,1066911,842244172,237521229814,304124494,STK
729,114190,KR7114190002,강원에너지,KOSDAQ,우량기업부,9070,2,-170,-1.84,9170,9220,9010,34593,314387950,236935954660,26123038,KSQ
730,001200,KR7001200005,유진투자증권,KOSPI,,2435,2,-20,-0.81,2465,2470,2420,169892,413438430,235869727830,96866418,STK
731,092790,KR7092790005,넥스틸,KOSPI,,9020,2,-290,-3.11,9210,9370,8980,303568,2771087520,234538040000,26002000,STK
732,039980,KR7039980008,폴라리스AI,KOSDAQ,중견기업부,3240,1,165,5.37,3130,3360,3120,13194536,43222478295,234243070560,72297244,KSQ
733,208340,KR7208340000,파멥신,KOSDAQ,관리종목(소속부없음),2915,0,0,0.0,0,0,0,0,0,233786229820,80201108,KSQ
734,104830,KR7104830005,원익머트리얼즈,KOSDAQ,우량기업부,18540,2,-530,-2.78,19200,19200,18410,15492,287852230,233752320000,12608000,KSQ
735,299900,KR7299900001,위지윅스튜디오,KOSDAQ,우량기업부,1366,2,-6,-0.44,1370,1378,1346,164090,222996921,233652775544,171048884,KSQ
736,005720,KR7005720008,넥센,KOSPI,,4350,2,-15,-0.34,4365,4405,4325,5866,25572300,232916299950,53543977,STK
737,140610,KR7140610007,엔솔바이오사이언스,KONEX,일반기업부,21300,1,300,1.43,21300,21450,21150,3226,68846300,232839267300,10931421,KNX
738,001630,KR7001630003,종근당홀딩스,KOSPI,,46400,2,-250,-0.54,46350,46650,46300,539,25000550,232457550400,5009861,STK
739,016590,KR7016590002,신대양제지,KOSPI,,5760,2,-20,-0.35,5780,5780,5760,113,652910,232115443200,40297820,STK
740,007810,KR7007810005,코리아써키트,KOSPI,,9790,2,-290,-2.88,10140,10140,9790,35943,354476470,231247152290,23620751,STK
741,370090,KR7370090003,퓨런티어,KOSDAQ,기술성장기업부,27050,2,-950,-3.39,27850,27900,27000,85782,2347526400,230380251500,8516830,KSQ
742,006405,KR7006401004,삼성SDI우,KOSPI,,142200,2,-1500,-1.04,143500,143600,141500,883,125670800,230064811200,1617896,STK
743,078150,KR7078150000,HB테크놀러지,KOSDAQ,우량기업부,2480,2,-125,-4.8,2610,2610,2475,1053242,2656434075,229935471680,92715916,KSQ
744,001230,KR7001230002,동국홀딩스,KOSPI,,7230,2,-100,-1.36,7340,7340,7210,6877,49863260,229917492090,31800483,STK
745,008060,KR7008060006,대덕,KOSPI,,6770,2,-40,-0.59,6820,6820,6760,10995,74449670,229436315500,33890150,STK
746,357550,KR7357550003,석경에이티,KOSDAQ,기술성장기업부,42050,2,-350,-0.83,42200,42750,41800,2724,114728950,229382750000,5455000,KSQ
747,174900,KR7174900001,앱클론,KOSDAQ,기술성장기업부,13040,2,-180,-1.36,13200,13200,12940,16679,217097200,229365058800,17589345,KSQ
748,037710,KR7037710001,광주신세계,KOSPI,,28800,2,-100,-0.35,28900,28900,28700,276,7953850,229167072000,7957190,STK
749,048870,KR7048870000,시너지이노베이션,KOSDAQ,우량기업부,2765,2,-40,-1.43,2805,2810,2740,69179,191407630,228688571160,82708344,KSQ
750,117580,KR7117580001,대성에너지,KOSPI,,8310,2,-80,-0.95,8340,8400,8290,18464,153746540,228525000000,27500000,STK
751,002900,KR7002900009,TYM,KOSPI,,5070,2,-130,-2.5,5230,5230,5060,248699,1273791490,228408346920,45050956,STK
752,016610,KR7016610008,DB금융투자,KOSPI,,5380,1,10,0.19,5330,5400,5330,1145,6138040,228361572820,42446389,STK
753,001470,KR7001470004,삼부토건,KOSPI,,994,1,1,0.1,1002,1013,991,1859420,1857627396,228303733056,229681824,STK
754,002810,KR7002810000,삼영무역,KOSPI,,12360,2,-140,-1.12,12500,12500,12360,4014,49774660,228251477280,18466948,STK
755,092040,KR7092040005,아미코젠,KOSDAQ,기술성장기업부,4145,2,-50,-1.19,4205,4215,4145,25599,106847510,228051048315,55018347,KSQ
756,045390,KR7045390002,대아티아이,KOSDAQ,우량기업부,3230,2,-35,-1.07,3300,3330,3230,265497,871533145,227629007710,70473377,KSQ
757,322310,KR7322310004,오로스테크놀로지,KOSDAQ,벤처기업부,24250,2,-200,-0.82,25000,25250,24000,58495,1439754200,227138643500,9366542,KSQ
758,452260,KR7452260003,한화갤러리아,KOSPI,,1167,2,-7,-0.6,1175,1180,1166,65144,76303541,226234164870,193859610,STK
759,036220,KR7036220002,오상헬스케어,KOSDAQ,중견기업부,15610,2,-370,-2.32,16020,16030,15570,55306,868034650,226179783760,14489416,KSQ
760,036890,KR7036890002,진성티이씨,KOSDAQ,우량기업부,10050,2,-120,-1.18,10170,10290,9960,176991,1795558200,225946793400,22482268,KSQ
761,002150,KR7002150001,도화엔지니어링,KOSPI,,6700,2,-100,-1.47,6810,6820,6680,10098,67906530,225924000000,33720000,STK
762,001510,KR7001510007,SK증권,KOSPI,,478,2,-4,-0.83,482,484,477,177212,84931022,225898101738,472590171,STK
763,205470,KR7205470008,휴마시스,KOSDAQ,우량기업부,1741,2,-33,-1.86,1780,1782,1732,387073,676561280,225241890669,129375009,KSQ
764,356680,KR7356680009,엑스게이트,KOSDAQ,벤처기업부,7890,2,-300,-3.66,7930,7940,7790,467999,3673069740,225208151880,28543492,KSQ
765,004360,KR7004360004,세방,KOSPI,,11570,2,-30,-0.26,11620,11620,11500,8728,101013960,223401543300,19308690,STK
766,096760,KR7096760004,JW홀딩스,KOSPI,,3020,2,-35,-1.15,3050,3050,3010,14093,42597220,223253324840,73924942,STK
767,112290,KR7112290002,와이씨켐,KOSDAQ,기술성장기업부,22050,2,-600,-2.65,22500,22500,22050,26686,591901350,222937517250,10110545,KSQ
768,360070,KR7360070007,탑머티리얼,KOSDAQ,중견기업부,27600,2,-450,-1.6,28050,28100,27300,9366,258635100,222918106800,8076743,KSQ
769,308430,KR7308430008,셀비온,KOSDAQ,기술성장기업부,17400,2,-480,-2.68,17610,18600,17330,262087,4713361850,222737556600,12801009,KSQ
770,001250,KR7001250000,GS글로벌,KOSPI,,2695,2,-80,-2.88,2775,2775,2690,354951,963322150,222428493980,82533764,STK
771,079940,KR7079940003,가비아,KOSDAQ,우량기업부,16430,2,-110,-0.67,16660,16930,16360,37581,626245330,222391288120,13535684,KSQ
772,263720,KR7263720005,디앤씨미디어,KOSDAQ,우량기업부,17730,2,-30,-0.17,17740,17890,17490,12608,222325430,222058906290,12524473,KSQ
773,078020,KR7078020005,LS증권,KOSDAQ,우량기업부,4000,1,15,0.38,3985,4040,3970,7259,28982590,221924760000,55481190,KSQ
774,092230,KR7092230002,KPX홀딩스,KOSPI,,52500,1,100,0.19,52400,52900,52400,135,7102500,221793915000,4224646,STK
775,003580,KR7003580008,HLB글로벌,KOSPI,,4500,3,0,0.0,4500,4545,4455,28542,128309180,220871623500,49082583,STK
776,060720,KR7060720000,KH바텍,KOSDAQ,우량기업부,9320,2,-20,-0.21,9400,9430,9300,71571,669821280,220673759440,23677442,KSQ
777,297890,KR7297890006,HB솔루션,KOSDAQ,우량기업부,3010,2,-90,-2.9,3095,3100,3010,174591,530319870,220154151140,73140914,KSQ
778,064820,KR7064820004,케이프,KOSDAQ,우량기업부,7120,2,-280,-3.78,7400,7470,7020,188361,1355903740,220020303360,30901728,KSQ
779,016580,KR7016580003,환인제약,KOSPI,,11810,2,-140,-1.17,11900,11900,11810,1828,21632080,219666826700,18600070,STK
780,064260,KR7064260003,다날,KOSDAQ,우량기업부,3175,2,-55,-1.7,3230,3235,3145,192092,609358545,218913202000,68949040,KSQ
781,396270,KR7396270001,넥스트칩,KOSDAQ,기술성장기업부,12090,2,-480,-3.82,12600,12600,12030,156291,1911995930,218695284600,18088940,KSQ
782,100120,KR7100120005,뷰웍스,KOSDAQ,우량기업부,21850,2,-100,-0.46,22050,22050,21650,1087,23577450,218540750250,10001865,KSQ
783,029460,KR7029460003,케이씨,KOSPI,,16100,2,-450,-2.72,16550,16600,16100,4593,74831260,218220108400,13554044,STK
784,270660,KR7270660004,에브리봇,KOSDAQ,벤처기업부,17770,2,-290,-1.61,18180,18180,17710,26218,470022190,217891155340,12261742,KSQ
785,030530,KR7030530000,원익홀딩스,KOSDAQ,우량기업부,2815,1,10,0.36,2790,2825,2740,258446,720874840,217424916515,77237981,KSQ
786,176750,KR7176750008,듀켐바이오,KOSDAQ,기술성장기업부,7610,1,10,0.13,7610,7620,7480,30503,229533200,216544224200,28455220,KSQ
787,109070,KR7109070003,주성코퍼레이션,KOSPI,,4100,0,0,0.0,0,0,0,0,0,216521943000,52810230,STK
788,007570,KR7007570005,일양약품,KOSPI,,11330,2,-130,-1.13,11500,11500,11310,5715,64846050,216240573120,19085664,STK
789,950130,KR8840090003,엑세스바이오,KOSDAQ,외국기업(소속부없음),5730,2,-150,-2.55,5880,5930,5720,65777,379635080,216180477360,37727832,KSQ
790,011500,KR7011500006,한농화성,KOSPI,,13820,2,-350,-2.47,14170,14170,13780,39875,553590700,216103920440,15637042,STK
791,205500,KR7205500002,액션스퀘어,KOSDAQ,중견기업부,3760,2,-15,-0.4,3780,3780,3730,42462,159385670,216069223440,57465219,KSQ
792,057880,KR7057880007,푸른소나무,KOSDAQ,관리종목(소속부없음),8790,0,0,0.0,0,0,0,0,0,216061434720,24580368,KSQ
793,084650,KR7084650001,랩지노믹스,KOSDAQ,우량기업부,2910,2,-20,-0.68,2930,2970,2835,689982,1993058560,216038370900,74239990,KSQ
794,334890,KR7334890001,이지스밸류리츠,KOSPI,,4195,2,-15,-0.36,4210,4210,4190,2400,10077655,215805352455,51443469,STK
795,095700,KR7095700001,제넥신,KOSDAQ,기술성장기업부,4730,2,-100,-2.07,4860,4860,4710,57053,270756440,215406536620,45540494,KSQ
796,051370,KR7051370005,인터플렉스,KOSDAQ,우량기업부,9230,2,-390,-4.05,9620,9620,9130,59381,552157800,215312566560,23327472,KSQ
797,049950,KR7049950009,미래컴퍼니,KOSDAQ,우량기업부,24400,2,-100,-0.41,24500,25300,24100,16242,401192550,215156369600,8817884,KSQ
798,322510,KR7322510009,제이엘케이,KOSDAQ,기술성장기업부,8410,1,40,0.48,8460,8460,8100,120872,998330110,214697981720,25528892,KSQ
799,083930,KR7083930008,아바코,KOSDAQ,우량기업부,14370,2,-220,-1.51,14590,14590,14190,22065,317033180,214296907260,14912798,KSQ
800,063080,KR7063080006,컴투스홀딩스,KOSDAQ,중견기업부,32450,2,-1000,-2.99,33000,33100,32200,15379,499306200,214013980400,6595192,KSQ
801,377450,KR7377450002,리파인,KOSDAQ,중견기업부,12310,2,-100,-0.81,12410,12650,12290,9184,114302220,213332300000,17330000,KSQ
802,001130,KR7001130004,대한제분,KOSPI,,125900,2,-200,-0.16,126200,126600,125300,519,65186600,212771000000,1690000,STK
803,109610,KR7109610006,에스와이,KOSDAQ,중견기업부,4350,2,-75,-1.69,4430,4445,4340,339415,1486014430,212747190000,48907400,KSQ
804,084680,KR7084680008,이월드,KOSPI,,1488,3,0,0.0,1490,1491,1468,62234,92022398,211007615184,141806193,STK
805,086820,KR7086820008,바이오솔루션,KOSDAQ,기술성장기업부,25900,1,1000,4.02,25250,27000,25100,34881,915930400,210914733400,8143426,KSQ
806,003350,KR7003350006,한국화장품제조,KOSPI,,46500,2,-1050,-2.21,47750,47800,46450,16196,760133000,210738000000,4532000,STK
807,182360,KR7182360008,큐브엔터,KOSDAQ,우량기업부,14450,2,-100,-0.69,14510,14660,14340,11668,168528540,210558998650,14571557,KSQ
808,053210,KR7053210001,스카이라이프,KOSPI,,4430,1,5,0.11,4425,4440,4420,2351,10414855,210526690650,47522955,STK
809,473980,KR7473980001,노머스,KOSDAQ,기술성장기업부,19360,2,-220,-1.12,19580,19580,18960,50682,971505360,210397065120,10867617,KSQ
810,000540,KR7000540005,흥국화재,KOSPI,,3275,2,-25,-0.76,3305,3305,3275,15336,50392320,210394662375,64242645,STK
811,190510,KR7190510008,나무가,KOSDAQ,우량기업부,13550,2,-960,-6.62,14360,14360,13490,76986,1068975280,209669949350,15473797,KSQ
812,457550,KR7457550002,우진엔텍,KOSDAQ,중견기업부,22600,2,-350,-1.53,23350,23350,22600,174220,3999411200,209532261400,9271339,KSQ
813,270520,KR7270520000,지오릿에너지,KOSDAQ,벤처기업부,1319,2,-18,-1.35,1333,1342,1311,284993,377139674,209445046734,158790786,KSQ
814,119850,KR7119850006,지엔씨에너지,KOSDAQ,우량기업부,12730,2,-460,-3.49,14120,14300,12530,4361462,58181936870,209394611570,16448909,KSQ
815,042370,KR7042370007,비츠로테크,KOSDAQ,우량기업부,7980,2,-20,-0.25,8160,8210,7960,431435,3494198090,209076199500,26200025,KSQ
816,043370,KR7043370006,피에이치에이,KOSDAQ,우량기업부,9930,2,-50,-0.5,9990,9990,9920,2875,28569870,208530000000,21000000,KSQ
817,039570,KR7039570007,HDC랩스,KOSPI,,8030,2,-20,-0.25,8130,8140,7890,19177,153164390,208439536030,25957601,STK
818,001500,KR7001500008,현대차증권,KOSPI,,6570,2,-10,-0.15,6620,6620,6570,4290,28284840,208351532340,31712562,STK
819,053300,KR7053300000,한국정보인증,KOSDAQ,우량기업부,4895,2,-50,-1.01,4915,4935,4775,755275,3657304125,207750462095,42441361,KSQ
820,003120,KR7003120003,일성아이에스,KOSPI,,15600,2,-180,-1.14,15660,16330,15540,4501,70385810,207480000000,13300000,STK
821,144960,KR7144960002,뉴파워프라즈마,KOSDAQ,우량기업부,4745,2,-75,-1.56,4825,4825,4700,55098,260860570,207321500880,43692624,KSQ
822,000140,KR7000140004,하이트진로홀딩스,KOSPI,,8920,2,-40,-0.45,8970,8970,8920,1092,9755740,207004343800,23206765,STK
823,456070,KR7456070002,이엔셀,KOSDAQ,기술성장기업부,19220,1,60,0.31,19300,19410,18960,164038,3149812920,206925921940,10766177,KSQ
824,025000,KR7025000001,KPX케미칼,KOSPI,,42750,2,-350,-0.81,43000,43150,42700,241,10317500,206910000000,4840000,STK
825,211270,KR7211270004,AP위성,KOSDAQ,벤처기업부,13710,2,-590,-4.13,14270,14270,13710,153949,2138433230,206778387840,15082304,KSQ
826,138490,KR7138490008,코오롱ENP,KOSPI,,5440,2,-60,-1.09,5580,5580,5410,14012,76492370,206720000000,38000000,STK
827,065680,KR7065680001,우주일렉트로,KOSDAQ,우량기업부,21650,1,50,0.23,21550,21900,21150,10904,235202700,206324500000,9530000,KSQ
828,045660,KR7045660008,에이텍,KOSDAQ,우량기업부,24950,1,200,0.81,24500,25500,24500,84407,2110542000,206087000000,8260000,KSQ
829,067080,KR7067080002,대화제약,KOSDAQ,중견기업부,11070,2,-160,-1.42,11260,11260,11010,22840,253595650,206086315500,18616650,KSQ
830,004380,KR7004380002,삼익THK,KOSPI,,9760,2,-220,-2.2,10000,10000,9700,24549,240645880,204960000000,21000000,STK
831,213500,KR7213500002,한솔제지,KOSPI,,8520,2,-50,-0.58,8570,8600,8490,14373,122589110,202780907520,23800576,STK
832,441270,KR7441270006,파인엠텍,KOSDAQ,중견기업부,5480,2,-70,-1.26,5550,5550,5380,55125,301134770,202693697480,36987901,KSQ
833,035510,KR7035510007,신세계 I&C,KOSPI,,13260,2,-370,-2.71,13520,13760,13190,366019,4890002400,202460840400,15268540,STK
834,014160,KR7014160006,대영포장,KOSPI,,1867,1,137,7.92,1782,1939,1748,13878132,25866039560,202372622983,108394549,STK
