corp_code,접수번호,법인구분,법인명,사업부문,성별,정규직 수,계약직수,합계,평균근속연수,1인평균 금여액
136378,20240313001406,Y,신세계,-,남,848,3,851,12.9,"123,000,000"
136378,20240313001406,Y,신세계,-,여,"1,764",1,"1,767",12.5,"66,000,000"
104856,20240313001446,Y,삼성증권,위탁매매,남,370,2,372,16.8,"188,000,000"
104856,20240313001446,Y,삼성증권,기타,여,568,64,632,11.1,"101,000,000"
104856,20240313001446,Y,삼성증권,위탁매매,여,327,5,332,14.9,"143,000,000"
104856,20240313001446,Y,삼성증권,기업금융,남,118,91,209,4.9,"182,000,000"
104856,20240313001446,Y,삼성증권,기업금융,여,55,19,74,4.3,"106,000,000"
104856,20240313001446,Y,삼성증권,자기매매,남,37,11,48,6.8,"166,000,000"
104856,20240313001446,Y,삼성증권,자기매매,여,24,7,31,6.3,"118,000,000"
104856,20240313001446,Y,삼성증권,기업영업,남,55,29,84,8.4,"162,000,000"
104856,20240313001446,Y,삼성증권,기업영업,여,41,10,51,7.5,"103,000,000"
104856,20240313001446,Y,삼성증권,기타,남,732,21,753,13.1,"156,000,000"
124106,20240314001339,E,부산은행,금융업,남,"1,251",148,"1,399",14.45,"131,000,000"
124106,20240314001339,E,부산은행,금융업,여,"1,536",41,"1,577",13.83,"95,000,000"
525934,20240313001269,Y,LX세미콘,전체,남,"1,217",33,"1,250",5.26,"98,000,000"
525934,20240313001269,Y,LX세미콘,전체,여,276,17,293,3.82,"67,000,000"
141875,20240313001533,Y,사조오양,-,남,342,42,384,6.1,"49,000,000"
141875,20240313001533,Y,사조오양,-,여,334,102,436,5.9,"41,000,000"
508274,20240313000713,Y,일진다이아,공업용다이아몬드 및 초경합금,남,204,2,206,13.6,"51,532,000"
508274,20240313000713,Y,일진다이아,공업용다이아몬드 및 초경합금,여,23,-,23,8.9,"40,996,000"
166519,20240313000479,Y,화천기공,기계사업,남,222,8,230,15.5,"74,000,000"
166519,20240313000479,Y,화천기공,기계사업,여,5,1,6,15.3,"32,000,000"
166519,20240313000479,Y,화천기공,소재사업,남,78,11,89,14.3,"70,000,000"
166519,20240313000479,Y,화천기공,소재사업,여,1,-,1,15.0,"43,000,000"
158501,20240313001360,Y,에스원,"시큐리티
서비스",남,"4,070",218,"4,288",14.0,-
158501,20240313001360,Y,에스원,"시큐리티
서비스",여,288,3,291,15.6,-
158501,20240313001360,Y,에스원,"인프라
서비스",남,"2,043",67,"2,110",11.4,-
158501,20240313001360,Y,에스원,"인프라
서비스",여,176,10,186,9.1,-
158501,20240313001360,Y,에스원,성별합계,남,"6,113",285,"6,398",13.1,"76,000,000"
158501,20240313001360,Y,에스원,성별합계,여,464,13,477,13.1,"68,000,000"
155319,20240322000986,Y,POSCO홀딩스,사무직,남,351,79,430,13.2,"165,000,000"
155319,20240322000986,Y,POSCO홀딩스,사무직,여,75,25,100,7.7,"87,000,000"
140177,20240401004251,Y,GS리테일,편의점,남,"1,822",167,"1,989",8.1,"66,000,000"
140177,20240401004251,Y,GS리테일,공통 및 기타,여,350,23,373,3.6,"62,000,000"
140177,20240401004251,Y,GS리테일,편의점,여,594,116,710,4.6,"49,000,000"
140177,20240401004251,Y,GS리테일,수퍼,남,714,260,974,7.4,"61,000,000"
140177,20240401004251,Y,GS리테일,수퍼,여,"1,285",428,"1,713",5.8,"37,000,000"
140177,20240401004251,Y,GS리테일,홈쇼핑,남,432,5,437,12.4,"82,000,000"
140177,20240401004251,Y,GS리테일,홈쇼핑,여,361,26,387,7.4,"62,000,000"
140177,20240401004251,Y,GS리테일,개발사업,남,48,-,48,8.8,"78,000,000"
140177,20240401004251,Y,GS리테일,개발사업,여,20,-,20,6.1,"57,000,000"
140177,20240401004251,Y,GS리테일,공통 및 기타,남,716,1,717,6.4,"88,000,000"
470829,20240312000981,K,한솔인티큐브,DCS사업,남,147,-,147,9,"74,000,000"
470829,20240312000981,K,한솔인티큐브,DCS사업,여,61,-,61,5,"51,000,000"
126478,20240315000850,Y,삼성중공업,조선해양,남,"7,894","1,043","8,937",18.7,"89,000,000"
126478,20240315000850,Y,삼성중공업,조선해양,여,310,61,371,11.0,"61,000,000"
126478,20240315000850,Y,삼성중공업,토건,남,212,106,318,14.3,"96,000,000"
126478,20240315000850,Y,삼성중공업,토건,여,4,10,14,4.9,"69,000,000"
415707,20240313001488,K,엔텔스,통합운영지원솔루션,남,177,4,181,8.3,"66,000,000"
415707,20240313001488,K,엔텔스,통합운영지원솔루션,여,41,2,43,5.4,"42,000,000"
126256,20240612000329,Y,삼성생명,-,남,"2,631",170,"2,801",16.2,"158,000,000"
126256,20240612000329,Y,삼성생명,-,여,"2,206",141,"2,347",18.2,"107,000,000"
105961,20240228008553,Y,LG이노텍,광학솔루션사업부,남,"3,878","1,657","5,535",4.9,"74,000,000"
105961,20240228008553,Y,LG이노텍,광학솔루션사업부,여,569,"1,144","1,713",3.2,"57,000,000"
105961,20240228008553,Y,LG이노텍,기판소재사업부,남,"1,952",90,"2,042",10.1,"94,000,000"
105961,20240228008553,Y,LG이노텍,기판소재사업부,여,150,18,168,7.0,"80,000,000"
105961,20240228008553,Y,LG이노텍,전장부품사업부,남,"1,170",114,"1,284",10.2,"98,000,000"
105961,20240228008553,Y,LG이노텍,전장부품사업부,여,203,54,257,11.5,"77,000,000"
105961,20240228008553,Y,LG이노텍,본사 등,남,"2,012",188,"2,200",8.5,"109,000,000"
105961,20240228008553,Y,LG이노텍,본사 등,여,500,113,613,8.4,"81,000,000"
137997,20240313001172,Y,현대차증권,본사관리,남,210,27,237,7.8,"115,000,000"
137997,20240313001172,Y,현대차증권,본사관리,여,106,24,130,7.4,"72,000,000"
137997,20240313001172,Y,현대차증권,본사영업,남,38,215,253,5.6,"185,000,000"
137997,20240313001172,Y,현대차증권,본사영업,여,22,44,66,6.3,"92,000,000"
137997,20240313001172,Y,현대차증권,지점,남,106,16,122,14.0,"125,000,000"
137997,20240313001172,Y,현대차증권,지점,여,73,6,79,10.5,"80,000,000"
105855,20240326000494,Y,엘에스일렉트릭,전력,남,"1,568",39,"1,607",19.3,"91,000,000"
105855,20240326000494,Y,엘에스일렉트릭,전력,여,175,21,196,21.9,"72,000,000"
105855,20240326000494,Y,엘에스일렉트릭,글로벌,남,283,15,298,12.7,"88,000,000"
105855,20240326000494,Y,엘에스일렉트릭,글로벌,여,26,3,29,7.8,"64,000,000"
105855,20240326000494,Y,엘에스일렉트릭,자동화,남,614,7,621,16.9,"87,000,000"
105855,20240326000494,Y,엘에스일렉트릭,자동화,여,93,8,101,13.1,"68,000,000"
105855,20240326000494,Y,엘에스일렉트릭,기타,남,251,19,277,14.2,"92,000,000"
105855,20240326000494,Y,엘에스일렉트릭,기타,여,63,11,75,7.9,"68,000,000"
139214,20240429000782,Y,삼성화재해상보험,-,남,"3,016",19,"3,035",16.2,"172,079,000"
139214,20240429000782,Y,삼성화재해상보험,-,여,"2,432",61,"2,493",13.9,"109,089,000"
176835,20240312001061,K,농우바이오,종자부문 등,남,250,17,267,12.21,"78,000,000"
176835,20240312001061,K,농우바이오,종자부문등,여,108,24,132,10.43,"46,000,000"
105280,20240320001537,Y,현대지에프홀딩스,본사/기타,남,77,-,77,16.4,"136,000,000"
105280,20240320001537,Y,현대지에프홀딩스,본사/기타,여,22,-,22,7.3,"48,000,000"
230814,20240319000747,K,휴림에이텍,자동차,남,84,-,84,6.5년,"53,268,000"
230814,20240319000747,K,휴림에이텍,자동차,여,27,1,28,9.6년,"51,750,000"
124780,20240312000794,Y,사조씨푸드,경영관리부,남,13,1,14,4.4,"62,644,000"
124780,20240312000794,Y,사조씨푸드,경영관리부,여,2,2,4,1.4,"24,441,000"
124780,20240312000794,Y,사조씨푸드,국내사업부-참치,남,51,-,51,4.9,"47,757,000"
124780,20240312000794,Y,사조씨푸드,국내사업부-참치,여,4,-,4,7.6,"34,238,000"
124780,20240312000794,Y,사조씨푸드,국내사업부-익산공장,남,11,-,11,5.3,"61,560,000"
124780,20240312000794,Y,사조씨푸드,국내사업부-익산공장,여,29,-,29,12.0,"34,208,000"
124780,20240312000794,Y,사조씨푸드,부산사업부,남,89,-,89,9.2,"47,756,000"
124780,20240312000794,Y,사조씨푸드,부산사업부,여,18,-,18,5.1,"39,300,000"
124780,20240312000794,Y,사조씨푸드,선원,남,16,-,16,-,"33,495,000"
857480,20240312000861,K,사람인,커리어플랫폼,남,195,1,197,5년9개월,"71,875,000"
857480,20240312000861,K,사람인,커리어플랫폼,여,183,4,188,5년6개월,"55,562,000"
857480,20240312000861,K,사람인,채용컨설팅,남,24,1,25,5년11개월,"58,051,000"
857480,20240312000861,K,사람인,채용컨설팅,여,14,1,15,3년10개월,"35,321,000"
857480,20240312000861,K,사람인,관리부문,남,17,1,19,4년11개월,"83,138,000"
857480,20240312000861,K,사람인,관리부문,여,14,2,16,4년2개월,"60,257,000"
787376,20240312000816,Y,대성에너지,도시가스,남,366,7,373,20년 3개월,"82,000,000"
787376,20240312000816,Y,대성에너지,도시가스,여,30,-,30,14년 11개월,"63,000,000"
166500,20240312000425,Y,화천기계,제조판매,남,229,15,224,15.71,"73,925,000"
166500,20240312000425,Y,화천기계,제조판매,여,26,5,31,6.97,"44,250,000"
990262,20240408002532,E,피노텍,-,남,22,-,22,7.97,"45,574,000"
990262,20240408002532,E,피노텍,-,여,8,-,8,10.38,"29,824,000"
1011872,20240312000771,N,엔에스엠,대전방지 플라스틱 사업,남,18,-,18,4년 9개월,"37,652,000"
1011872,20240312000771,N,엔에스엠,대전방지 플라스틱 사업,여,6,-,6,5년 6개월,"31,930,000"
273420,20240320001567,K,이스트소프트,전사,남,109,4,113,3년 4개월,"62,000,000"
273420,20240320001567,K,이스트소프트,전사,여,85,7,92,4년2개월,"46,000,000"
188973,20240329002841,K,화일약품,의약품,남,102,-,102,8.1,"58,000,000"
188973,20240329002841,K,화일약품,의약품,여,50,-,50,6.4,"40,000,000"
444329,20240412003722,K,위메이드,게임/블록체인 사업 부문,남,381,20,401,1.9,"101,000,000"
444329,20240412003722,K,위메이드,게임/블록체인 사업 부문,여,198,11,210,2.0,"75,000,000"
689418,20240321001472,E,지유온,지유온,남,1,-,1,3.8,"68,000,000"
689418,20240321001472,E,지유온,지유온,여,-,-,-,-,-
1712485,20240320002026,Y,코오롱모빌리티그룹,기타,남,95,8,103,7,"6,000,000"
1712485,20240320002026,Y,코오롱모빌리티그룹,기타,여,27,4,31,5,"4,000,000"
149655,20240329002523,Y,삼성물산,건 설,남,"4,080","1,357","5,437",12.1,-
149655,20240329002523,Y,삼성물산,성별합계,여,"1,744",277,"2,021",10.4,"105,000,000"
149655,20240329002523,Y,삼성물산,건 설,여,440,168,608,8.4,-
149655,20240329002523,Y,삼성물산,상 사,남,511,-,511,14.6,-
149655,20240329002523,Y,삼성물산,상 사,여,237,-,237,13.5,-
149655,20240329002523,Y,삼성물산,패 션,남,562,22,584,13.8,-
149655,20240329002523,Y,삼성물산,패 션,여,720,99,819,9.0,-
149655,20240329002523,Y,삼성물산,리조트,남,921,18,939,16.4,-
149655,20240329002523,Y,삼성물산,리조트,여,347,10,357,13.9,-
149655,20240329002523,Y,삼성물산,성별합계,남,"6,074","1,397","7,471",13.1,"144,000,000"
1357446,20240307000095,K,퓨런티어,전사,남,80,-,80,3.8,"72,407,000"
1357446,20240307000095,K,퓨런티어,전사,여,9,-,9,3.2,"60,724,000"
682992,20240313000586,E,우리벤처파트너스,사무직,남,17,18,35,5년 8개월,"179,000,000"
682992,20240313000586,E,우리벤처파트너스,사무직,여,10,3,13,7년 8개월,"111,000,000"
1118139,20240322000095,N,타스컴,타스컴,남,25,-,25,3년 5개월,"52,766,000"
1118139,20240322000095,N,타스컴,타스컴,여,20,-,20,3년 1개월,"35,819,000"
1097906,20240626000112,K,KH 건설,사무,남,37,-,37,1.92,"44,000,000"
1097906,20240626000112,K,KH 건설,사무,여,10,-,10,1.24,"24,000,000"
1097906,20240626000112,K,KH 건설,영업,남,21,-,21,3.93,"54,000,000"
1097906,20240626000112,K,KH 건설,영업,여,6,-,6,5.39,"35,000,000"
1097906,20240626000112,K,KH 건설,기술,남,41,-,41,1.47,"42,000,000"
1097906,20240626000112,K,KH 건설,기술,여,2,-,2,0.84,"22,000,000"
595191,20240321000372,Y,후성,(주)후성,남,354,8,362,9.12,"81,940,000"
595191,20240321000372,Y,후성,(주)후성,여,27,1,28,6.29,"49,363,000"
1351080,20240328001670,K,지아이이노베이션,전사,남,27,12,39,2.9,"101,081,000"
1351080,20240328001670,K,지아이이노베이션,전사,여,44,2,46,2.6,"77,769,000"
336817,20240319000581,K,HLB제약,판관,남,36,-,36,2년3개월,"67,402,000"
336817,20240319000581,K,HLB제약,판관,여,20,-,20,2년6개월,"40,779,000"
336817,20240319000581,K,HLB제약,제조,남,70,1,71,2년8개월,"51,728,000"
336817,20240319000581,K,HLB제약,제조,여,79,1,80,6년0개월,"40,790,000"
336817,20240319000581,K,HLB제약,연구,남,9,-,9,5년7개월,"72,233,000"
336817,20240319000581,K,HLB제약,연구,여,6,-,6,2년11개월,"44,590,000"
1188378,20240612000193,K,시스웍,자동제어,남,26,-,26,6.2,"60,000,000"
1188378,20240612000193,K,시스웍,자동제어,여,3,-,3,1.8,"36,000,000"
1188378,20240612000193,K,시스웍,바이오,남,1,-,1,2.8,"72,000,000"
1188378,20240612000193,K,시스웍,바이오,여,-,-,-,-,"5,000,000"
266961,20240318000844,Y,NAVER,전사,남,"2,599",8,"2,607",7.0,"130,000,000"
266961,20240318000844,Y,NAVER,전사,여,"1,742",34,"1,776",6.7,"103,000,000"
1495180,20240320001638,K,파로스아이바이오,연구 ,남,16,-,16,1.8,"53,000,000"
1495180,20240320001638,K,파로스아이바이오,연구,여,10,-,10,2.0,"47,000,000"
1495180,20240320001638,K,파로스아이바이오,관리,남,2,1,3,1.2,"52,000,000"
1495180,20240320001638,K,파로스아이바이오,관리,여,4,-,4,0.7,"29,000,000"
159971,20240319000730,Y,KC그린홀딩스,관리사무직,남,13,-,13,5년 3월,"86,982,000"
159971,20240319000730,Y,KC그린홀딩스,관리사무직,여,5,-,5,6년 4월,"63,064,000"
468374,20240318000772,K,원익QnC,쿼츠,남,626,4,630,7.5,-
468374,20240318000772,K,원익QnC,쿼츠,여,46,1,47,4.6,-
468374,20240318000772,K,원익QnC,세라믹,남,103,1,104,7.1,-
468374,20240318000772,K,원익QnC,세라믹,여,9,1,10,6.9,-
468374,20240318000772,K,원익QnC,세정,남,290,0,290,5.0,-
468374,20240318000772,K,원익QnC,세정,여,32,0,32,5.7,-
468374,20240318000772,K,원익QnC,기타,남,13,0,13,9.5,-
468374,20240318000772,K,원익QnC,기타,여,4,0,4,4.8,-
672603,20240321001929,K,케이엔알시스템,경영관리,남,12,-,-,5년7개월,"67,410,000"
672603,20240321001929,K,케이엔알시스템,시험용역,여,9,-,-,6년11개월,"30,124,000"
672603,20240321001929,K,케이엔알시스템,경영관리,여,9,-,-,6년5개월,"34,643,000"
672603,20240321001929,K,케이엔알시스템,기술영업,남,9,-,-,13년5개월,"101,009,000"
672603,20240321001929,K,케이엔알시스템,기술영업,여,2,-,-,7년11개월,"42,097,000"
672603,20240321001929,K,케이엔알시스템,제품개발,남,44,-,-,6년1개월,"53,954,000"
672603,20240321001929,K,케이엔알시스템,제품개발,여,5,-,-,4년6개월,"39,793,000"
672603,20240321001929,K,케이엔알시스템,로봇사업,남,17,-,-,3년4개월,"41,467,000"
672603,20240321001929,K,케이엔알시스템,로봇사업,여,2,-,-,7년7개월,"42,625,000"
672603,20240321001929,K,케이엔알시스템,시험용역,남,54,-,-,4년6개월,"36,042,000"
372253,20240320000054,E,연우,"관리/구매
영업/생산
연구/품질",남,485,25,510,6.3,"47,440,000"
372253,20240320000054,E,연우,"관리/구매
영업/생산
연구/품질",여,776,33,809,8.5,"39,758,000"
1791561,20240315000378,K,하나31호스팩,공시관리,남,1,-,1,3개월,-
876209,20240321001267,N,미래엔에듀파트너,교육서비스,남,11,-,11,5년 1개월,"52,450,000"
876209,20240321001267,N,미래엔에듀파트너,교육서비스,여,21,16,37,2년 4개월,"29,072,000"
1800285,20240321001623,K,비엔케이제2호스팩,관리,남,1,-,1,2개월,-
1027828,20240315000824,K,퓨릿,단일부문,남,92,1,93,37개월,"58,000,000"
1027828,20240315000824,K,퓨릿,단일부문,여,7,-,7,26개월,"49,000,000"
674498,20240321001445,K,골프존뉴딘홀딩스,지주사업,남,17,2,19,7.0,"104,000,000"
674498,20240321001445,K,골프존뉴딘홀딩스,지주사업,여,16,-,16,6.0,"49,000,000"
537337,20240320000196,K,앤씨앤,전체,남,107,1,108,4.0,"62,000,000"
537337,20240320000196,K,앤씨앤,전체,여,29,2,31,3.0,"45,000,000"
1797440,20240311000875,K,SK증권제11호스팩,합병/공시,남,1,-,1,3개월,-
1182578,20240320000886,K,DH오토리드,자동차부문,남,179,8,187,4.7년,"61,600,000"
1182578,20240320000886,K,DH오토리드,자동차부문,여,24,2,26,4.5년,"47,219,000"
1787072,20240326000314,K,유진스팩10호,"공시, 사무처리",남,3,-,3,0.5,-
1787072,20240326000314,K,유진스팩10호,-,여,-,-,-,-,-
128607,20241107000333,K,삼천리자전거,자전거,남,106,4,110,10.4,"59,000,000"
128607,20241107000333,K,삼천리자전거,자전거,여,24,3,27,9.3,"46,000,000"
611912,20240320001449,K,아모그린텍,-,남,213,41,254,5.64,"49,364,000"
611912,20240320001449,K,아모그린텍,-,여,62,29,91,4.83,"32,798,000"
104786,20240320001445,Y,미래아이앤지,솔루션,남,20,-,20,7년 7개월,"63,411,000"
104786,20240320001445,Y,미래아이앤지,솔루션,여,6,-,6,7년 10개월,"49,836,000"
104786,20240320001445,Y,미래아이앤지,B&E,남,2,1,3,1년 7개월,"31,535,000"
104786,20240320001445,Y,미래아이앤지,B&E,여,1,2,3,6개월,"12,031,000"
104786,20240320001445,Y,미래아이앤지,지원,남,6,-,6,4년 5개월,"69,767,000"
104786,20240320001445,Y,미래아이앤지,지원,여,4,-,4,2년 7개월,"41,000,000"
385415,20240321000959,K,일신바이오,바이오장비,남,34,1,35,4.1,"35,000,000"
385415,20240321000959,K,일신바이오,바이오장비,여,3,2,5,1.4,"30,000,000"
405959,20240320001880,K,스타플렉스,FLEX,남,92,9,101,6.49,"55,376,000"
405959,20240320001880,K,스타플렉스,FLEX,여,10,-,10,7.90,"42,823,000"
236863,20240318000540,K,희림,관리사무직,남,34,4,38,10년6개월,"91,000,000"
236863,20240318000540,K,희림,관리사무직,여,15,2,17,9년2개월,"68,000,000"
236863,20240318000540,K,희림,기술직,남,995,11,"1,006",6년7개월,"79,000,000"
236863,20240318000540,K,희림,기술직,여,251,4,255,4년4개월,"59,000,000"
236863,20240318000540,K,희림,기타,남,79,6,85,7년7개월,"94,000,000"
236863,20240318000540,K,희림,기타,여,36,1,37,6년8개월,"57,000,000"
820352,20240321000316,K,파인텍,부품사업부,남,22,0,22,7년 4개월,"47,538,000"
820352,20240321000316,K,파인텍,부품사업부,여,6,0,6,6년 0개월,"56,731,000"
820352,20240321000316,K,파인텍,장비사업부,남,54,0,54,7년 7개월,"60,887,000"
820352,20240321000316,K,파인텍,장비사업부,여,12,0,12,4년 6개월,"38,418,000"
109824,20240321001877,Y,대림통상,수전금구부문,남,65,9,74,15.28,"48,000,000"
109824,20240321001877,Y,대림통상,수전금구부문,여,26,4,30,4.78,"31,000,000"
109824,20240321001877,Y,대림통상,비데부문,남,29,2,31,10.46,"50,000,000"
109824,20240321001877,Y,대림통상,비데부문,여,16,1,17,5.36,"40,000,000"
109824,20240321001877,Y,대림통상,기  타,남,79,4,83,9.57,"50,000,000"
109824,20240321001877,Y,대림통상,기  타,여,17,0,17,6.07,"34,000,000"
127802,20240314001617,Y,삼익THK,-,남,682,7,689,10년 5개월,"62,000,000"
127802,20240314001617,Y,삼익THK,-,여,68,3,71,7년 5개월,"47,000,000"
598198,20240315000662,K,컴퍼니케이,사무직,남,12,2,14,3.5,"110,000,000"
598198,20240315000662,K,컴퍼니케이,사무직,여,6,-,6,9.8,"96,000,000"
983934,20240319000708,K,아이스크림에듀,-,남,148,9,157,3.4,"57,000,000"
983934,20240319000708,K,아이스크림에듀,-,여,199,21,220,3.6,"40,000,000"
1398151,20240321000546,K,밸로프,경영,남,2,-,2,9개월 29일,"27,644,000"
1398151,20240321000546,K,밸로프,경영,여,6,-,6,2년 4개월 15일,"31,265,000"
1398151,20240321000546,K,밸로프,사업,남,12,-,12,2년 4개월 17일,"34,745,000"
1398151,20240321000546,K,밸로프,사업,여,3,-,3,2년 3개월 1일,"28,768,000"
1398151,20240321000546,K,밸로프,개발,남,70,-,70,2년 6개월 4일,"39,466,000"
1398151,20240321000546,K,밸로프,개발,여,15,-,15,1년 10개월 3일,"28,112,000"
1398151,20240321000546,K,밸로프,기술,남,5,-,5,1년 5개월 28일,"32,253,000"
1398151,20240321000546,K,밸로프,기술,여,8,-,8,2년 4개월 18일,"31,417,000"
1398151,20240321000546,K,밸로프,연구,남,6,-,6,4년 3개월 3일,"52,702,000"
160302,20240320001341,Y,코스모화학,코스모화학(주),남,259,4,263,12년,"82,000,000"
160302,20240320001341,Y,코스모화학,코스모화학(주),남,19,0,19,4년,"43,000,000"
1437858,20240320002053,K,진시스템,전체,남,41,-,41,3.89,"75,868,000"
1437858,20240320002053,K,진시스템,전체,여,32,3,35,2.73,"46,078,000"
1498974,20240408004079,K,큐리옥스바이오시스템즈,사무,남,4,-,4,1년10개월,"119,000,000"
1498974,20240408004079,K,큐리옥스바이오시스템즈,사무,여,5,-,5,1년9개월,"44,000,000"
1498974,20240408004079,K,큐리옥스바이오시스템즈,생산,남,7,-,7,1년10개월,"55,000,000"
1498974,20240408004079,K,큐리옥스바이오시스템즈,생산,여,3,-,3,10개월,"19,000,000"
1498974,20240408004079,K,큐리옥스바이오시스템즈,연구,남,3,-,3,1년8개월,"98,000,000"
1498974,20240408004079,K,큐리옥스바이오시스템즈,연구,여,-,-,-,-,-
1806951,20240321000832,K,폰드그룹,폰드그룹㈜,남,160,45,205,0,"719,000"
1806951,20240321000832,K,폰드그룹,폰드그룹㈜,여,162,120,282,0,"505,000"
583026,20240322000606,K,율호,-,남,23,-,23,3년 9개월,"89,024,000"
583026,20240322000606,K,율호,-,여,12,-,12,3년 4개월,"48,441,000"
578538,20240318000674,K,티피씨글로벌,자동차부품,남,149,-,149,8년5개월,"45,000,000"
578538,20240318000674,K,티피씨글로벌,자동차부품,여,38,-,38,7년6개월,"40,000,000"
323868,20240318000645,K,웹케시,전사,남,159,19,178,8년 2개월,"63,000,000"
323868,20240318000645,K,웹케시,전사,여,83,4,87,5년 2개월,"45,000,000"
142713,20240328000682,K,형지I&C,의류,남,38,-,38,3년7개월,"46,000,000"
142713,20240328000682,K,형지I&C,의류,여,34,-,34,2년0개월,"36,000,000"
149239,20240314001198,Y,조일알미늄,알미늄 압연,남,306,43,349,12,"57,315,000"
149239,20240314001198,Y,조일알미늄,〃,여,19,7,26,11,"40,402,000"
886792,20240318000670,N,루켄테크놀러지스,(주)루켄테크놀러지스,남,96,-,96,3.2,"36,000,000"
886792,20240318000670,N,루켄테크놀러지스,(주)루켄테크놀러지스,여,18,-,18,3.0,"33,000,000"
479787,20240320001790,K,인텍플러스,외관검사장비,남,339,1,340,5년 8개월,"65,000,000"
479787,20240320001790,K,인텍플러스,외관검사장비,여,27,1,28,3년 8개월,"44,000,000"
1033591,20240320001888,K,큐알티,신뢰성 평가 및 종합분석,남,119,-,119,5.3,"84,147,000"
1033591,20240320001888,K,큐알티,신뢰성 평가 및 종합분석,여,40,1,41,5.0,"59,227,000"
260569,20240307000953,K,유니셈,반도체장비,남,742,19,761,4.29,"48,420,000"
260569,20240307000953,K,유니셈,반도체장비,여,61,1,62,3.08,"37,140,000"
115472,20240326000476,E,미주제강,-,남,53,-,55,10,"52,000,000"
115472,20240326000476,E,미주제강,-,여,3,-,3,8,"31,000,000"
610861,20240408003311,N,코스텍시스템,전체,남,55,-,55,7,"67,440,000"
610861,20240408003311,N,코스텍시스템,전체,여,2,-,2,3,"41,313,000"
833064,20240318000715,K,엠플러스,전체,남,321,7,328,3년 5개월,"53,000,000"
833064,20240318000715,K,엠플러스,전체,여,42,8,52,2년 10개월,"38,000,000"
1526806,20240320001497,K,삼기이브이,관리직,남,32,-,32,57,"81,924,000"
1526806,20240320001497,K,삼기이브이,관리직,여,5,-,5,57,"55,615,000"
1526806,20240320001497,K,삼기이브이,기능직,남,20,-,20,105,"83,580,000"
605328,20240320000798,K,씨앤지하이테크,단일사업부문,남,207,-,207,4년 7개월,"54,000,000"
605328,20240320000798,K,씨앤지하이테크,단일사업부문,여,11,-,11,9년 9개월,"67,000,000"
604028,20240320000534,K,피코그램,전체,남,46,4,50,7년1개월,"48,000,000"
604028,20240320000534,K,피코그램,전체,여,54,8,62,6년8개월,"35,000,000"
351995,20240315000617,K,지에스이,도시가스,남,67,11,78,12.8,"82,049,000"
351995,20240315000617,K,지에스이,도시가스,여,3,3,6,6.1,"34,772,000"
1462605,20240319000635,K,지투파워,전사,남,65,-,65,2.4,"84,000,000"
1462605,20240319000635,K,지투파워,전사,여,5,-,5,2.4,"87,000,000"
957373,20240321000513,K,펨트론,-,남,176,-,176,4.7,"53,000,000"
957373,20240321000513,K,펨트론,-,여,31,-,31,4.6,"45,000,000"
263140,20240321000143,E,휴스토리,본사,남,2,-,2,3.5,"2,416,000"
263140,20240321000143,E,휴스토리,본사,여,2,-,2,3.6,"2,714,000"
263140,20240321000143,E,휴스토리,음성공장,남,10,-,10,6.7,"4,526,000"
263140,20240321000143,E,휴스토리,음성공장,여,1,-,1,5.6,"2,872,000"
1062177,20240329002803,K,제놀루션,제놀루션,남,35,6,41,2년4개월,"55,000,000"
1062177,20240329002803,K,제놀루션,제놀루션,여,41,-,41,2년6개월,"41,000,000"
1586455,20240321001400,K,꿈비,전사,남,29,1,30,3년,"43,000,000"
1586455,20240321001400,K,꿈비,전사,여,46,2,48,2년8개월,"43,000,000"
446479,20240401002845,E,신비앤텍,장비제조,남,83,1,84,6년 1개월,"50,000,000"
446479,20240401002845,E,신비앤텍,장비제조,여,6,-,6,1년 5개월,"24,000,000"
1406618,20240312000527,K,비올,의료기기,남,43,5,48,2.0,"52,000,000"
1406618,20240312000527,K,비올,의료기기,여,20,24,44,1.3,"33,000,000"
1685251,20240326000782,K,컨텍,사무직,남,6,-,6,1.1,"127,000,000"
1685251,20240326000782,K,컨텍,사무직,여,9,1,10,1.9,"40,000,000"
1685251,20240326000782,K,컨텍,연구직,남,60,1,62,3.2,"56,000,000"
1685251,20240326000782,K,컨텍,연구직,여,15,-,15,1.7,"44,000,000"
1685251,20240326000782,K,컨텍,기술직,남,4,-,4,1.9,"44,000,000"
1685251,20240326000782,K,컨텍,기술직,여,2,-,2,1.5,"41,000,000"
638487,20240328001775,K,파수,기술직,남,41,7,48,6년7월,"57,000,000"
638487,20240328001775,K,파수,기술직,여,25,1,26,5년8월,"48,000,000"
638487,20240328001775,K,파수,사무직,남,8,1,9,6년8월,"81,000,000"
638487,20240328001775,K,파수,사무직,여,8,1,9,5년4월,"47,000,000"
638487,20240328001775,K,파수,연구직,남,74,-,74,6년11월,"62,000,000"
638487,20240328001775,K,파수,연구직,여,42,-,42,3년11월,"45,000,000"
638487,20240328001775,K,파수,영업직,남,30,3,33,7년,"74,000,000"
638487,20240328001775,K,파수,영업직,여,8,1,9,4년2월,"42,000,000"
101433,20240320000825,Y,경농,제조업,남,286,11,297,9.5,"60,157,000"
101433,20240320000825,Y,경농,제조업,여,67,2,69,7.1,"43,095,000"
535676,20240318000386,K,테크윙,반도체검사장비,남,491,-,491,6년 5개월,"59,000,000"
