corp_code,접수번호,법인구분,법인명,성명,성별,출생년월,직위,담당업무,재직기간,출생연도,age,age_group
00137234,20240320001926,,모베이스전자,이광윤,남,1960년 03월,대표이사,경영 총괄,2021.03~,1960.0,65,60
00137234,20240320001926,,모베이스전자,임기훈,남,1985년 07월,사외이사,경영 전반,2020.03~,1985.0,40,40
00137234,20240320001926,,모베이스전자,박원호,남,1957년 06월,감사,감사,2020.03~,1957.0,68,60
00137234,20240320001926,,모베이스전자,박노헌,남,1971년 02월,상무,"모베이스전자폴란드
법인장",2014.07~,1971.0,54,50
00137234,20240320001926,,모베이스전자,이민형,남,1966년 02월,상무,경영지원실장,1992.04~,1966.0,59,50
00137234,20240320001926,,모베이스전자,박옥봉,남,1965년 10월,상무,생산실장,1999.05~,1965.0,60,60
00137234,20240320001926,,모베이스전자,장병화,남,1954년 07월,사외이사,경영 전반,2020.06~,1954.0,71,70
00137234,20240320001926,,모베이스전자,김남준,남,1971년 08월,상무,"소주모베이스전자
법인장",1999.05~,1971.0,54,50
00137234,20240320001926,,모베이스전자,신준철,남,1962년 12월,상무,기술담당 전문임원,2022.03~,1962.0,63,60
00137234,20240320001926,,모베이스전자,이영희,남,1963년 08월,부사장,연구담당 부사장,2022.07~,1963.0,62,60
00137234,20240320001926,,모베이스전자,차종익,남,1973년 11월,상무,경영사업부장,2014.07~,1973.0,52,50
00137234,20240320001926,,모베이스전자,손병준,남,1962년 12월,회장,경영 총괄,2019.09~,1962.0,63,60
00137234,20240320001926,,모베이스전자,정창엽,남,1972년 09월,상무,"구매실장
부품구매팀장(겸)",1999.04~,1972.0,53,50
00137234,20240320001926,,모베이스전자,김귀선,남,1963년 02월,상무,구매사업부장,2023.02~,1963.0,62,60
00137234,20240320001926,,모베이스전자,강세경,남,1968년 10월,상무,"모베이스전자멕시코
법인장",1992.03~,1968.0,57,50
00137234,20240320001926,,모베이스전자,임춘성,남,1975년 03월,상무,가흥화창 법인장,2022.09~,1975.0,50,50
00137234,20240320001926,,모베이스전자,류연택,남,1973년 01월,상무,비서실장,2022.01~,1973.0,52,50
00137234,20240320001926,,모베이스전자,최정연,남,1959년 03월,사외이사,경영 전반,2023.03~,1959.0,66,60
00137234,20240320001926,,모베이스전자,홍성만,남,1972년 03월,상무,"전산실장
구매담당임원(겸)",1999.02~,1972.0,53,50
00137234,20240320001926,,모베이스전자,홍재수,남,1961년 06월,부사장,제조사업부사장,2017.05~,1961.0,64,60
00137234,20240320001926,,모베이스전자,이주현,남,1968년 07월,상무,연구소장,2011.09~,1968.0,57,50
00137234,20240320001926,,모베이스전자,박기웅,남,1973년 10월,상무,HMI설계실장,1999.04~,1973.0,52,50
00137234,20240320001926,,모베이스전자,김기경,남,1970년 03월,상무,시험개발실장,1996.04~,1970.0,55,50
00137234,20240320001926,,모베이스전자,송기갑,남,1974년 04월,상무,"영업사업부장
구매2실장(겸)",1999.02~,1974.0,51,50
00137234,20240320001926,,모베이스전자,이홍우,남,1973년 10월,상무,전자설계실장,2000.08~,1973.0,52,50
00260611,20240321000276,,웰킵스하이텍,박기태,남,1969년 05월,대표이사,경영총괄,"2023.03.31
신규선임",1969.0,56,50
00260611,20240321000276,,웰킵스하이텍,김준목,남,1962년 09월,대표이사,"경영전략
자문",2021.11.01신규선임,1962.0,63,60
00260611,20240321000276,,웰킵스하이텍,박종한,남,1964년 08월,사내이사,"경영전략
자문",2021.11.01신규선임,1964.0,61,60
00260611,20240321000276,,웰킵스하이텍,이한규,남,1965년 04월,사외이사,"경영전략
자문",2021.11.01신규선임,1965.0,60,60
00260611,20240321000276,,웰킵스하이텍,손영수,남,1967년 11월,사외이사,"경영전략,법률자문",2022.03.31 재선임,1967.0,58,50
00260611,20240321000276,,웰킵스하이텍,정기찬,남,1987년 02월,사내이사,"경영전략
자문",2022.03.31신규선임,1987.0,38,30
00260611,20240321000276,,웰킵스하이텍,이성수,남,1965년 09월,상무,"반도체
본부장",2023.03.31신규선임,1965.0,60,60
00260611,20240321000276,,웰킵스하이텍,김성일,남,1973년 01월,CFO,CFO,2023.03.31신규선임,1973.0,52,50
00260611,20240321000276,,웰킵스하이텍,최영훈,남,1973년 02월,감사,감사,2022.03.31신규선임,1973.0,52,50
00155212,20240618000197,,포스코DX,정덕균,남,1962년 10월,대표이사 사장,사 장,2021년 01월 ~,1962.0,63,60
00155212,20240618000197,,포스코DX,김미영,여,1968년 09월,임원,기술연구소장,2022년 01월 ~ ,1968.0,57,50
00155212,20240618000197,,포스코DX,윤일용,남,1977년 03월,임원,"기술연구소
 AI기술그룹장",2023년 01월 ~ ,1977.0,48,40
00155212,20240618000197,,포스코DX,윤석준,남,1977년 03월,임원,로봇사업추진반장,2023년 01월 ~ ,1977.0,48,40
00155212,20240618000197,,포스코DX,허종열,남,1968년 07월,사내이사,경영기획실장,2023년 01월 ~,1968.0,57,50
00155212,20240618000197,,포스코DX,김지용,남,1962년 03월,기타비상무이사,기타비상무이사,2023년 03월 ~,1962.0,63,60
00155212,20240618000197,,포스코DX,김호원,남,1958년 08월,사외이사,사외이사,2022년 03월 ~,1958.0,67,60
00155212,20240618000197,,포스코DX,성낙연,남,1964년 10월,감사,감사,2021년 03월 ~ ,1964.0,61,60
00155212,20240618000197,,포스코DX,정우식,남,1966년 08월,임원,IT사업실장,2022년 01월 ~,1966.0,59,50
00155212,20240618000197,,포스코DX,권경환,남,1964년 02월,임원,광양EIC사업실장,2021년 01월 ~,1964.0,61,60
00155212,20240618000197,,포스코DX,석재호,남,1967년 03월,임원,물류자동화사업실장,2018년 01월 ~,1967.0,58,50
00155212,20240618000197,,포스코DX,조석주,남,1967년 12월,임원,"물류자동화사업실
 한진택배메가허브추진반장",2021년 01월 ~,1967.0,58,50
00583424,20240307000545,,아모레퍼시픽,서경배,남,1963년 01월,회장,대표이사,2021.03.23~,1963.0,62,60
00583424,20240307000545,,아모레퍼시픽,이재연,여,1974년 04월,이사,"보상위원
ESG위원",2023.03.17~,1974.0,51,50
00583424,20240307000545,,아모레퍼시픽,이상목,남,1970년 03월,경영자,경영지원,2003.07.01~,1970.0,55,50
00583424,20240307000545,,아모레퍼시픽,강병영,남,1969년 07월,경영자,이노베이션센터,1995.01.01~,1969.0,56,50
00583424,20240307000545,,아모레퍼시픽,김영수,남,1967년 09월,경영자,해외,1992.09.16~,1967.0,58,50
00583424,20240307000545,,아모레퍼시픽,정혜진,여,1975년 09월,경영자,프레스티지 브랜드,1999.01.01~,1975.0,50,50
00583424,20240307000545,,아모레퍼시픽,이창규,남,1972년 11월,경영자,라네즈 브랜드,2007.09.10~,1972.0,53,50
00583424,20240307000545,,아모레퍼시픽,나정균,남,1972년 02월,경영자,해외,1998.05.01~,1972.0,53,50
00583424,20240307000545,,아모레퍼시픽,이상호,남,1970년 10월,경영자,커뮤니케이션,2014.02.05~,1970.0,55,50
00583424,20240307000545,,아모레퍼시픽,심혜영,여,1975년 03월,경영자,인사,2009.04.01~,1975.0,50,50
00583424,20240307000545,,아모레퍼시픽,강명구,남,1969년 10월,경영자,SCM,1996.01.01~,1969.0,56,50
00583424,20240307000545,,아모레퍼시픽,김승환,남,1969년 03월,경영자,대표이사,2023.03.17~,1969.0,56,50
00583424,20240307000545,,아모레퍼시픽,고광만,남,1969년 11월,경영자,운영지원,1996.01.01~,1969.0,56,50
00583424,20240307000545,,아모레퍼시픽,권수정,여,1972년 01월,경영자,지식재산,2014.12.01~,1972.0,53,50
00583424,20240307000545,,아모레퍼시픽,김영소,여,1972년 08월,경영자,품질안전연구,1997.02.13~,1972.0,53,50
00583424,20240307000545,,아모레퍼시픽,김왕기,남,1969년 10월,경영자,HBD연구,1995.02.01~,1969.0,56,50
00583424,20240307000545,,아모레퍼시픽,박두배,남,1971년 05월,경영자,TR,2009.08.15~,1971.0,54,50
00583424,20240307000545,,아모레퍼시픽,박찬규,남,1971년 11월,경영자,뷰티 생산,1997.01.01~,1971.0,54,50
00583424,20240307000545,,아모레퍼시픽,박태호,남,1973년 12월,경영자,사업기획,2000.08.01~,1973.0,52,50
00583424,20240307000545,,아모레퍼시픽,이성우,남,1968년 10월,경영자,헬스케어 생산,1992.12.08~,1968.0,57,50
00583424,20240307000545,,아모레퍼시픽,이영진,남,1969년 10월,경영자,넥스트뷰티,2001.06.01~,1969.0,56,50
00583424,20240307000545,,아모레퍼시픽,이정열,남,1967년 03월,경영자,물류,1992.12.08~,1967.0,58,50
00583424,20240307000545,,아모레퍼시픽,이동순,남,1962년 06월,경영자,대표이사,2021.03.19~,1962.0,63,60
00583424,20240307000545,,아모레퍼시픽,이지연,여,1971년 01월,경영자,헤라 브랜드,2007.06.01~,1971.0,54,50
00583424,20240307000545,,아모레퍼시픽,임운섭,남,1971년 01월,경영자,에스트라,2002.02.25~,1971.0,54,50
00583424,20240307000545,,아모레퍼시픽,채병근,남,1967년 05월,경영자,R&I,1992.12.08~,1967.0,58,50
00583424,20240307000545,,아모레퍼시픽,최명종,남,1968년 04월,경영자,SCP,1994.01.01~,1968.0,57,50
00583424,20240307000545,,아모레퍼시픽,홍성봉,남,1972년 07월,경영자,디지털 기술개발,2018.09.15~,1972.0,53,50
00583424,20240307000545,,아모레퍼시픽,김경연,여,1971년 05월,경영자,e커머스,2021.01.01~,1971.0,54,50
00583424,20240307000545,,아모레퍼시픽,김만규,남,1975년 08월,경영자,재경,2002.02.01~,1975.0,50,50
00583424,20240307000545,,아모레퍼시픽,김완기,남,1967년 08월,경영자,헬스케어연구,1995.01.01~,1967.0,58,50
00583424,20240307000545,,아모레퍼시픽,김종하,남,1975년 02월,경영자,력셔리 브랜드,2021.02.01~,1975.0,50,50
00583424,20240307000545,,아모레퍼시픽,노은석,남,1975년 04월,경영자,라네즈 글로벌커머셜,2013.09.01~,1975.0,50,50
00583424,20240307000545,,아모레퍼시픽,박종만,남,1966년 03월,경영자,디지털전략,2023.03.17~,1966.0,59,50
00583424,20240307000545,,아모레퍼시픽,박경전,남,1976년 01월,경영자,뉴마켓,2002.01.01~,1976.0,49,40
00583424,20240307000545,,아모레퍼시픽,박원석,남,1971년 04월,경영자,기반혁신연구,2000.04.17~,1971.0,54,50
00583424,20240307000545,,아모레퍼시픽,서병휘,남,1972년 11월,경영자,R&I,2002.01.01~,1972.0,53,50
00583424,20240307000545,,아모레퍼시픽,오정화,여,1971년 11월,경영자,지속가능경영,1996.01.01~,1971.0,54,50
00583424,20240307000545,,아모레퍼시픽,이명길,남,1971년 04월,경영자,데일리뷰티 생산,2000.01.01~,1971.0,54,50
00583424,20240307000545,,아모레퍼시픽,정창욱,남,1974년 09월,경영자,개발&구매,2001.01.01~,1974.0,51,50
00583424,20240307000545,,아모레퍼시픽,허정원,남,1976년 06월,경영자,크리에이티브센터,2014.10.01~,1976.0,49,40
00583424,20240307000545,,아모레퍼시픽,홍재욱,남,1974년 06월,경영자,뉴커머스,2002.01.01~,1974.0,51,50
00583424,20240307000545,,아모레퍼시픽,노병권,남,1978년 05월,경영자,데일리뷰티 ,2021.06.01~,1978.0,47,40
00583424,20240307000545,,아모레퍼시픽,안재성,남,1974년 03월,경영자,법무,2013.03.25~,1974.0,51,50
00583424,20240307000545,,아모레퍼시픽,이휘성,남,1961년 01월,이사,"감사위원
사외이사후보추천위원
내부거래위원
ESG위원",2022.03.24~,1961.0,64,60
00583424,20240307000545,,아모레퍼시픽,정가윤,여,1984년 09월,경영자,설화수 글로벌마케팅,2022.01.01~,1984.0,41,40
00583424,20240307000545,,아모레퍼시픽,박대훈,남,1975년 08월,경영자,데일리뷰티 영업,2001.01.01~,1975.0,50,50
00583424,20240307000545,,아모레퍼시픽,조영길,남,1969년 09월,경영자,디지털 기술운영,1995.07.19~,1969.0,56,50
00583424,20240307000545,,아모레퍼시픽,심재경,남,1975년 04월,경영자,해외,2002.01.01~,1975.0,50,50
00583424,20240307000545,,아모레퍼시픽,이한숙,여,1983년 04월,경영자,설화수 글로벌커머셜,2022.12.12~,1983.0,42,40
00583424,20240307000545,,아모레퍼시픽,최윤성,여,1980년 02월,경영자,라네즈 글로벌마케팅,2023.02.01~,1980.0,45,40
00583424,20240307000545,,아모레퍼시픽,심민경,여,1972년 12월,경영자,메이크업연구,"1995,01.01~",1972.0,53,50
00583424,20240307000545,,아모레퍼시픽,조긍현,남,1976년 11월,경영자,해외,2002.01.01~,1976.0,49,40
00583424,20240307000545,,아모레퍼시픽,한은영,여,1978년 10월,경영자,R&I,2024.01.15~,1978.0,47,40
00583424,20240307000545,,아모레퍼시픽,조성진,남,1969년 08월,이사,"감사위원
사외이사후보추천위원
내부거래위원",2021.03.19~,1969.0,56,50
00583424,20240307000545,,아모레퍼시픽,김종대,남,1958년 09월,이사,"보상위원
ESG위원",2022.03.24~,1958.0,67,60
00583424,20240307000545,,아모레퍼시픽,안희준,남,1963년 03월,이사,"감사위원
내부거래위원",2022.03.24~,1963.0,62,60
00583424,20240307000545,,아모레퍼시픽,최인아,여,1961년 06월,이사,"사외이사후보추천위원
ESG위원",2022.03.24~,1961.0,64,60
00158316,20240320001115,,NICE,이현석,남,1970년 02월,대표이사,대표이사,2012.11.22 ~,1970.0,55,50
00158316,20240320001115,,NICE,원성문,남,1972년 06월,기술혁신실장,신규사업,2019.01.01~,1972.0,53,50
00158316,20240320001115,,NICE,김영섭,남,1974년 07월,전략기획실장,신규사업,2020.01.01~,1974.0,51,50
00158316,20240320001115,,NICE,안병석,남,1972년 08월,재무실장,재무,2021.01.01~,1972.0,53,50
00158316,20240320001115,,NICE,신종철,남,1973년 04월,정도경영실장,내부감사,2021.01.01~,1973.0,52,50
00158316,20240320001115,,NICE,이익중,남,1973년 12월,IT전략기획실장,IT전략기획,2022.01.01~,1973.0,52,50
00158316,20240320001115,,NICE,백석주,남,1971년 10월,IS혁신실장,IS혁신실,2023.01.01 ~,1971.0,54,50
00158316,20240320001115,,NICE,조대민,남,1971년 04월,전략기획본부장,전략기획,2020.01.01~,1971.0,54,50
00158316,20240320001115,,NICE,김원우,남,1993년 09월,디지털전략본부장,디지털전략,2021.01.01~,1993.0,32,30
00158316,20240320001115,,NICE,윤희웅,남,1965년 10월,이사,경영자문 ,2018.03.30~,1965.0,60,60
00158316,20240320001115,,NICE,심의영,남,1955년 06월,이사,이사회의장,2015.03.27~,1955.0,70,70
00158316,20240320001115,,NICE,전광수,남,1957년 11월,이사,"사외이사 및 
 감사위원
(감사위원장)",2020.03.27~,1957.0,68,60
00158316,20240320001115,,NICE,서정호,남,1964년 03월,이사,"사외이사 및 
 감사위원",2023.03.30~,1964.0,61,60
00158316,20240320001115,,NICE,오광수,남,1960년 11월,이사,"사외이사 및
 감사위원",2019.03.28~,1960.0,65,60
00158316,20240320001115,,NICE,오기섭,남,1966년 01월,IT본부장,IT총괄,2018.05.01~,1966.0,59,50
01365384,20240321000294,,이성씨엔아이,구철회,남,1963년 03월,회장,"경영
총괄",7년 2개월,1963.0,62,60
01365384,20240321000294,,이성씨엔아이,한계섭,남,1938년 04월,고문,자문,7년 2개월,1938.0,87,80
01365384,20240321000294,,이성씨엔아이,이우인,남,1967년 01월,고문,자문,7년 2개월,1967.0,58,50
01365384,20240321000294,,이성씨엔아이,박기선,남,1966년 01월,대표이사,"재무부분/R&D
총괄 ",5년 8개월,1966.0,59,50
01365384,20240321000294,,이성씨엔아이,이명춘,남,1961년 05월,대표이사,원전/화력발전소관련사업총괄,2,1961.0,64,60
01365384,20240321000294,,이성씨엔아이,안석영,남,1970년 04월,이사,자문,5년 8개월,1970.0,55,50
01365384,20240321000294,,이성씨엔아이,손민호,남,1979년 12월,이사,자문,4년 5개월,1979.0,46,40
01365384,20240321000294,,이성씨엔아이,엄효식,남,1964년 12월,감사,자문,1년,1964.0,61,60
01365384,20240321000294,,이성씨엔아이,오민상,남,1965년 12월,이사,경영지원총괄,7년 2개월,1965.0,60,60
01365384,20240321000294,,이성씨엔아이,유신희,남,1972년 11월,이사,재무총괄,3년 3개월,1972.0,53,50
01365384,20240321000294,,이성씨엔아이,김과식,남,1947년 06월,고문,자문,7년 2개월,1947.0,78,70
00145880,20240318000916,,현대제철,서강현,남,1968년 01월,사장,사장,0년1월,1968.0,57,50
00145880,20240318000916,,현대제철,김원배,남,1966년 01월,전무,고로사업본부장,0년10월,1966.0,59,50
00145880,20240318000916,,현대제철,김상용,남,1965년 02월,사외이사,사외이사,5년10월,1965.0,60,60
00145880,20240318000916,,현대제철,홍경태,남,1957년 08월,사외이사,사외이사,4년10월,1957.0,68,60
00145880,20240318000916,,현대제철,유정한,남,1969년 12월,사외이사,사외이사,2년10월,1969.0,56,50
00145880,20240318000916,,현대제철,장금주,여,1971년 08월,사외이사,사외이사,2년10월,1971.0,54,50
00145880,20240318000916,,현대제철,박지순,남,1967년 10월,사외이사,사외이사,1년10월,1967.0,58,50
00249502,20240320000802,,골드앤에스,신승호,남,1969년 02월,대표이사,사업총괄,"2020년 12월 22일
~",1969.0,56,50
00249502,20240320000802,,골드앤에스,양홍걸,남,1971년 03월,사내이사,"교육
사업부문
사업총괄","2020년 12월 22일
~",1971.0,54,50
00249502,20240320000802,,골드앤에스,성재용,남,1962년 12월,사내이사,사업 담당,"2022년 12월 22일
~",1962.0,63,60
00249502,20240320000802,,골드앤에스,이경빈,남,1973년 02월,사외이사," 경영전반에
대한 업무","2020년 12월 22일
~",1973.0,52,50
00249502,20240320000802,,골드앤에스,엄태섭,남,1982년 07월,사외이사," 경영전반에
대한 업무","2020년 12월 22일
~",1982.0,43,40
00249502,20240320000802,,골드앤에스,도은성,남,1980년 01월,사외이사,"경영전반에
대한 업무","022년 12월 22일
~",1980.0,45,40
00249502,20240320000802,,골드앤에스,배준형,남,1977년 01월,상무이사,CFO,2023년 6월 19일~,1977.0,48,40
00249502,20240320000802,,골드앤에스,정성욱,남,1973년 04월,상무이사,사업당당,2021년 09월 01일~,1973.0,52,50
01717170,20240319000392,,상상인제4호스팩,양범,남,1974년 06월,대표이사,"경영
총괄","2023.12.27
~
현재",1974.0,51,50
01717170,20240319000392,,상상인제4호스팩,장용순,남,1975년 06월,기타비상무이사,합병자문,"설립
~
현재",1975.0,50,50
01717170,20240319000392,,상상인제4호스팩,정태홍,남,1974년 05월,사외이사,합병자문,"설립
~
현재",1974.0,51,50
01717170,20240319000392,,상상인제4호스팩,최혜수,여,1985년 10월,감사,감사,"설립
~
현재",1985.0,40,40
00148832,20240516000858,,제주은행,박우혁,남,1963년 06월,대표이사,업무총괄,2022.03.23~현재,1963.0,62,60
00148832,20240516000858,,제주은행,장우천,남,1968년 07월,상무,"리스크관리부
 모형검증팀
안전관리실",2019.01.01 ~ 현재,1968.0,57,50
00148832,20240516000858,,제주은행,김현웅,남,1969년 06월,상무,준법감시부,2022.01.01~현재,1969.0,56,50
00148832,20240516000858,,제주은행,한윤철,남,1968년 10월,상무,소비자보호실,2022.01.01~현재,1968.0,57,50
00148832,20240516000858,,제주은행,안종길,남,1969년 01월,상무,"ICT지원부
정보보호팀
신탁부",2023.01.01~현재,1969.0,56,50
00148832,20240516000858,,제주은행,박찬호,남,1967년 01월,"상임
 감사위원","이사회
 감사위원회",2023.03.22 ~현재,1967.0,58,50
00148832,20240516000858,,제주은행,이원호,남,1959년 05월,사외이사,"이사회(의장)
 위험관리위원회
 임원후보추천위원회",2020.03.25 ~ 현재,1959.0,66,60
00148832,20240516000858,,제주은행,정순여,여,1970년 02월,사외이사,"이사회
 감사위원회
 보수위원회",2020.03.25 ~ 현재,1970.0,55,50
00148832,20240516000858,,제주은행,강영순,남,1962년 12월,사외이사,"이사회
 감사위원회
 임원후보추천위원회",2021.03.24 ~ 현재,1962.0,63,60
00148832,20240516000858,,제주은행,김정희,여,1965년 02월,사외이사,"이사회
 위험관리위원회
 임원후보추천위원회",2021.03.24 ~ 현재,1965.0,60,60
00148832,20240516000858,,제주은행,김일환,남,1966년 11월,"비상임
 이사","이사회
 임원후보추천위원회",2021.03.24 ~ 현재,1966.0,59,50
00148832,20240516000858,,제주은행,권준석,남,1966년 01월,부행장,"미래금융부
여신심사부
경영기획부",2022.01.01 ~ 현재,1966.0,59,50
00148832,20240516000858,,제주은행,강종호,남,1967년 02월,부행장,"영업추진본부
 자금부
 경영지원부",2022.01.01 ~ 현재,1967.0,58,50
00411808,20240320000790,,제이오,강득주,남,1958년 01월,대표이사,대표이사,29년 1개월,1958.0,67,60
00411808,20240320000790,,제이오,박광욱,남,1956년 07월,고문,고문,7년 5개월,1956.0,69,60
00411808,20240320000790,,제이오,현 호,남,1964년 06월,전무,"CFO
(재무총괄)",29년 1개월,1964.0,61,60
00411808,20240320000790,,제이오,박종호,남,1965년 03월,전무,플랜트영업,29년 1개월,1965.0,60,60
00411808,20240320000790,,제이오,홍승만,남,1960년 01월,전무,플랜트영업,6년 6개월,1960.0,65,60
00411808,20240320000790,,제이오,나보성,남,1955년 01월,전무,플랜트영업,4년 7개월,1955.0,70,70
00411808,20240320000790,,제이오,백명진,남,1958년 05월,전무,플랜트영업,5년 3개월,1958.0,67,60
00411808,20240320000790,,제이오,천문수,남,1974년 02월,상무,전계장,23년,1974.0,51,50
00411808,20240320000790,,제이오,김주희,여,1975년 11월,상무,"전지소재사업
총괄",24년,1975.0,50,50
00411808,20240320000790,,제이오,김종명,남,1963년 12월,상무,플랜트영업,6년 10개월,1963.0,62,60
00411808,20240320000790,,제이오,송국경,남,1963년 12월,상무,플랜트영업,3년 10개월,1963.0,62,60
00411808,20240320000790,,제이오,장동식,남,1958년 02월,사장,CTO,1년 1개월,1958.0,67,60
00411808,20240320000790,,제이오,박승희,남,1961년 10월,상무이사,플랜트영업,1년 10개월,1961.0,64,60
00411808,20240320000790,,제이오,이훈직,남,1963년 05월,상무이사,플랜트영업,1년 7개월,1963.0,62,60
00411808,20240320000790,,제이오,김영일,남,1967년 08월,이사,구매관리,27년 11개월,1967.0,58,50
00411808,20240320000790,,제이오,구민춘,남,1968년 01월,이사,플랜트관리,28년 11개월,1968.0,57,50
00411808,20240320000790,,제이오,신관식,남,1976년 11월,이사,플랜트관리,21년,1976.0,49,40
00411808,20240320000790,,제이오,오광희,남,1967년 08월,이사,플랜트관리,12년 4개월,1967.0,58,50
00411808,20240320000790,,제이오,양길종,남,1968년 07월,이사,플랜트영업,6년 6개월,1968.0,57,50
00411808,20240320000790,,제이오,심원,남,1968년 05월,이사,제작관리,2년 10개월,1968.0,57,50
00411808,20240320000790,,제이오,강요섭,남,1986년 04월,이사,"전지소재개발
총괄",9년,1986.0,39,30
00411808,20240320000790,,제이오,신영백,남,1966년 08월,이사,플랜트영업,1년 4개월,1966.0,59,50
00411808,20240320000790,,제이오,조휘용,남,1957년 04월,부사장,플랜트관리,18년 4개월,1957.0,68,60
00411808,20240320000790,,제이오,김석주,남,1975년 03월,이사,경영지원관리,10년 3개월,1975.0,50,50
00411808,20240320000790,,제이오,김길래,남,1967년 05월,부사장,플랜트영업,3년 3개월,1967.0,58,50
00411808,20240320000790,,제이오,정훈기,남,1952년 02월,소장,연구개발 및공정설계,16년,1952.0,73,70
00411808,20240320000790,,제이오,김명동,남,1959년 03월,사외이사,사외이사,2년 2개월,1959.0,66,60
00411808,20240320000790,,제이오,이내성,남,1962년 03월,사외이사,사외이사,1년 9개월,1962.0,63,60
00411808,20240320000790,,제이오,김석주,남,1975년 12월,기타비상무이사,기타비상무이사,2년 11개월,1975.0,50,50
00411808,20240320000790,,제이오,최효근,남,1958년 02월,감사,감사,2년 1개월,1958.0,67,60
00390365,20240318000390,,토비스,김용범,남,1962년 09월,대표이사,경영총괄,1998년 9월~현재,1962.0,63,60
00390365,20240318000390,,토비스,하희조,남,1951년 12월,대표이사,경영총괄,2003년 1월~현재,1951.0,74,70
00390365,20240318000390,,토비스,김영조,남,1961년 12월,이사,사외이사,2020년 3월~현재,1961.0,64,60
00390365,20240318000390,,토비스,김중식,남,1968년 10월,이사,사외이사,2021년 3월~현재,1968.0,57,50
00390365,20240318000390,,토비스,김창후,남,1955년 02월,이사,사외이사,2022년 3월~현재,1955.0,70,70
00390365,20240318000390,,토비스,안영수,남,1966년 04월,감사,감사,2016년 3월~현재,1966.0,59,50
00108612,20240320000618,,DS단석,한승욱,남,1958년 10월,대표이사,"경영전략
총괄",40년 11개월,1958.0,67,60
00108612,20240320000618,,DS단석,김정학,남,1960년 09월,전무이사,"군산1
공장장",2년,1960.0,65,60
00108612,20240320000618,,DS단석,강태화,남,1970년 10월,상무이사,"경영지원
총괄",2년 1개월,1970.0,55,50
00108612,20240320000618,,DS단석,김성수,남,1969년 05월,상무이사,"군산2
공장장",31년,1969.0,56,50
00108612,20240320000618,,DS단석,김성현,남,1970년 06월,상무이사,"정밀기술
영업본부장",4년 3개월,1970.0,55,50
00108612,20240320000618,,DS단석,홍수남,여,1971년 02월,상무이사,"구매금속
총괄",12년 10개월,1971.0,54,50
00108612,20240320000618,,DS단석,임병길,남,1973년 11월,상무이사,"금속기술
총괄",21년 8개월,1973.0,52,50
00108612,20240320000618,,DS단석,박기돈,남,1974년 09월,상무이사,"평택
생산총괄",7년 8개월,1974.0,51,50
00108612,20240320000618,,DS단석,류병관,남,1961년 06월,상무이사,"말레이시아
법인장",1년,1961.0,64,60
00108612,20240320000618,,DS단석,이정현,남,1963년 11월,부사장,"평택공장
공장장",7개월,1963.0,62,60
00108612,20240320000618,,DS단석,장인국,남,1962년 02월,전무이사,"군산1공장
생산관리",1개월,1962.0,63,60
00108612,20240320000618,,DS단석,김종완,남,1972년 11월,대표이사,"준법경영
총괄",23년 11개월,1972.0,53,50
00108612,20240320000618,,DS단석,유재동,남,1971년 12월,상무이사,재무총괄,5년 6개월,1971.0,54,50
00108612,20240320000618,,DS단석,장세훈,남,1975년 07월,상무이사,기획총괄,8년 8개월,1975.0,50,50
00108612,20240320000618,,DS단석,고상혁,남,1972년 06월,상무이사,대외총괄,2년 1개월,1972.0,53,50
00108612,20240320000618,,DS단석,여환섭,남,1968년 06월,사외이사,사외이사,9개월,1968.0,57,50
00108612,20240320000618,,DS단석,심충진,남,1964년 01월,사외이사,사외이사,9개월,1964.0,61,60
00108612,20240320000618,,DS단석,김학자,여,1967년 03월,사외이사,사외이사,9개월,1967.0,58,50
00108612,20240320000618,,DS단석,이철승,남,1975년 06월,상무이사,"바이오
영업총괄",20년 6개월,1975.0,50,50
01791321,20240307000192,,하나30호스팩,전신웅,남,1962년 02월,대표이사,총괄,3개월,1962.0,63,60
01791321,20240307000192,,하나30호스팩,서흥덕,남,1985년 06월,기타비상무이사,"관리/
공시",3개월,1985.0,40,40
01791321,20240307000192,,하나30호스팩,이협수,남,1979년 06월,사외이사,합병자문,3개월,1979.0,46,40
01791321,20240307000192,,하나30호스팩,김기홍,남,1978년 10월,감사,감사,3개월,1978.0,47,40
00492706,20240617000252,,씨싸이트,김상기,남,1959년 11월,"대표
이사","경영
총괄","24년
10개월",1959.0,66,60
00492706,20240617000252,,씨싸이트,권두혁,남,1969년 06월,이사,"영업
4부","17년
2개월",1969.0,56,50
00492706,20240617000252,,씨싸이트,김선희,여,1962년 02월,이사,QA,"8년
1개월",1962.0,63,60
00492706,20240617000252,,씨싸이트,김웅,남,1970년 02월,"기타
비상무이사","경영
자문",4년,1970.0,55,50
00492706,20240617000252,,씨싸이트,소영석,남,1967년 08월,"사외
이사",이사회,9개월,1967.0,58,50
00492706,20240617000252,,씨싸이트,박영국,남,1965년 09월,"사외
이사",이사회,9개월,1965.0,60,60
00492706,20240617000252,,씨싸이트,심현대,남,1964년 07월,"사외
이사",이사회,9개월,1964.0,61,60
00492706,20240617000252,,씨싸이트,서봉수,남,1959년 01월,부사장,부사장,"18년
10개월",1959.0,66,60
00492706,20240617000252,,씨싸이트,최용준,남,1972년 03월,전무,CFO,"3년
10개월",1972.0,53,50
