corp_code,접수번호,사업연도,고유번호,재무제표구분,계정ID,금액
397289,20240320001935,2023,397289,BS,ifrs-full_Assets,211613868286.0
397289,20240320001935,2023,397289,BS,ifrs-full_CurrentAssets,37526385907.0
397289,20240320001935,2023,397289,BS,dart_CurrentDerivativeAsset,
397289,20240320001935,2023,397289,BS,ifrs-full_CashAndCashEquivalents,12732684418.0
397289,20240320001935,2023,397289,BS,ifrs-full_CurrentTaxAssets,30118110.0
397289,20240320001935,2023,397289,BS,ifrs-full_Inventories,6350425723.0
397289,20240320001935,2023,397289,BS,ifrs-full_OtherCurrentAssets,131034044.0
397289,20240320001935,2023,397289,BS,ifrs-full_OtherCurrentFinancialAssets,1683479900.0
397289,20240320001935,2023,397289,BS,ifrs-full_TradeAndOtherCurrentReceivables,16598643712.0
397289,20240320001935,2023,397289,BS,ifrs-full_NoncurrentAssets,174087482379.0
397289,20240320001935,2023,397289,BS,-표준계정코드 미사용-,
397289,20240320001935,2023,397289,BS,-표준계정코드 미사용-,397474983.0
397289,20240320001935,2023,397289,BS,ifrs-full_DeferredTaxAssets,450852605.0
397289,20240320001935,2023,397289,BS,ifrs-full_IntangibleAssetsOtherThanGoodwill,2363973205.0
397289,20240320001935,2023,397289,BS,ifrs-full_InvestmentAccountedForUsingEquityMethod,142394910864.0
397289,20240320001935,2023,397289,BS,ifrs-full_OtherNoncurrentFinancialAssets,3918216008.0
397289,20240320001935,2023,397289,BS,ifrs-full_PropertyPlantAndEquipment,24562054714.0
397289,20240320001935,2023,397289,BS,dart_CapitalSurplus,35089155514.0
397289,20240320001935,2023,397289,BS,dart_OtherComprehensiveIncomeLossAccumulatedAmount,38698017462.0
397289,20240320001935,2023,397289,BS,ifrs-full_Equity,131020493152.0
397289,20240320001935,2023,397289,BS,ifrs-full_IssuedCapital,7695802500.0
397289,20240320001935,2023,397289,BS,ifrs-full_RetainedEarnings,59275925831.0
397289,20240320001935,2023,397289,BS,ifrs-full_TreasuryShares,9738408155.0
397289,20240320001935,2023,397289,BS,ifrs-full_EquityAndLiabilities,211613868287.0
397289,20240320001935,2023,397289,BS,ifrs-full_CurrentLiabilities,63951555053.0
397289,20240320001935,2023,397289,BS,dart_CurrentFinancialGuaranteeLiabilities,577735216.0
397289,20240320001935,2023,397289,BS,dart_CurrentPortionOfBonds,
397289,20240320001935,2023,397289,BS,dart_CurrentProvisionsForProductWarranties,187213453.0
397289,20240320001935,2023,397289,BS,-표준계정코드 미사용-,40250000000.0
