corp_code,접수번호,사업연도,고유번호,재무제표구분,계정ID,금액
397289,20240320001935,2021,397289,BS,ifrs-full_Assets,239709889140.0
397289,20240320001935,2021,397289,BS,ifrs-full_CurrentAssets,65170961318.0
397289,20240320001935,2021,397289,BS,dart_CurrentDerivativeAsset,
397289,20240320001935,2021,397289,BS,ifrs-full_CashAndCashEquivalents,25169421261.0
397289,20240320001935,2021,397289,BS,ifrs-full_CurrentTaxAssets,61381540.0
397289,20240320001935,2021,397289,BS,ifrs-full_Inventories,15632067120.0
397289,20240320001935,2021,397289,BS,ifrs-full_OtherCurrentAssets,4893051153.0
397289,20240320001935,2021,397289,BS,ifrs-full_OtherCurrentFinancialAssets,730039240.0
397289,20240320001935,2021,397289,BS,ifrs-full_TradeAndOtherCurrentReceivables,18685001004.0
397289,20240320001935,2021,397289,BS,ifrs-full_NoncurrentAssets,174538927822.0
397289,20240320001935,2021,397289,BS,-표준계정코드 미사용-,928267223.0
397289,20240320001935,2021,397289,BS,-표준계정코드 미사용-,
397289,20240320001935,2021,397289,BS,ifrs-full_DeferredTaxAssets,511756447.0
397289,20240320001935,2021,397289,BS,ifrs-full_IntangibleAssetsOtherThanGoodwill,2124055916.0
397289,20240320001935,2021,397289,BS,ifrs-full_InvestmentAccountedForUsingEquityMethod,151657080446.0
397289,20240320001935,2021,397289,BS,ifrs-full_OtherNoncurrentFinancialAssets,2178970759.0
397289,20240320001935,2021,397289,BS,ifrs-full_PropertyPlantAndEquipment,17138797031.0
397289,20240320001935,2021,397289,BS,dart_CapitalSurplus,35089155514.0
397289,20240320001935,2021,397289,BS,dart_OtherComprehensiveIncomeLossAccumulatedAmount,1686578861.0
397289,20240320001935,2021,397289,BS,ifrs-full_Equity,147633719564.0
397289,20240320001935,2021,397289,BS,ifrs-full_IssuedCapital,7695802500.0
397289,20240320001935,2021,397289,BS,ifrs-full_RetainedEarnings,111764438844.0
397289,20240320001935,2021,397289,BS,ifrs-full_TreasuryShares,8602256155.0
397289,20240320001935,2021,397289,BS,ifrs-full_EquityAndLiabilities,239709889140.0
397289,20240320001935,2021,397289,BS,ifrs-full_CurrentLiabilities,73110539433.0
397289,20240320001935,2021,397289,BS,dart_CurrentFinancialGuaranteeLiabilities,
397289,20240320001935,2021,397289,BS,dart_CurrentPortionOfBonds,
397289,20240320001935,2021,397289,BS,dart_CurrentProvisionsForProductWarranties,144852038.0
397289,20240320001935,2021,397289,BS,-표준계정코드 미사용-,51176210194.0
397289,20240320001935,2021,397289,BS,ifrs-full_CurrentLeaseLiabilities,75733619.0
397289,20240320001935,2021,397289,BS,ifrs-full_CurrentPortionOfLongtermBorrowings,2000000000.0
397289,20240320001935,2021,397289,BS,ifrs-full_OtherCurrentLiabilities,500208452.0
397289,20240320001935,2021,397289,BS,ifrs-full_TradeAndOtherCurrentPayables,19213535130.0
397289,20240320001935,2021,397289,BS,ifrs-full_Liabilities,92076169576.0
397289,20240320001935,2021,397289,BS,ifrs-full_NoncurrentLiabilities,18965630143.0
397289,20240320001935,2021,397289,BS,dart_LongTermBorrowingsGross,2700000000.0
397289,20240320001935,2021,397289,BS,dart_NonCurrentFinancialGuaranteeLiabilities,509040061.0
397289,20240320001935,2021,397289,BS,dart_PostemploymentBenefitObligations,3744421210.0
397289,20240320001935,2021,397289,BS,-표준계정코드 미사용-,11855000000.0
397289,20240320001935,2021,397289,BS,-표준계정코드 미사용-,
397289,20240320001935,2021,397289,BS,-표준계정코드 미사용-,42698879.0
397289,20240320001935,2021,397289,BS,-표준계정코드 미사용-,67763422.0
397289,20240320001935,2021,397289,BS,ifrs-full_NoncurrentLeaseLiabilities,40706571.0
397289,20240320001935,2021,397289,BS,ifrs-full_OtherNoncurrentLiabilities,6000000.0
397289,20240320001935,2021,397289,CIS,dart_OperatingIncomeLoss,-183040442.0
397289,20240320001935,2021,397289,CIS,dart_OtherGains,2311880102.0
397289,20240320001935,2021,397289,CIS,dart_OtherLosses,2507017959.0
397289,20240320001935,2021,397289,CIS,dart_TotalSellingGeneralAdministrativeExpenses,6504887231.0
397289,20240320001935,2021,397289,CIS,-표준계정코드 미사용-,-195137857.0
397289,20240320001935,2021,397289,CIS,-표준계정코드 미사용-,-217869335.0
397289,20240320001935,2021,397289,CIS,ifrs-full_ComprehensiveIncome,620962300.0
397289,20240320001935,2021,397289,CIS,ifrs-full_CostOfSales,94601200101.0
397289,20240320001935,2021,397289,CIS,ifrs-full_BasicEarningsLossPerShare,-30.0
397289,20240320001935,2021,397289,CIS,ifrs-full_DilutedEarningsLossPerShare,-30.0
397289,20240320001935,2021,397289,CIS,ifrs-full_FinanceCosts,1701021415.0
397289,20240320001935,2021,397289,CIS,ifrs-full_FinanceIncome,1483152080.0
397289,20240320001935,2021,397289,CIS,ifrs-full_GrossProfit,6321846789.0
397289,20240320001935,2021,397289,CIS,ifrs-full_IncomeTaxExpenseContinuingOperations,-131395029.0
397289,20240320001935,2021,397289,CIS,ifrs-full_OtherComprehensiveIncome,1057924533.0
397289,20240320001935,2021,397289,CIS,ifrs-full_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,1057924533.0
397289,20240320001935,2021,397289,CIS,-표준계정코드 미사용-,-374281863.0
397289,20240320001935,2021,397289,CIS,-표준계정코드 미사용-,-215288103.0
397289,20240320001935,2021,397289,CIS,-표준계정코드 미사용-,
397289,20240320001935,2021,397289,CIS,-표준계정코드 미사용-,1647494499.0
397289,20240320001935,2021,397289,CIS,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,290480430.0
397289,20240320001935,2021,397289,CIS,-표준계정코드 미사용-,290480430.0
397289,20240320001935,2021,397289,CIS,ifrs-full_ProfitLoss,-436962233.0
397289,20240320001935,2021,397289,CIS,ifrs-full_ProfitLossBeforeTax,-305567204.0
397289,20240320001935,2021,397289,CIS,ifrs-full_Revenue,100923046890.0
397289,20240320001935,2021,397289,CF,dart_CashAndCashEquivalentsAtBeginningOfPeriodCf,42081595113.0
397289,20240320001935,2021,397289,CF,dart_CashAndCashEquivalentsAtEndOfPeriodCf,25169421261.0
397289,20240320001935,2021,397289,CF,ifrs-full_CashFlowsFromUsedInFinancingActivities,5701833926.0
397289,20240320001935,2021,397289,CF,dart_AcquisitionOfTreasuryShares,1704289400.0
397289,20240320001935,2021,397289,CF,dart_PaymentsOfFinanceLeaseLiabilitiesClassifiedAsFinancingActivities,130751927.0
397289,20240320001935,2021,397289,CF,dart_RepaymentsOfShortTermBorrowings,29752270606.0
397289,20240320001935,2021,397289,CF,-표준계정코드 미사용-,
397289,20240320001935,2021,397289,CF,-표준계정코드 미사용-,
397289,20240320001935,2021,397289,CF,-표준계정코드 미사용-,36171118419.0
397289,20240320001935,2021,397289,CF,-표준계정코드 미사용-,4000000000.0
397289,20240320001935,2021,397289,CF,-표준계정코드 미사용-,
397289,20240320001935,2021,397289,CF,ifrs-full_DividendsPaidClassifiedAsFinancingActivities,1881972560.0
397289,20240320001935,2021,397289,CF,ifrs-full_RepaymentsOfBorrowingsClassifiedAsFinancingActivities,1000000000.0
