,corp_code,해당년도,기초현금및현금성자산,기말현금및현금성자산,영업이익,자산총계,현금및현금성자산,재무활동현금흐름,투자활동현금흐름,유동자산,유동부채,자본총계,자본과부채총계,자본금,부채총계,비유동자산,비유동부채,당기순이익,법인세비용차감전순이익,유형자산,이익잉여금,매출액
91,146560,2022,1383568473.0,3692192093.0,4536793256.0,288181504898.0,3692192093.0,-42307884000.0,-27900751462.0,127719294700.0,157862307603.0,126797247975.0,288181504898.0,6756750000.0,161384256923.0,160462210198.0,3521949320.0,-6228212329.0,-4113705357.0,124533277149.0,117675135865.0,179120077150.0
92,146560,2023,3692192093.0,2345819081.0,24815758270.0,354361282551.0,2345819081.0,95945476408.0,-118355258908.0,103550994815.0,147765776976.0,148550188075.0,354361282551.0,6756750000.0,205811094476.0,250810287736.0,58045317500.0,22812792972.0,28936938266.0,113821292018.0,139373752036.0,358750931119.0
93,147152,2021,21986248261.0,14883307609.0,2038615343.0,223713102635.0,14883307609.0,-3170922735.0,-8324191466.0,91456576263.0,107384309393.0,106662666641.0,223713102635.0,13439992978.0,117050435994.0,132256526372.0,9666126601.0,4755778688.0,5415992923.0,104119174091.0,76373456367.0,245926922697.0
94,147152,2022,14883307609.0,7199008928.0,2883175237.0,239970798111.0,7199008928.0,6350437791.0,-15680471675.0,101385494551.0,112709068431.0,111206827970.0,239970798111.0,13439992978.0,128763970141.0,138585303560.0,16054901710.0,2830929913.0,2488745541.0,109851928273.0,80917617696.0,281563468715.0
95,147152,2023,7199008928.0,7010196664.0,7049540861.0,250511270515.0,7010196664.0,534035853.0,-11491007743.0,116838449383.0,116308424478.0,116178589135.0,250511270515.0,13439992978.0,134332681380.0,133672821132.0,18024256902.0,6570812610.0,6824617236.0,110391195838.0,85889378861.0,325838636373.0
96,147860,2021,1331943399.0,1496870365.0,-8181785151.0,47837810917.0,1496870365.0,7989105021.0,-4584411701.0,9281022407.0,10206734866.0,32357639895.0,47837810917.0,32748686000.0,15480171022.0,38556788510.0,5273436156.0,-16605885974.0,-16605885974.0,37914749894.0,-50438425173.0,73077585705.0
97,147860,2022,1496870365.0,11541741000.0,3428152108.0,149584550289.0,11541741000.0,-4205657152.0,10633727120.0,85242881901.0,77048392196.0,66979471541.0,149584550289.0,55625880000.0,82605078748.0,64341668388.0,5556686552.0,9226034097.0,3484575687.0,53514319688.0,-40480549981.0,136788023955.0
98,147860,2023,11541741000.0,13443359402.0,9483131970.0,103271095148.0,13443359402.0,-16422678290.0,-5000678878.0,40824542683.0,30152646229.0,66524494147.0,103271095148.0,55625880000.0,36746601001.0,62446552465.0,6593954772.0,698426564.0,6080398353.0,56865956669.0,-40935527375.0,202720700696.0
99,151128,2021,33478757645.0,19974169241.0,14707506116.0,450511036331.0,19974169241.0,-9129999636.0,-27181775403.0,372363285186.0,25220860326.0,421344559365.0,450511036331.0,16500000000.0,29166476966.0,78147751145.0,3945616640.0,16840266288.0,24257242501.0,64421308694.0,374285145276.0,196083915586.0
100,151128,2022,19974169241.0,37791085256.0,14271412199.0,463199227427.0,37791085256.0,-10912535179.0,8545175930.0,363324555134.0,29377909046.0,429638108684.0,463199227427.0,16500000000.0,33561118743.0,99874672293.0,4183209697.0,17789582198.0,23103260045.0,60266040176.0,384531204970.0,223860212776.0
101,151128,2023,37791085256.0,31289238289.0,15316223120.0,480607723869.0,31289238289.0,-9093202617.0,-14322466027.0,264954956295.0,26350112574.0,447288642624.0,480607723869.0,16500000000.0,33319081245.0,215652767574.0,6968968671.0,27056265402.0,32244788330.0,61296643906.0,401989404408.0,244258777569.0
102,151605,2021,4323928824.0,18647153043.0,-2014787168.0,76078911654.0,18647153043.0,38241524188.0,-18850256746.0,27495699670.0,40403171010.0,30878782625.0,76078911654.0,5583709200.0,45200129029.0,48583211984.0,4796958019.0,-10836555095.0,-9884608593.0,9175749704.0,-844844764.0,22855752049.0
103,151605,2022,18647153043.0,5870905999.0,4809386585.0,71592594934.0,5870905999.0,20271427302.0,-34808142595.0,44795314930.0,27661835191.0,42869305783.0,71592594934.0,29675456500.0,28723289151.0,26797280004.0,1061453960.0,-29278864831.0,-30309320227.0,10212587536.0,-28916927599.0,33629458706.0
104,151605,2023,5870905999.0,9964526052.0,3062049614.0,74396306223.0,9964526052.0,7413985588.0,-13987526578.0,24446701652.0,22905668851.0,47681775789.0,74396306223.0,43990773000.0,26714530434.0,49949604571.0,3808861583.0,-15584714086.0,-15584714086.0,10230601221.0,-44501641685.0,23941229029.0
105,152039,2021,16284079448.0,8312031616.0,575051437.0,180340624351.0,8312031616.0,4266663065.0,-11722422225.0,31071118686.0,11144566808.0,119500304279.0,180340624351.0,22482126500.0,60840320072.0,149269505665.0,49695753264.0,-3539495126.0,-3283786005.0,15310201925.0,52068989630.0,56442693425.0
106,152039,2022,8312031616.0,15412601635.0,1692700401.0,179460629330.0,15412601635.0,-5808423038.0,580122973.0,35864926290.0,39463410015.0,119984178176.0,179460629330.0,22482126500.0,59476451154.0,143595703040.0,20013041139.0,970982734.0,1853612796.0,12890241810.0,53777453063.0,65845882966.0
107,152039,2023,15412601635.0,26116005345.0,8010310169.0,187550845985.0,26116005345.0,-14662325853.0,21988340844.0,57755770131.0,34450616483.0,136028597057.0,187550845985.0,22482126500.0,51522248928.0,129795075854.0,17071632445.0,16202508913.0,18317863468.0,12435618164.0,32469318906.0,94148804516.0
108,155124,2021,50411148.0,31312920.0,4606139183.0,153372316518.0,31312920.0,-7598202250.0,4528791470.0,29891975428.0,46229563796.0,101853242994.0,153372316518.0,7312733000.0,51519073524.0,123480341090.0,5289509728.0,-7244366154.0,-6516975754.0,951962986.0,58204761000.0,15313992867.0
109,155124,2022,31312920.0,9638143.0,5386734357.0,159589140730.0,9638143.0,1564006650.0,-5694710095.0,40075076457.0,50029977114.0,105177704394.0,159589140730.0,7312733000.0,54411436336.0,119514064273.0,4381459222.0,4976037691.0,-4968377652.0,543516307.0,61531705400.0,15675222570.0
110,155124,2023,9638143.0,9598087.0,5279762310.0,162830619349.0,9598087.0,-9361031670.0,6915968616.0,40776013620.0,39527288066.0,122940363144.0,162830619349.0,7312733000.0,39890256205.0,122054605729.0,362968139.0,20513067490.0,16829141186.0,877792779.0,79294612450.0,16555435892.0
111,156354,2021,9282883096.0,620487813.0,3549695966.0,421799779928.0,620487813.0,8055736228.0,-21010591937.0,193826076820.0,163159691430.0,219334968611.0,421799779928.0,9536140000.0,202464811317.0,227973703108.0,39305119887.0,7194097580.0,9564140856.0,150712215220.0,196533505735.0,475822046137.0
112,156354,2022,620487813.0,1580739307.0,5862308124.0,444294935879.0,1580739307.0,4884678616.0,-25674677040.0,213301393127.0,176732304055.0,235563126332.0,444294935879.0,9536140000.0,208731809547.0,230993542752.0,31999505492.0,7815854001.0,8578773330.0,152997755625.0,212761663456.0,545043427799.0
113,156354,2023,1580739307.0,338966835.0,18441961252.0,484292607606.0,338966835.0,12953492574.0,-32839535993.0,236617269960.0,206091441616.0,239078520665.0,484292607606.0,9536140000.0,245214086941.0,247675337646.0,39122645325.0,13157486138.0,14764763937.0,159840185868.0,216277057789.0,625977305804.0
114,157539,2021,2403076109.0,9908516467.0,-3489059643.0,157255132351.0,9908516467.0,10212544443.0,-4736548430.0,58966015957.0,40233289983.0,104669814040.0,157255132351.0,5750000000.0,52585318311.0,98289116394.0,12352028328.0,973290402.0,546233009.0,46791426132.0,92360047259.0,114488578805.0
115,157539,2022,9908516467.0,970735368.0,8491992538.0,206625576135.0,970735368.0,37313903536.0,-44714768224.0,79504890867.0,67017959248.0,107576061611.0,206625576135.0,5750000000.0,99049514524.0,127120685268.0,32031555276.0,4316607720.0,5413062508.0,45601992409.0,95266294830.0,163437423477.0
116,157539,2023,970735368.0,1293802628.0,6463251395.0,218228693884.0,1293802628.0,-970898094.0,-2918038845.0,77099868104.0,65298947253.0,118371164014.0,218228693884.0,5750000000.0,99857529870.0,141128825780.0,34558582617.0,4371200608.0,4289438251.0,53356477014.0,97906879112.0,186779370562.0
117,160418,2021,39592144023.0,24053815477.0,16057163503.0,450396552557.0,24053815477.0,-23275270733.0,-13116203569.0,269159243315.0,231370879630.0,206029363440.0,450396552557.0,30450420000.0,244367189117.0,181237309242.0,12996309487.0,17365436160.0,29256901098.0,132406048278.0,157815062040.0,626502182942.0
118,160418,2022,24053815477.0,11804900175.0,14724318434.0,486136592873.0,11804900175.0,6283092673.0,-32111307719.0,272913373341.0,251197863500.0,229532102577.0,486136592873.0,30450420000.0,256604490296.0,213223219532.0,5406626796.0,22719487501.0,26927489016.0,138513002391.0,181510556662.0,766770906185.0
119,160418,2023,11804900175.0,6862142227.0,30906686698.0,491146711485.0,6862142227.0,-34179959691.0,-3758993578.0,274509572002.0,231865773858.0,254244286629.0,491146711485.0,30450420000.0,236902424856.0,216637139483.0,5036650998.0,34786677713.0,48126864081.0,137882653790.0,206022669599.0,872849779884.0
120,162832,2021,9297013227.0,3466296719.0,-3998908664.0,201746605981.0,3466296719.0,5432604750.0,-4898742133.0,72967060822.0,91196675852.0,92338221452.0,201746605981.0,14945664000.0,109408384529.0,128779545159.0,18211708677.0,-13253393927.0,-15610194623.0,106031387559.0,42044375056.0,138455226969.0
121,162832,2022,3466296719.0,19425186690.0,11598008612.0,230715668436.0,19425186690.0,7710796558.0,-9239261534.0,100594707835.0,115131362967.0,102634058860.0,230715668436.0,15737648000.0,128081609576.0,130120960601.0,12950246609.0,5270344890.0,6733411770.0,76398181574.0,48228567951.0,165091176507.0
122,162832,2023,19425186690.0,28202625978.0,11907103304.0,228195444725.0,28202625978.0,-12044361479.0,-286925752.0,97853982835.0,106111674952.0,108117281689.0,228195444725.0,15766273000.0,120078163036.0,130341461890.0,13966488084.0,5807412647.0,7287350142.0,77086623709.0,53373923871.0,158425391835.0
123,164502,2021,15019541494.0,12823334768.0,11532572282.0,164943210489.0,12823334768.0,-2026602265.0,-14963496985.0,95389807011.0,43355324427.0,119742274746.0,164943210489.0,7670000000.0,45200935743.0,69553403478.0,1845611316.0,11081871836.0,14876594162.0,28169620718.0,95046002409.0,235627185029.0
124,164502,2022,12823334768.0,20823981114.0,15472508006.0,188806346434.0,20823981114.0,-2307801705.0,-9407607367.0,113099416566.0,55850715322.0,131927710986.0,188806346434.0,7670000000.0,56878635448.0,75706929868.0,1027920126.0,13111121841.0,16850898438.0,26656898558.0,106474564376.0,264472240069.0
125,164502,2023,20823981114.0,39028445081.0,15296659966.0,217517343025.0,39028445081.0,-2843387403.0,-13754735829.0,128029963527.0,73303012387.0,141816964468.0,217517343025.0,7670000000.0,75700378557.0,89487379498.0,2397366170.0,15813116688.0,19118845725.0,42203311439.0,117821378271.0,292602577263.0
126,164742,2021,469990000000.0,653462000000.0,661623000000.0,79758300000000.0,653462000000.0,-989369000000.0,-4491580000000.0,23330493000000.0,20043791000000.0,52675012000000.0,79758300000000.0,1488993000000.0,27083288000000.0,56427807000000.0,7039497000000.0,645526000000.0,989847000000.0,25264360000000.0,49094270000000.0,55605120000000.0
127,164742,2022,653462000000.0,4897550000000.0,2828569000000.0,83412349000000.0,4897550000000.0,-3207408000000.0,1175877000000.0,23819313000000.0,21443574000000.0,55755815000000.0,83412349000000.0,1488993000000.0,27656534000000.0,59593036000000.0,6212960000000.0,3701958000000.0,4175475000000.0,25644467000000.0,52028878000000.0,65308350000000.0
128,164742,2023,4897550000000.0,6995325000000.0,6670971000000.0,85064635000000.0,6995325000000.0,-6570021000000.0,-5035771000000.0,21797281000000.0,18594079000000.0,60787169000000.0,85064635000000.0,1488993000000.0,24277466000000.0,63267354000000.0,5683387000000.0,7343003000000.0,9675202000000.0,26699459000000.0,56425494000000.0,78033758000000.0
129,164788,2021,715860000000.0,699948000000.0,1358350000000.0,32576208000000.0,699948000000.0,-560554000000.0,-1737049000000.0,15461247000000.0,6411865000000.0,24578908000000.0,32576208000000.0,491096000000.0,7997300000000.0,17114961000000.0,1585435000000.0,1426648000000.0,1918759000000.0,6959870000000.0,23708066000000.0,27328555000000.0
130,164788,2022,699948000000.0,1024760000000.0,1405333000000.0,34782050000000.0,1024760000000.0,-599877000000.0,-1430587000000.0,16515045000000.0,7109444000000.0,26088427000000.0,34782050000000.0,491096000000.0,8693623000000.0,18267005000000.0,1584179000000.0,1576460000000.0,2049859000000.0,7187351000000.0,24967441000000.0,34052113000000.0
131,164788,2023,1024760000000.0,1435435000000.0,1161687000000.0,35577102000000.0,1435435000000.0,-1770250000000.0,-1631650000000.0,16095972000000.0,6922025000000.0,27211953000000.0,35577102000000.0,491096000000.0,8365149000000.0,19481130000000.0,1443124000000.0,1814899000000.0,2185846000000.0,7146617000000.0,26203527000000.0,38970304000000.0
132,166272,2021,21149963296.0,2451186269.0,-44106807775.0,313256316420.0,2451186269.0,4709164036.0,-1630514428.0,40742678183.0,117871477480.0,173966818782.0,313256316420.0,25025626000.0,139289497638.0,272513638237.0,21418020158.0,-35596901129.0,-41355266191.0,5749176595.0,149652457707.0,78218309698.0
133,166272,2022,2451186269.0,2106199701.0,6598276504.0,346742320855.0,2106199701.0,9676054816.0,-13779416883.0,47486046411.0,150317314573.0,177660347953.0,346742320855.0,25025626000.0,169081972902.0,299256274444.0,18764658329.0,7071297850.0,7601140368.0,6924183851.0,161779457075.0,115516620925.0
134,166272,2023,2106199701.0,3176006199.0,16156377292.0,452833622409.0,3176006199.0,-50117767309.0,28831652287.0,124309000455.0,236583361246.0,179632353542.0,452833622409.0,25025626000.0,273201268867.0,328524621954.0,36617907621.0,9983426571.0,10157761949.0,64281949464.0,164372748085.0,273585305760.0
135,173069,2021,5041370397.0,12944213239.0,4329748796.0,58082815501.0,12944213239.0,26000000000.0,-18228207165.0,23019087620.0,34868504763.0,10914310734.0,58082815501.0,6846459000.0,47168504767.0,35063727881.0,12300000004.0,6389088276.0,6389088276.0,28808931232.0,-4267738557.0,49325693943.0
136,173069,2022,12944213239.0,2572063668.0,10595588680.0,67796315909.0,2572063668.0,11004180004.0,-21363285015.0,23334420834.0,39683241596.0,12206900397.0,67796315909.0,6846459000.0,55589415512.0,44461895075.0,15906173916.0,3068070912.0,3504711567.0,28793412018.0,-1199667645.0,66840072518.0
137,173069,2023,2572063668.0,2491010794.0,2984334033.0,76696219680.0,2491010794.0,3209202645.0,-14947468468.0,23974177042.0,47553496558.0,14085073690.0,76696219680.0,6846459000.0,62611145990.0,52722042638.0,15057649432.0,1816749619.0,2496836452.0,28552154950.0,617081974.0,71666771025.0
138,173078,2021,40405867016.0,34250078245.0,10554673911.0,225143675006.0,34250078245.0,-9761003753.0,-4572090324.0,94074066358.0,31232037102.0,171555428064.0,225143675006.0,26235066500.0,53588246942.0,131069608648.0,22356209840.0,11196766103.0,12320145795.0,70478762861.0,-88932242484.0,159989291922.0
139,173078,2022,34250078245.0,41182485865.0,18767916714.0,231637524970.0,41182485865.0,-16615967024.0,192914265.0,110667791556.0,32354737907.0,188409463213.0,231637524970.0,26235066500.0,43228061757.0,120969733414.0,10873323850.0,17058670448.0,22665480648.0,62235607106.0,-72106907439.0,180302623798.0
140,173078,2023,41182485865.0,47344672534.0,14215602603.0,216098267696.0,47344672534.0,-22136926713.0,-8460717164.0,91012259374.0,10207330944.0,203065384114.0,216098267696.0,26235066500.0,13032883582.0,125086008322.0,2825552638.0,14807590082.0,17380537025.0,56786640536.0,55952093555.0,167028659727.0
141,173591,2021,19925726198.0,11984529006.0,15202968726.0,300993250961.0,11984529006.0,-219868746.0,-43676616760.0,89100429381.0,43393742946.0,233661182570.0,300993250961.0,4175000000.0,67332068391.0,211892821580.0,23938325445.0,26976887435.0,32042203243.0,152418040227.0,198359360806.0,210094466852.0
142,173591,2022,11984529006.0,21205197544.0,14982919221.0,310570284956.0,21205197544.0,-254764554.0,-26615821879.0,121686594086.0,44946526270.0,243314792516.0,310570284956.0,4175000000.0,67255492440.0,188883690870.0,22308966170.0,16276122211.0,19748574826.0,140088447593.0,216058900032.0,171133634720.0
143,173591,2023,21205197544.0,34456843273.0,5906879018.0,462467731465.0,34456843273.0,-198704250.0,-26689617458.0,245824408292.0,72777740030.0,356738255896.0,462467731465.0,4175000000.0,105729475569.0,216643323173.0,32951735539.0,12732951871.0,14825821734.0,119479202847.0,226449863256.0,193044822258.0
144,175173,2021,32411416141.0,15488365746.0,-5340309077.0,196652280805.0,15488365746.0,-4050748214.0,-12898844097.0,65249027014.0,83872752669.0,109890414720.0,196652280805.0,14000000000.0,86761866085.0,131403253791.0,2889113416.0,-11178324239.0,-15649085317.0,56872292197.0,67948611251.0,83387059635.0
145,175173,2022,15488365746.0,9103799728.0,-4730446751.0,174724093771.0,9103799728.0,-7075816440.0,1804637461.0,81935176936.0,77655213266.0,94853074815.0,174724093771.0,14000000000.0,79871018956.0,92788916835.0,2215805690.0,-13649506190.0,-17044188881.0,20577352124.0,53766105061.0,93986976357.0
146,175173,2023,9103799728.0,12200664858.0,17316700315.0,141175721969.0,12200664858.0,-37477036440.0,33686392701.0,78556519551.0,44713026455.0,94048142188.0,141175721969.0,14000000000.0,47127579781.0,62619202418.0,2414553326.0,1974734069.0,10399996689.0,21809022926.0,55207839130.0,130805220058.0
147,180795,2021,44716231.0,638782092.0,7280597759.0,215443825956.0,638782092.0,120934869047.0,304067625.0,80598636046.0,88222179974.0,95163919481.0,215443825956.0,5000000000.0,120279906475.0,134845189910.0,32057726501.0,7510536204.0,8452831841.0,87815799119.0,88689987310.0,207788910487.0
148,180795,2022,638782092.0,495368854.0,7431622966.0,233019596134.0,495368854.0,223586234559.0,5589773734.0,85020276738.0,92473931623.0,100458935831.0,233019596134.0,5000000000.0,132560660303.0,147999319396.0,40086728680.0,6211433994.0,7265559131.0,98284600259.0,93992714494.0,236142858480.0
149,180795,2023,495368854.0,556188558.0,6034796943.0,249543466994.0,556188558.0,237138135571.0,5386220942.0,72366953414.0,91647626860.0,110788304715.0,249543466994.0,5000000000.0,138755162279.0,177176513580.0,47107535419.0,13097916100.0,14684621560.0,97711535299.0,104315651630.0,233595269950.0
150,191588,2021,12300159156.0,7537324101.0,9549369585.0,270679643944.0,7537324101.0,-4172695380.0,-7457474060.0,152524445357.0,47757285287.0,218726735664.0,270679643944.0,20000000000.0,51952908280.0,118155198587.0,4195622993.0,8804033367.0,11801008521.0,88937030137.0,133113597000.0,299952544414.0
151,191588,2022,7537324101.0,35561293871.0,16532526342.0,293690103032.0,35561293871.0,-4172695380.0,27295381405.0,172700064210.0,58632016361.0,230780833592.0,293690103032.0,20000000000.0,62909269440.0,120990038822.0,4277253079.0,13013317992.0,16979268799.0,76017320762.0,146008828104.0,364111085653.0
152,191588,2023,35561293871.0,20763279974.0,16504971399.0,303735700802.0,20763279974.0,-4172695380.0,-28472485121.0,193498230558.0,56945223537.0,242511942264.0,303735700802.0,20000000000.0,61223758538.0,110237470244.0,4278535001.0,16609053116.0,21640902270.0,72547703673.0,157291360636.0,359058169925.0
153,202060,2021,7527998280.0,9396179289.0,3116845817.0,150871223956.0,9396179289.0,918724777.0,-8015307284.0,45091002761.0,47993666265.0,61940306583.0,150871223956.0,13197087000.0,88930917373.0,105780221195.0,40937251108.0,2852889605.0,3528227470.0,78656231393.0,29753905082.0,101636678012.0
154,202060,2022,9396179289.0,7698557781.0,4306931912.0,154122359998.0,7698557781.0,-3829225225.0,-5929146578.0,51901887930.0,57968849634.0,65682721953.0,154122359998.0,13197087000.0,88439638045.0,102220472068.0,30470788411.0,2971277432.0,3814517484.0,75915817250.0,32486867055.0,116246951667.0
155,202060,2023,7698557781.0,4280047840.0,8069142806.0,217443108749.0,4280047840.0,19749449709.0,-41068126766.0,60469590406.0,94870704297.0,77238890508.0,217443108749.0,13705202500.0,140204218241.0,156973518343.0,45333513944.0,7565875080.0,5933984702.0,131050258556.0,39264727812.0,145144868861.0
156,230814,2021,33301917228.0,7843074872.0,1377704443.0,31015189281.0,7843074872.0,-42016398415.0,22975772488.0,18221467591.0,10661313943.0,16691906111.0,31015189281.0,16601391600.0,14323283170.0,12793721690.0,3661969227.0,-86700569685.0,-7516152248.0,3717785597.0,-278383666403.0,42609779117.0
157,230814,2022,7843074872.0,4212413229.0,2588627982.0,44022327179.0,4212413229.0,5969109637.0,-9362859283.0,34297023550.0,7377277725.0,34696259252.0,44022327179.0,26601391600.0,9326067927.0,9725303629.0,1948790202.0,9733818592.0,9797045685.0,4603833046.0,-268839964270.0,43538763389.0
158,230814,2023,4212413229.0,10257058207.0,4814018015.0,54191812464.0,10257058207.0,-234145332.0,-4908740282.0,32915838292.0,9745706123.0,43420174591.0,54191812464.0,27105169800.0,10771637873.0,21275974172.0,1025931750.0,8202050323.0,8205984092.0,17869444201.0,-260822594234.0,63663274097.0
159,238977,2021,3058006307.0,830767534.0,-3272176225.0,42241136033.0,830767534.0,-34556511.0,-1599139949.0,18769645140.0,28028188606.0,11984833036.0,42241136033.0,31144371500.0,30256302997.0,23471490893.0,2228114391.0,-2230909455.0,-2382117186.0,21958105096.0,-29268904684.0,23989268677.0
160,238977,2022,830767534.0,687849616.0,-3624580538.0,38117199204.0,687849616.0,1192272103.0,274356508.0,13532632889.0,26101898387.0,9062217065.0,38117199204.0,31144371500.0,29054982139.0,24584566315.0,2953083752.0,-2969323024.0,-2907665752.0,21434480469.0,-32108965455.0,26878063406.0
161,238977,2023,687849616.0,1783268724.0,-2389837259.0,33264919002.0,1783268724.0,-3632666250.0,7747266781.0,13567921525.0,10553751070.0,19018004161.0,33264919002.0,37419820500.0,14246914841.0,19696997477.0,3693163771.0,-2017550566.0,-1744236271.0,18340842932.0,-34577908490.0,27607517953.0
162,259545,2021,4331852053.0,9391959413.0,-3921840566.0,457862380985.0,9391959413.0,64193145602.0,-58443054110.0,92224887215.0,181961725035.0,123855636279.0,457862380985.0,21802165000.0,334006744706.0,365637493770.0,152045019671.0,-50690022334.0,-49948781112.0,75320541248.0,-44264569450.0,180681097527.0
163,259545,2022,9391959413.0,4762966191.0,16283216722.0,477812229528.0,4762966191.0,-25698988966.0,-7017148486.0,133715440638.0,264198747272.0,134702114618.0,477812229528.0,21823923000.0,343110114910.0,344096788890.0,78911367638.0,11367585215.0,12900447254.0,69884669228.0,47760856577.0,215016870219.0
164,259545,2023,4762966191.0,1152353979.0,2587854089.0,450374640813.0,1152353979.0,-1297509811.0,-19344823567.0,151460820684.0,259831969377.0,129954469371.0,450374640813.0,22829138500.0,320420171442.0,298913820129.0,60588202065.0,-13479358598.0,-15620613133.0,66669702617.0,33871440983.0,241620472077.0
165,262266,2021,2485755410.0,3042069411.0,3774225460.0,75083981422.0,3042069411.0,7377260367.0,-10473064453.0,34097005812.0,25971032671.0,36225567134.0,75083981422.0,762130000.0,38858414288.0,40986975610.0,12887381617.0,3791818673.0,4288374489.0,32325835442.0,33313966517.0,59096247022.0
166,262266,2022,3042069411.0,7822192690.0,2753382474.0,80455070331.0,7822192690.0,335455653.0,-2473192270.0,39800184571.0,38131597095.0,39650787677.0,80455070331.0,4267928000.0,40804282654.0,40654885760.0,2672685559.0,3322524020.0,3044934627.0,31471068091.0,35547829497.0,68617808568.0
167,262266,2023,7822192690.0,6014860641.0,9796377029.0,94859740698.0,6014860641.0,-4537374634.0,-8809549130.0,55147211472.0,43934837459.0,48583541972.0,94859740698.0,4267928000.0,46276198726.0,39712529226.0,2341361267.0,9449803386.0,9776756008.0,36638416895.0,44480583792.0,99848743018.0
168,295857,2021,1185402246.0,1001395729.0,2600962020.0,310906927227.0,1001395729.0,7078400698.0,-9551329071.0,120680372938.0,69261664373.0,48628882436.0,310906927227.0,19532128000.0,262278044791.0,190226554289.0,193016380418.0,6887861932.0,6887861932.0,145672975908.0,-21100617841.0,206306995509.0
169,295857,2022,1001395729.0,3910823040.0,6386995355.0,323927973864.0,3910823040.0,133491170.0,-7802871833.0,125759218709.0,281221833222.0,32566621877.0,323927973864.0,19532128000.0,291361351987.0,198168755155.0,10139518765.0,-20451458081.0,-20287586380.0,142184783677.0,-42408405755.0,221718479209.0
170,295857,2023,3910823040.0,2707658702.0,-18081811477.0,315892797266.0,2707658702.0,-17612880180.0,-1365340809.0,118490583852.0,295548098794.0,14011155505.0,315892797266.0,21393028000.0,301881641761.0,197402213414.0,6333542967.0,-30167913686.0,-30634158824.0,134700051780.0,-73514866161.0,204183041734.0
171,300405,2021,1904005481.0,71468324.0,1792009856.0,75297120654.0,71468324.0,-502331495.0,-2315481191.0,16477827903.0,32767811627.0,38063797647.0,75297120654.0,11721456000.0,37233323007.0,58819292751.0,4465511380.0,1633417830.0,1633417830.0,13379702047.0,1650214505.0,79538931253.0
172,300405,2022,71468324.0,5372377485.0,-116173342.0,78257437914.0,5372377485.0,11424198231.0,-11331018187.0,23964900383.0,29674728420.0,38744650981.0,78257437914.0,15871456000.0,39512786933.0,54292537531.0,9838058513.0,-8618096762.0,-8618096762.0,14737998069.0,-7048278632.0,89396123207.0
173,300405,2023,5372377485.0,2168091767.0,1878400441.0,77278804062.0,2168091767.0,-4438248872.0,-2532144273.0,24475590757.0,30040321434.0,34851505912.0,77278804062.0,15871456000.0,42427298150.0,52803213305.0,12386976716.0,-6757066432.0,-6757066432.0,18969481307.0,-13857463905.0,127912066979.0
174,302582,2021,6796816946.0,4943740023.0,-15579234466.0,223097272293.0,4943740023.0,-1797522544.0,56591609.0,71703016075.0,107591886683.0,98620296084.0,223097272293.0,8284594000.0,124476976209.0,151394256218.0,16885089526.0,-13698712498.0,-15377105508.0,44779153192.0,61135098120.0,84443228036.0
175,302582,2022,4943740023.0,2374104959.0,-14681920251.0,236531792923.0,2374104959.0,-8898075354.0,14243906947.0,112004066153.0,135089703015.0,91165022761.0,236531792923.0,8284594000.0,145366770162.0,124527726770.0,10277067147.0,-8112507804.0,-15223450222.0,19987968701.0,53679824797.0,99492777718.0
176,302582,2023,2374104959.0,4207445916.0,-13320607058.0,205942543798.0,4207445916.0,-10333678515.0,3444321566.0,86535213988.0,126091657063.0,73412269362.0,205942543798.0,8284594000.0,132530274436.0,119407329810.0,6438617373.0,-17853393304.0,-11136401244.0,18575958254.0,35927071398.0,87622355263.0
177,305668,2021,25706639611.0,36001909915.0,1024514388.0,230495609048.0,36001909915.0,-3204726833.0,-3835399807.0,84394658289.0,18404599701.0,209634737514.0,230495609048.0,9600000000.0,20860871534.0,146100950759.0,2456271833.0,9524211789.0,12254584834.0,36091006365.0,189988834419.0,100333636149.0
178,305668,2022,36001909915.0,59691507752.0,-3032188554.0,215179702121.0,59691507752.0,-3055492979.0,27222170639.0,86417678759.0,15632412834.0,197541358459.0,215179702121.0,9600000000.0,17638343662.0,128762023362.0,2005930828.0,-11228227628.0,-12369298576.0,19203027437.0,178036136832.0,103158368305.0
179,305668,2023,59691507752.0,29932216807.0,-4612123720.0,218153145831.0,29932216807.0,-3231899211.0,-37344621923.0,86921280171.0,16513981897.0,199471624285.0,218153145831.0,9600000000.0,18681521546.0,131231865660.0,2167539649.0,4629991868.0,4379899172.0,18830577101.0,179872866236.0,107027947699.0
180,338170,2021,8472767489.0,6591594427.0,9836986078.0,70436186922.0,6591594427.0,-3071934541.0,-3619350419.0,49268833738.0,8573435071.0,61316916078.0,70436186922.0,500000000.0,9119270844.0,21167353184.0,545835773.0,8747214388.0,10825879755.0,15330829001.0,60867570528.0,96406153941.0
181,338170,2022,6591594427.0,10424054042.0,9824209516.0,82737723526.0,10424054042.0,-4519383646.0,1947372857.0,52053920666.0,11783436469.0,70733793175.0,82737723526.0,3000000000.0,12003930351.0,30683802860.0,220493882.0,11563336113.0,13813645762.0,24899564394.0,67784447625.0,111517295493.0
