,corp_code,해당년도,기초현금및현금성자산,기말현금및현금성자산,영업이익,자산총계,현금및현금성자산,재무활동현금흐름,투자활동현금흐름,유동자산,유동부채,자본총계,자본과부채총계,자본금,부채총계,비유동자산,비유동부채,당기순이익,법인세비용차감전순이익,유형자산,이익잉여금,매출액
77,138242,2023,94765997718.0,45401145529.0,4976149644.0,2586314271403.0,45401145529.0,290051163243.0,-349866158349.0,1100670525426.0,861659616196.0,1085140745108.0,2586314271403.0,934780120000.0,1501173526295.0,1485643745977.0,639513910099.0,14758379544.0,1185824084.0,1192615641353.0,-1142596326017.0,3780018267767.0
78,139083,2021,22909717402.0,4220022846.0,-1583455667.0,393876082966.0,4220022846.0,-16828609302.0,-38293267358.0,100737399652.0,111013295697.0,204980045080.0,393876082966.0,19403291000.0,188896037886.0,293138683314.0,77882742189.0,1900272535.0,-2928265128.0,209821580091.0,96820693073.0,262302238568.0
79,139083,2022,4220022846.0,7309365182.0,13277382089.0,453103873392.0,7309365182.0,2731519671.0,-33037999250.0,129653756642.0,138268598510.0,239266646561.0,453103873392.0,19403291000.0,213837226831.0,323450116750.0,75568628321.0,29591897447.0,30146778226.0,218609350217.0,129098468195.0,270459433849.0
80,139083,2023,7309365182.0,26401893182.0,34391440450.0,664704341961.0,26401893182.0,94733251886.0,-130529298968.0,211600235387.0,248695455567.0,290423696530.0,664704341961.0,19403291000.0,374280645431.0,453104106574.0,125585189864.0,49521375012.0,53625238098.0,210654448922.0,178779637515.0,359105047199.0
81,139153,2021,327165212.0,436354969.0,12759974586.0,416267422083.0,436354969.0,56911775819.0,-38445978373.0,165583046152.0,203624493344.0,157596522467.0,416267422083.0,17084685000.0,258670899616.0,250684375931.0,55046406272.0,11289700752.0,13351098208.0,176949530645.0,105359595124.0,932302116394.0
82,139153,2022,436354969.0,911144082.0,15762767428.0,461794250782.0,911144082.0,4927814072.0,-63765441446.0,179506165948.0,220866792759.0,168492786243.0,461794250782.0,17084685000.0,293301464539.0,282288084834.0,72434671780.0,10735236827.0,13467992010.0,177981175825.0,117101702605.0,1066473167002.0
83,139153,2023,911144082.0,599931292.0,38644551350.0,477937461418.0,599931292.0,14501003761.0,-41745267904.0,170156414590.0,215410109227.0,218667313405.0,477937461418.0,20584685000.0,259270148013.0,307781046828.0,43860038786.0,30660160007.0,39596867460.0,191428538868.0,143143447010.0,1238717611222.0
84,141413,2021,9082270044.0,614936633.0,-16352615533.0,211560372817.0,6149363633.0,15910874368.0,-7574452753.0,96861837417.0,99268076331.0,60855142980.0,211560372817.0,27569082500.0,150705229837.0,114698535400.0,51437153506.0,-18521148795.0,-20740527915.0,109657716420.0,20734381615.0,235523771275.0
85,141413,2022,6149363633.0,13051189115.0,-1121315071.0,220738936358.0,13051189115.0,3590491581.0,-1838588769.0,113565734719.0,118508610032.0,62701053016.0,220738936358.0,27569082500.0,158037883342.0,107173201639.0,39529273310.0,469416270.0,386444352.0,103091442526.0,22580291651.0,284850842623.0
86,141413,2023,13051189115.0,7359253832.0,9395601425.0,210002658451.0,7359253832.0,-22899162977.0,6039439477.0,113167877781.0,106496582823.0,67527956250.0,210002658451.0,27569082500.0,142474702201.0,96834780670.0,35978119378.0,7535978187.0,7886095769.0,93784886767.0,28407137173.0,292311699831.0
87,146436,2021,1548754961.0,4066806328.0,14339117044.0,443364396108.0,4066806328.0,25034652823.0,-64144990553.0,83112496830.0,192625387313.0,168870273105.0,443364396108.0,17370851500.0,274494123003.0,360251899278.0,81868735690.0,19214583589.0,20335745202.0,60351131315.0,80605615871.0,423251416988.0
88,146436,2022,4066806328.0,10606469260.0,15208708866.0,475940905842.0,10606469260.0,15905158359.0,-43666330285.0,72491862437.0,202073008142.0,178858859508.0,475940905842.0,17370851500.0,297082046334.0,403449043405.0,95009038192.0,8027273643.0,9122991873.0,59080408464.0,88741689932.0,440268212163.0
89,146436,2023,10606469260.0,6432130181.0,15675810342.0,570428722632.0,6432130181.0,50338086410.0,-71771837316.0,97510733269.0,249642953105.0,214108578807.0,570428722632.0,22043495500.0,356320143825.0,472917989363.0,106677190720.0,7252837380.0,12852485903.0,69928942152.0,79534025197.0,569002539967.0
90,146560,2021,1436852347.0,1383568473.0,3856048973.0,263465747116.0,1383568473.0,40110391994.0,-40636295576.0,88721277590.0,118756692700.0,131742226836.0,263465747116.0,6756750000.0,131723520280.0,174744469526.0,12966827580.0,-12240964413.0,-8216876662.0,113294622844.0,122552972827.0,172381875044.0
