재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기,전기,전전기
"재무상태표, 증권 - 연결",[null],BNK투자증권,기타법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_AdditionalPaidinCapital,               기타불입자본,"581,479,942,760","581,479,942,760","581,479,942,760"
"재무상태표, 증권 - 연결",[null],BNK투자증권,기타법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_IssuedCapital,               자본금,"183,000,000,000","183,000,000,000","183,000,000,000"
"재무상태표, 증권 - 연결",[null],BNK투자증권,기타법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_RetainedEarnings,               이익잉여금,"298,756,352,819","288,150,287,155","240,830,454,948"
"재무상태표, 증권 - 연결",[null],BNK투자증권,기타법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_NoncontrollingInterests,            비지배지분,0,0,0
"재무상태표, 증권 - 연결",[null],BNK투자증권,기타법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_EquityAndLiabilities,         자본과부채총계,"5,807,547,235,923","3,914,294,508,604","3,995,983,484,275"
"재무상태표, 증권 - 연결",[null],BNK투자증권,기타법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_Borrowings,            차입부채,"2,574,871,372,907","1,608,951,228,456","2,289,712,205,763"
"재무상태표, 증권 - 연결",[null],BNK투자증권,기타법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_CurrentTaxLiabilities,            당기법인세부채,"136,014,249",0,"31,786,530,979"
"재무상태표, 증권 - 연결",[null],BNK투자증권,기타법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_DepositsFromCustomers,            예수부채,"730,461,094,170","153,323,937,706","137,638,006,411"
"재무상태표, 증권 - 연결",[null],BNK투자증권,기타법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_DerivativeFinancialLiabilities,            파생상품부채,"41,224,698,163","54,780,220,285","304,980,970"
"재무상태표, 증권 - 연결",[null],BNK투자증권,기타법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialLiabilitiesAtFairValueThroughProfitOrLoss,            당기손익-공정가치금융부채,"1,108,861,986,299","850,662,211,665","341,286,260,995"
"재무상태표, 증권 - 연결",[null],BNK투자증권,기타법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_Liabilities,            부채총계,"4,620,652,907,924","2,849,952,247,659","2,980,494,226,731"
"재무상태표, 증권 - 연결",[null],BNK투자증권,기타법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherNonfinancialLiabilities,            기타부채,"163,834,603,829","181,104,782,168","177,335,988,439"
"재무상태표, 증권 - 연결",[null],BNK투자증권,기타법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_Provisions,            충당부채,"1,263,138,307","1,129,867,379","2,430,253,174"
"재무상태표, 증권 - 연결",[null],BNK투자증권,기타법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_RecognisedLiabilitiesDefinedBenefitPlan,            순확정급여부채,0,0,0
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_Assets,         자산총계,"10,211,959,858,311","9,757,370,294,448","9,583,673,039,437"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_CashAndCashEquivalents,         현금및현금성자산,"704,628,328,648","625,908,557,652","544,685,756,338"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_CurrentTaxAssets,         당기법인세자산,"18,375,933,650","15,846,585,713",0
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_DeferredTaxAssets,         이연법인세자산,"262,188,718","417,292,032","606,334,276"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialAssetsAtAmortisedCost,         상각후원가측정금융자산,"3,811,822,590,793","4,098,137,160,247","4,034,816,302,936"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialAssetsAtFairValueThroughOtherComprehensiveIncome,         기타포괄손익-공정가치측정금융자산,"220,710,690,168","152,568,808,443","136,159,069,718"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialAssetsAtFairValueThroughProfitOrLoss,         당기손익-공정가치측정금융자산,"5,081,837,062,487","4,631,160,622,195","4,649,520,665,978"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_IntangibleAssetsAndGoodwill,         무형자산,"35,988,709,059","37,429,156,158","32,127,719,735"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_InvestmentAccountedForUsingEquityMethod,         관계기업투자자산,"5,423,622,713","8,596,906,490","8,115,301,307"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_InvestmentProperty,         투자부동산,"43,869,647,705","44,162,947,115","48,970,452,536"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,         매각예정자산,"6,949,161,415","6,949,161,415","6,949,161,415"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherNonfinancialAssets,         기타자산,"10,391,350,756","14,184,540,206","9,968,267,599"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_PropertyPlantAndEquipment,         유형자산,"256,380,548,404","108,151,560,340","104,269,460,764"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_RecognisedAssetsDefinedBenefitPlan,         순확정급여자산,"5,306,824,718","8,431,576,788","1,235,469,019"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_RightofuseAssets,         사용권자산,"10,013,199,077","5,425,419,654","6,249,077,816"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_Equity,            자본총계,"1,173,885,264,629","1,047,298,189,421","1,048,436,630,854"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_EquityAttributableToOwnersOfParent,            지배기업의 소유주에게 귀속되는 자본,"1,001,577,864,517","905,400,451,630","916,955,476,323"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,dart_CapitalAdjustments,               자본조정,"-11,842,082,310","-11,842,082,310","-7,547,101,300"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,dart_CapitalSurplus,               자본잉여금,"118,030,876,364","118,030,876,364","118,924,276,364"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_AccumulatedOtherComprehensiveIncome,               기타포괄손익누계액,"208,025,037,356","111,085,683,491","96,660,496,742"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_IssuedCapital,               자본금,"212,231,945,000","212,231,945,000","212,231,945,000"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_RetainedEarnings,               이익잉여금,"475,132,088,107","475,894,029,085","496,685,859,517"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,dart_RegulatoryReserveForCreditLoss,                  대손준비금 적립액,"8,319,289,624","5,185,898,330","2,034,150,645"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,dart_RegulatoryReserveForCreditLossToBeAddedReversed,                  대손준비금 적립 예정금액,"-8,304,924,461","3,133,391,294","3,151,747,685"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_NoncontrollingInterests,            비지배지분,"172,307,400,112","141,897,737,791","131,481,154,531"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_EquityAndLiabilities,         자본과부채총계,"10,211,959,858,311","9,757,370,294,448","9,583,673,039,437"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_BondsIssued,            발행사채,"788,689,603,778","712,293,963,834","875,935,321,920"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_CurrentTaxLiabilities,            당기법인세부채,"1,032,398,219","3,202,077,154","34,404,033,583"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_DeferredTaxLiabilities,            이연법인세부채,"74,849,601,351","36,650,610,133","37,351,698,663"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_DepositsFromCustomers,            예수부채,"2,733,901,982,639","2,700,731,912,499","2,558,584,719,119"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialLiabilitiesAtFairValueThroughProfitOrLoss,            당기손익-공정가치측정금융부채,"1,700,648,602,918","1,650,890,530,430","1,347,653,337,750"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_Liabilities,            부채총계,"9,038,074,593,682","8,710,072,105,027","8,535,236,408,583"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherBorrowings,            차입부채,"3,124,604,479,171","3,218,184,956,148","3,054,240,565,223"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherFinancialLiabilities,            기타금융부채,"541,944,389,011","323,058,320,030","544,243,386,940"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherNonfinancialLiabilities,            기타부채,"69,621,478,933","62,298,057,088","81,212,598,950"
"재무상태표, 증권 - 연결",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_Provisions,            충당부채,"2,782,057,662","2,761,677,711","1,610,746,435"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_DerivativeFinancialAssetsHeldForHedging,         위험회피목적파생상품자산,,"908,000,000",
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_Assets,         자산총계,"56,697,893,000,000","53,428,267,000,000","58,541,999,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_CashAndCashEquivalents,         현금및현금성자산,"2,175,480,000,000","1,967,234,000,000","1,348,746,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_CurrentTaxAssets,         당기법인세자산,"9,235,000,000","12,593,000,000","11,550,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_DeferredTaxAssets,         이연법인세자산,"19,490,000,000","10,550,000,000","11,384,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialAssetsAtAmortisedCost,         상각후원가측정금융자산,"19,134,898,000,000","17,213,773,000,000","16,637,296,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialAssetsAtFairValueThroughOtherComprehensiveIncome,         기타포괄손익-공정가치측정금융자산,"7,009,191,000,000","8,433,851,000,000","5,143,796,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialAssetsAtFairValueThroughProfitOrLoss,         당기손익-공정가치측정금융자산,"27,336,579,000,000","24,979,378,000,000","34,593,665,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_IntangibleAssetsAndGoodwill,         무형자산,"65,379,000,000","63,911,000,000","56,834,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_InvestmentAccountedForUsingEquityMethod,         관계기업및공동기업투자,"336,846,000,000","398,244,000,000","435,949,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_InvestmentProperty,         투자부동산,"259,459,000,000","57,318,000,000","54,294,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherNonfinancialAssets,         기타자산,"75,448,000,000","61,685,000,000","39,394,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_PropertyPlantAndEquipment,         유형자산,"182,713,000,000","182,138,000,000","161,340,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_RightofuseAssets,         사용권자산,"93,175,000,000","46,684,000,000","47,751,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_Equity,            자본총계,"7,613,428,000,000","7,228,056,000,000","6,823,305,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_EquityAttributableToOwnersOfParent,            지배주주지분,"7,611,779,000,000","7,223,393,000,000","6,818,154,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,dart_ElementsOfOtherStockholdersEquity,               기타자본구성요소,"377,373,000,000","299,187,000,000","264,584,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_AdditionalPaidinCapital,               기타불입자본,"1,867,180,000,000","1,867,583,000,000","1,641,600,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_IssuedCapital,               자본금,"1,782,560,000,000","1,782,560,000,000","1,609,400,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_RetainedEarnings,               이익잉여금,"3,584,666,000,000","3,274,063,000,000","3,302,570,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,dart_RegulatoryReserveForCreditLoss,                  대손준비금기적립액,"85,902,000,000","89,773,000,000","78,893,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,dart_RegulatoryReserveForCreditLossToBeAddedReversed,                  대손준비금 전입(환입) 예정액,"32,378,000,000","-3,871,000,000","10,880,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_NoncontrollingInterests,            비지배지분,"1,649,000,000","4,663,000,000","5,151,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_EquityAndLiabilities,         자본과부채총계,"56,697,893,000,000","53,428,267,000,000","58,541,999,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_BondsIssued,            발행사채,"2,914,953,000,000","3,517,735,000,000","3,415,340,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_Borrowings,            차입부채,"18,919,143,000,000","18,026,331,000,000","20,072,272,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_CurrentTaxLiabilities,            당기법인세부채,"160,887,000,000","41,787,000,000","212,375,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_DeferredTaxLiabilities,            이연법인세부채,"5,705,000,000","85,289,000,000","81,780,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_DepositsFromCustomers,            예수부채,"7,177,425,000,000","5,600,415,000,000","7,575,232,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_DerivativeFinancialLiabilitiesHeldForHedging,            위험회피목적파생상품부채,,"313,000,000","3,694,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialLiabilitiesAtFairValueThroughProfitOrLoss,            당기손익-공정가치측정금융부채,"12,754,976,000,000","13,915,709,000,000","14,138,157,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_Liabilities,            부채총계,"49,084,465,000,000","46,200,211,000,000","51,718,694,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherFinancialLiabilities,            기타금융부채,"6,882,009,000,000","4,739,266,000,000","5,935,467,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherNonfinancialLiabilities,            기타부채,"214,982,000,000","184,870,000,000","196,160,000,000"
"재무상태표, 증권 - 연결",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_Provisions,            충당부채,"54,385,000,000","88,496,000,000","88,217,000,000"
"재무상태표, 증권 - 연결",[001510],SK증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,dart_CashAndDuefromBanks,         현금및예치금,"426,379,899,624","528,370,402,503","413,779,290,761"
"재무상태표, 증권 - 연결",[001510],SK증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,dart_DebtSecuritiesAtAmortisedCost,         상각후원가측정금융자산,"19,998,210,000","44,430,000","6,103,590,913"
"재무상태표, 증권 - 연결",[001510],SK증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,dart_LoansAtAmortisedCost,         대출채권,"1,208,147,072,236","1,211,889,821,047","1,099,501,905,179"
"재무상태표, 증권 - 연결",[001510],SK증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_Assets,         자산총계,"6,449,093,771,600","6,464,840,829,921","6,371,402,200,705"
"재무상태표, 증권 - 연결",[001510],SK증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_CurrentTaxAssets,         당기법인세자산,"14,701,977,643","15,573,692,293",0
"재무상태표, 증권 - 연결",[001510],SK증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_DeferredTaxAssets,         이연법인세자산,"152,341,897",0,0
"재무상태표, 증권 - 연결",[001510],SK증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_DerivativeFinancialAssetsHeldForTrading,         파생상품자산,"48,160,103,782","74,610,587,275","29,832,945,487"
"재무상태표, 증권 - 연결",[001510],SK증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinanceLeaseReceivables,         리스자산,"20,257,321,508","19,985,489,207","21,896,887,139"
"재무상태표, 증권 - 연결",[001510],SK증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialAssetsAtFairValueThroughOtherComprehensiveIncome,         기타포괄손익-공정가치측정금융자산,"167,240,703,818","159,875,710,783","141,559,569,112"
