재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기,전기,전전기
"재무상태표, 증권 - 별도",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialAssetsAtFairValueThroughOtherComprehensiveIncome,         기타포괄손익-공정가치측정금융자산,"216,534,575,397","148,367,544,072","131,833,654,147"
"재무상태표, 증권 - 별도",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialAssetsAtFairValueThroughProfitOrLoss,         당기손익-공정가치측정금융자산,"4,967,547,094,796","4,611,375,555,286","4,567,446,503,898"
"재무상태표, 증권 - 별도",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_IntangibleAssetsAndGoodwill,         무형자산,"32,089,054,256","33,356,652,351","28,191,533,946"
"재무상태표, 증권 - 별도",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_InvestmentsInAssociates,         관계기업투자자산,"5,853,233,548","9,336,449,939","8,086,449,939"
"재무상태표, 증권 - 별도",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_InvestmentsInSubsidiaries,         종속기업투자자산,"77,801,887,122","74,538,420,775","71,538,420,775"
"재무상태표, 증권 - 별도",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherNonfinancialAssets,         기타자산,"8,796,815,537","12,073,305,446","7,133,970,434"
"재무상태표, 증권 - 별도",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_PropertyPlantAndEquipment,         유형자산,"107,224,660,404","26,367,923,171","26,583,532,656"
"재무상태표, 증권 - 별도",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_RecognisedAssetsDefinedBenefitPlan,         순확정급여자산,"4,989,895,405","7,450,953,573","1,225,416,937"
"재무상태표, 증권 - 별도",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_RightofuseAssets,         사용권자산,"3,856,157,106","3,923,643,240","4,224,323,546"
"재무상태표, 증권 - 별도",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,dart_CapitalAdjustments,            자본조정,"-11,842,082,310","-11,842,082,310","-7,547,101,300"
"재무상태표, 증권 - 별도",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,dart_CapitalSurplus,            자본잉여금,"118,924,276,364","118,924,276,364","118,924,276,364"
"재무상태표, 증권 - 별도",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_AccumulatedOtherComprehensiveIncome,            기타포괄손익누계액,"180,951,783,769","110,680,313,991","96,360,095,951"
"재무상태표, 증권 - 별도",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_Equity,            자본총계,"911,879,450,361","837,388,135,842","846,701,537,172"
"재무상태표, 증권 - 별도",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_IssuedCapital,            자본금,"212,231,945,000","212,231,945,000","212,231,945,000"
"재무상태표, 증권 - 별도",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_RetainedEarnings,            이익잉여금,"411,613,527,538","407,393,682,797","426,732,321,157"
"재무상태표, 증권 - 별도",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,dart_RegulatoryReserveForCreditLoss,               대손준비금 적립액,"8,304,984,340","5,168,666,356","2,013,782,259"
"재무상태표, 증권 - 별도",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,dart_RegulatoryReserveForCreditLossToBeAddedReversed,               대손준비금 적립 예정금액,"-8,304,984,340","3,136,317,984","3,154,884,097"
"재무상태표, 증권 - 별도",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_EquityAndLiabilities,         자본과부채총계,"7,421,242,973,843","7,096,049,373,284","7,260,100,608,954"
"재무상태표, 증권 - 별도",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_BondsIssued,            발행사채,"402,100,000,000","231,000,000,000","375,000,000,000"
"재무상태표, 증권 - 별도",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_CurrentTaxLiabilities,            당기법인세부채,0,0,"32,954,750,137"
"재무상태표, 증권 - 별도",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_DeferredTaxLiabilities,            이연법인세부채,"46,963,427,372","22,622,527,679","22,858,193,618"
"재무상태표, 증권 - 별도",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_DepositsFromCustomers,            예수부채,"764,087,742,560","842,874,877,303","1,035,259,998,019"
"재무상태표, 증권 - 별도",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialLiabilitiesAtFairValueThroughProfitOrLoss,            당기손익-공정가치측정금융부채,"1,700,648,602,918","1,650,890,530,430","1,362,653,337,750"
"재무상태표, 증권 - 별도",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_Liabilities,            부채총계,"6,509,363,523,482","6,258,661,237,442","6,413,399,071,782"
"재무상태표, 증권 - 별도",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherBorrowings,            차입부채,"3,120,554,535,618","3,213,029,704,302","3,039,755,320,773"
"재무상태표, 증권 - 별도",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherFinancialLiabilities,            기타금융부채,"392,509,991,705","236,458,692,089","469,486,964,833"
"재무상태표, 증권 - 별도",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherNonfinancialLiabilities,            기타부채,"61,813,404,502","54,565,775,469","73,952,262,231"
"재무상태표, 증권 - 별도",[016610],DB금융투자,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_Provisions,            충당부채,"20,685,818,807","7,219,130,170","1,478,244,421"
"재무상태표, 증권 - 별도",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_DeferredTaxAssets,         이연법인세자산,"9,230,000,000",,
"재무상태표, 증권 - 별도",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_Assets,         자산총계,"53,453,943,000,000","50,402,862,000,000","55,828,248,000,000"
"재무상태표, 증권 - 별도",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_CashAndCashEquivalents,         현금및현금성자산,"1,750,326,000,000","1,487,638,000,000","1,229,108,000,000"
"재무상태표, 증권 - 별도",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialAssetsAtAmortisedCost,         상각후원가측정금융자산,"16,882,298,000,000","14,484,544,000,000","14,489,454,000,000"
"재무상태표, 증권 - 별도",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialAssetsAtFairValueThroughOtherComprehensiveIncome,         기타포괄손익-공정가치측정금융자산,"6,816,951,000,000","8,296,365,000,000","5,012,446,000,000"
"재무상태표, 증권 - 별도",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialAssetsAtFairValueThroughProfitOrLoss,         당기손익-공정가치측정금융자산,"26,145,114,000,000","24,264,001,000,000","33,379,258,000,000"
"재무상태표, 증권 - 별도",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_IntangibleAssetsAndGoodwill,         무형자산,"15,855,000,000","13,167,000,000","13,392,000,000"
"재무상태표, 증권 - 별도",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_InvestmentProperty,         투자부동산,"52,490,000,000","57,318,000,000","54,294,000,000"
"재무상태표, 증권 - 별도",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_InvestmentsInSubsidiariesJointVenturesAndAssociates,         종속기업및관계기업투자,"1,457,336,000,000","1,539,038,000,000","1,424,496,000,000"
"재무상태표, 증권 - 별도",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherNonfinancialAssets,         기타자산,"65,912,000,000","48,116,000,000","29,432,000,000"
"재무상태표, 증권 - 별도",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_PropertyPlantAndEquipment,         유형자산,"173,471,000,000","175,378,000,000","153,227,000,000"
"재무상태표, 증권 - 별도",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_RightofuseAssets,         사용권자산,"84,960,000,000","37,297,000,000","43,141,000,000"
"재무상태표, 증권 - 별도",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,dart_ElementsOfOtherStockholdersEquity,            기타자본구성요소,"265,529,000,000","200,722,000,000","217,217,000,000"
"재무상태표, 증권 - 별도",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_AdditionalPaidinCapital,            기타불입자본,"1,869,030,000,000","1,869,030,000,000","1,643,047,000,000"
"재무상태표, 증권 - 별도",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_Equity,            자본총계,"7,106,553,000,000","6,852,589,000,000","6,463,367,000,000"
"재무상태표, 증권 - 별도",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_IssuedCapital,            자본금,"1,782,560,000,000","1,782,560,000,000","1,609,400,000,000"
"재무상태표, 증권 - 별도",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_RetainedEarnings,            이익잉여금,"3,189,434,000,000","3,000,277,000,000","2,993,703,000,000"
"재무상태표, 증권 - 별도",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,dart_RegulatoryReserveForCreditLoss,               대손준비금기적립액,"85,842,000,000","89,739,000,000","78,867,000,000"
"재무상태표, 증권 - 별도",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,dart_RegulatoryReserveForCreditLossToBeAddedReversed,               대손준비금 전입(환입) 예정액,"32,371,000,000","-3,897,000,000","10,871,000,000"
"재무상태표, 증권 - 별도",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_EquityAndLiabilities,         자본과부채총계,"53,453,943,000,000","50,402,862,000,000","55,828,248,000,000"
"재무상태표, 증권 - 별도",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_BondsIssued,            발행사채,"2,914,953,000,000","3,517,735,000,000","3,415,340,000,000"
"재무상태표, 증권 - 별도",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_Borrowings,            차입부채,"17,628,772,000,000","16,858,760,000,000","19,168,562,000,000"
"재무상태표, 증권 - 별도",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_CurrentTaxLiabilities,            당기법인세부채,"153,470,000,000","42,196,000,000","197,980,000,000"
"재무상태표, 증권 - 별도",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_DeferredTaxLiabilities,            이연법인세부채,,"81,912,000,000","68,225,000,000"
"재무상태표, 증권 - 별도",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_DepositsFromCustomers,            예수부채,"6,628,778,000,000","4,940,942,000,000","6,860,186,000,000"
"재무상태표, 증권 - 별도",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialLiabilitiesAtFairValueThroughProfitOrLoss,            당기손익-공정가치측정금융부채,"12,750,774,000,000","13,894,710,000,000","14,120,715,000,000"
"재무상태표, 증권 - 별도",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_Liabilities,            부채총계,"46,347,390,000,000","43,550,273,000,000","49,364,881,000,000"
"재무상태표, 증권 - 별도",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherFinancialLiabilities,            기타금융부채,"6,046,831,000,000","3,973,786,000,000","5,306,616,000,000"
"재무상태표, 증권 - 별도",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherNonfinancialLiabilities,            기타부채,"163,318,000,000","138,826,000,000","143,708,000,000"
"재무상태표, 증권 - 별도",[005940],NH투자증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_Provisions,            충당부채,"60,494,000,000","101,406,000,000","83,549,000,000"
"재무상태표, 증권 - 별도",[001510],SK증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,dart_CashAndDuefromBanks,         현금및예치금,"358,441,243,648","447,850,155,008","335,304,258,094"
"재무상태표, 증권 - 별도",[001510],SK증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,dart_LoansAtAmortisedCost,         대출채권,"633,915,987,014","629,779,712,173","400,224,537,677"
"재무상태표, 증권 - 별도",[001510],SK증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_Assets,         자산총계,"5,596,028,078,742","5,612,706,907,583","5,535,941,991,249"
"재무상태표, 증권 - 별도",[001510],SK증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_CurrentTaxAssets,         당기법인세자산,"12,975,514,407","8,495,108,613",0
"재무상태표, 증권 - 별도",[001510],SK증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_DerivativeFinancialAssetsHeldForTrading,         파생상품자산,"48,160,103,782","74,610,587,275","29,832,945,487"
"재무상태표, 증권 - 별도",[001510],SK증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialAssetsAtFairValueThroughOtherComprehensiveIncome,         기타포괄손익-공정가치측정금융자산,"167,240,703,818","159,875,710,783","141,559,569,112"
"재무상태표, 증권 - 별도",[001510],SK증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialAssetsAtFairValueThroughProfitOrLoss,         당기손익-공정가치측정금융자산,"3,404,219,411,394","3,506,719,386,642","3,655,083,493,143"
"재무상태표, 증권 - 별도",[001510],SK증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_IntangibleAssetsAndGoodwill,         무형자산,"28,841,672,886","28,905,731,601","25,547,626,558"
"재무상태표, 증권 - 별도",[001510],SK증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_InvestmentsInSubsidiariesJointVenturesAndAssociates,         종속기업및관계기업투자지분,"368,216,813,647","362,302,494,487","290,084,488,237"
"재무상태표, 증권 - 별도",[001510],SK증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherFinancialAssets,         기타금융자산,"460,567,477,486","262,360,463,987","523,427,359,896"
"재무상태표, 증권 - 별도",[001510],SK증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherNonfinancialAssets,         기타비금융자산,"17,447,318,889","27,091,929,463","26,763,887,583"
"재무상태표, 증권 - 별도",[001510],SK증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_PropertyPlantAndEquipment,         유형자산,"21,122,475,459","23,739,113,864","19,749,010,961"
"재무상태표, 증권 - 별도",[001510],SK증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_RightofuseAssets,         사용권자산,"74,879,356,312","80,976,513,687","88,364,814,501"
"재무상태표, 증권 - 별도",[001510],SK증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,dart_CapitalSurplus,            자본잉여금,"70,336,007,457","70,336,007,457","70,336,007,457"
"재무상태표, 증권 - 별도",[001510],SK증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,dart_ElementsOfOtherStockholdersEquity,            기타자본항목,"-35,327,026,290","-35,327,026,290","-33,226,981,173"
"재무상태표, 증권 - 별도",[001510],SK증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_AccumulatedOtherComprehensiveIncome,            기타포괄손익누계액,"113,793,564,784","109,864,256,710","89,184,834,602"
"재무상태표, 증권 - 별도",[001510],SK증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_Equity,            자본총계,"611,495,513,893","607,540,471,346","590,846,550,522"
"재무상태표, 증권 - 별도",[001510],SK증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_IssuedCapital,            자본금,"238,251,342,500","238,251,342,500","238,251,342,500"
"재무상태표, 증권 - 별도",[001510],SK증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,ifrs-full_RetainedEarnings,            이익잉여금,"224,441,625,442","224,415,890,969","226,301,347,136"
"재무상태표, 증권 - 별도",[001510],SK증권,유가증권시장상장법인,661,금융 지원 서비스업,12,2023-12-31,사업보고서,KRW,dart_RegulatoryReserveForCreditLoss,               (대손준비금 적립액),"8,679,921,686","9,212,009,461","6,409,488,392"
